,,,,,,,,Playing Time,,,,Performance,,,,,,,,Expected,,,,Progression,,,Per 90 Minutes,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
794,Ronnie Edwards,eng ENG,DF,Southampton,eng Premier League,22-001,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
795,Johannes Eggestein,de GER,FW,St. Pauli,de Bundesliga,26-325,1998,24,22,1815,20.2,3,4,7,2,1,2,3,0,4.7,3.1,2.1,5.2,25,43,132,0.15,0.20,0.35,0.10,0.30,0.23,0.10,0.34,0.16,0.26,Matches
796,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,28-111,1996,25,25,2130,23.7,0,0,0,0,0,0,4,0,1.4,1.4,1.1,2.5,19,112,27,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.10,0.06,0.10,Matches
797,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29-308,1995,26,23,1913,21.3,0,1,1,0,0,0,4,0,1.2,1.2,1.3,2.5,39,44,97,0.00,0.05,0.05,0.00,0.05,0.06,0.06,0.12,0.06,0.12,Matches
798,Chidera Ejuke,ng NGA,FW,Sevilla,es La Liga,27-086,1998,18,8,806,9.0,2,1,3,2,0,0,0,0,1.0,1.0,1.5,2.6,66,32,86,0.22,0.11,0.33,0.22,0.33,0.12,0.17,0.29,0.12,0.29,Matches
799,Jeff Ekhator,it ITA,FWMF,Genoa,it Serie A,18-138,2006,20,5,659,7.3,1,1,2,1,0,0,1,0,1.3,1.3,1.0,2.3,4,14,44,0.14,0.14,0.27,0.14,0.27,0.18,0.13,0.31,0.18,0.31,Matches
800,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22-282,2002,25,23,1870,20.8,13,4,17,12,1,3,0,0,17.5,15.2,4.7,19.9,66,34,149,0.63,0.19,0.82,0.58,0.77,0.84,0.23,1.07,0.73,0.96,Matches
801,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24-358,2000,25,13,1362,15.1,3,2,5,3,0,0,1,0,1.6,1.6,1.1,2.6,26,51,57,0.20,0.13,0.33,0.20,0.33,0.10,0.07,0.17,0.10,0.17,Matches
802,Jacques Ekomie,ga GAB,DF,Angers,fr Ligue 1,21-222,2003,11,3,343,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,10,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
803,Emmanuel Ekong,se SWE,MFFW,Empoli,it Serie A,22-277,2002,15,0,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,5,19,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Matches
804,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,31-006,1994,13,3,442,4.9,1,3,4,1,0,0,1,0,2.7,2.7,0.7,3.4,4,7,37,0.20,0.61,0.81,0.20,0.81,0.55,0.15,0.70,0.55,0.70,Matches
805,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,fr Ligue 1,23-073,2002,20,20,1765,19.6,1,0,1,1,0,0,3,0,0.3,0.3,0.7,1.1,16,96,9,0.05,0.00,0.05,0.05,0.05,0.02,0.04,0.06,0.02,0.06,Matches
806,Anthony Elanga,se SWE,FWMF,Nott'ham Forest,eng Premier League,22-336,2002,29,23,1845,20.5,5,8,13,5,0,0,1,0,3.7,3.7,4.3,8.0,76,41,150,0.24,0.39,0.63,0.24,0.63,0.18,0.21,0.39,0.18,0.39,Matches
807,Meschak Elia,cd COD,FWDF,Nantes,fr Ligue 1,27-235,1997,5,0,82,0.9,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,7,3,12,1.10,0.00,1.10,1.10,1.10,1.10,0.06,1.16,1.10,1.16,Matches
808,Mikael Ellertsson,is ISL,DFMF,Venezia,it Serie A,23-018,2002,28,23,1957,21.7,2,1,3,2,0,0,1,0,1.1,1.1,0.9,2.0,30,31,74,0.09,0.05,0.14,0.09,0.14,0.05,0.04,0.09,0.05,0.09,Matches
809,Harvey Elliott,eng ENG,MFFW,Liverpool,eng Premier League,21-359,2003,11,0,128,1.4,0,1,1,0,0,0,0,0,0.2,0.2,0.8,1.0,7,17,14,0.00,0.70,0.70,0.00,0.70,0.14,0.54,0.68,0.14,0.68,Matches
810,Elif Elmas,mk MKD,FWMF,Torino,it Serie A,25-186,1999,5,4,326,3.6,3,0,3,3,0,0,0,0,0.5,0.5,0.3,0.7,11,8,15,0.83,0.00,0.83,0.83,0.83,0.13,0.08,0.21,0.13,0.21,Matches
811,Elif Elmas,mk MKD,MF,RB Leipzig,de Bundesliga,25-186,1999,2,0,44,0.5,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,2,2,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.70,0.70,0.70,Matches
812,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,31-001,1994,14,9,801,8.9,0,0,0,0,0,0,0,1,0.4,0.4,0.1,0.5,10,27,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06,Matches
813,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,28-180,1996,19,19,1665,18.5,1,1,2,1,0,0,1,0,1.8,1.8,0.4,2.2,18,46,5,0.05,0.05,0.11,0.05,0.11,0.10,0.02,0.12,0.10,0.12,Matches
814,Adri Embarba,es ESP,FWMF,Rayo Vallecano,es La Liga,32-326,1992,26,15,1336,14.8,1,1,2,1,0,0,4,0,1.5,1.5,2.7,4.2,38,40,91,0.07,0.07,0.13,0.07,0.13,0.10,0.18,0.28,0.10,0.28,Matches
815,Breel Embolo,ch SUI,FWMF,Monaco,fr Ligue 1,28-043,1997,22,13,1266,14.1,4,4,8,4,0,0,3,0,8.9,8.9,4.3,13.1,14,34,102,0.28,0.28,0.57,0.28,0.57,0.63,0.30,0.93,0.63,0.93,Matches
816,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,22-054,2003,22,22,1846,20.5,12,2,14,12,0,0,5,0,14.2,14.2,2.2,16.4,32,9,86,0.59,0.10,0.68,0.59,0.68,0.69,0.11,0.80,0.69,0.80,Matches
817,Emerson,br BRA,DF,Milan,it Serie A,26-074,1999,17,16,1377,15.3,0,0,0,0,0,0,5,0,0.4,0.4,0.7,1.1,23,68,71,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.03,0.07,Matches
818,Yunus Emre Konak,tr TUR,FWMF,Brentford,eng Premier League,19-078,2006,7,0,31,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,1,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.44,0.44,0.44,Matches
819,Julio Enciso,py PAR,MFFW,Ipswich Town,eng Premier League,21-065,2004,5,4,269,3.0,0,1,1,0,0,0,2,0,0.6,0.6,0.4,0.9,7,11,17,0.00,0.33,0.33,0.00,0.33,0.19,0.12,0.31,0.19,0.31,Matches
820,Julio Enciso,py PAR,MFFW,Brighton,eng Premier League,21-065,2004,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,0.00,0.00,0.00,0.00,0.00,0.31,0.07,0.38,0.31,0.38,Matches
821,Wataru Endo,jp JPN,MF,Liverpool,eng Premier League,32-048,1993,14,0,147,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
822,Endrick,br BRA,FW,Real Madrid,es La Liga,18-251,2006,16,0,116,1.3,1,0,1,1,0,0,1,0,0.9,0.9,0.3,1.2,6,5,15,0.78,0.00,0.78,0.78,0.78,0.71,0.23,0.94,0.71,0.94,Matches
823,Yannik Engelhardt,de GER,MFDF,Como,it Serie A,24-050,2001,20,11,1073,11.9,1,1,2,1,0,0,3,0,0.6,0.6,1.4,1.9,13,50,16,0.08,0.08,0.17,0.08,0.17,0.05,0.12,0.16,0.05,0.16,Matches
824,Arne Engels,be BEL,MFFW,Augsburg,de Bundesliga,21-202,2003,1,1,79,0.9,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,1,1,5,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,Matches
825,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,33-043,1992,16,9,781,8.7,0,1,1,0,0,0,2,0,0.2,0.2,2.3,2.5,7,39,22,0.00,0.12,0.12,0.00,0.12,0.02,0.26,0.28,0.02,0.28,Matches
826,Martin Erlic,hr CRO,DF,Bologna,it Serie A,27-064,1998,6,4,290,3.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,11,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
827,Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,30-067,1995,10,10,832,9.2,1,0,1,1,0,0,2,0,0.9,0.9,0.1,1.0,3,25,1,0.11,0.00,0.11,0.11,0.11,0.10,0.01,0.11,0.10,0.11,Matches
828,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,33-083,1992,8,6,496,5.5,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,7,22,17,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.05,0.04,0.05,Matches
829,Sebastiano Esposito,it ITA,MFFW,Empoli,it Serie A,22-270,2002,25,19,1676,18.6,8,0,8,7,1,2,1,0,5.2,3.6,1.7,5.3,25,59,68,0.43,0.00,0.43,0.38,0.38,0.28,0.09,0.37,0.19,0.29,Matches
830,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,19-320,2005,2,0,8,0.1,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0,1,2,11.25,0.00,11.25,11.25,11.25,3.21,0.00,3.21,3.21,3.21,Matches
831,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,27-065,1998,23,15,1256,14.0,5,2,7,5,0,0,4,1,2.7,2.7,1.2,3.9,26,13,92,0.36,0.14,0.50,0.36,0.50,0.20,0.08,0.28,0.20,0.28,Matches
832,Dario Essugo,pt POR,MF,Las Palmas,es La Liga,20-015,2005,17,17,1317,14.6,1,0,1,1,0,0,9,2,0.5,0.5,0.3,0.7,14,62,7,0.07,0.00,0.07,0.07,0.07,0.03,0.02,0.05,0.03,0.05,Matches
833,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,29-135,1995,11,7,605,6.7,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.5,3,29,2,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches
834,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,27-067,1998,22,18,1692,18.8,1,1,2,1,0,0,3,0,0.6,0.6,1.8,2.5,43,76,83,0.05,0.05,0.11,0.05,0.11,0.03,0.10,0.13,0.03,0.13,Matches
835,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,es La Liga,22-223,2002,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
836,Evanilson,br BRA,FW,Bournemouth,eng Premier League,25-174,1999,22,19,1544,17.2,6,0,6,6,0,1,0,0,7.9,7.1,1.4,8.5,22,15,72,0.35,0.00,0.35,0.35,0.35,0.46,0.08,0.54,0.41,0.49,Matches
837,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,37-085,1988,6,3,290,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
838,Edu Expósito,es ESP,MFFW,Espanyol,es La Liga,28-240,1996,8,2,225,2.5,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.6,5,16,7,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.22,0.09,0.22,Matches
839,Eberechi Eze,eng ENG,MFFW,Crystal Palace,eng Premier League,26-273,1998,24,22,1924,21.4,2,6,8,2,0,0,1,0,6.1,6.1,4.6,10.7,56,80,127,0.09,0.28,0.37,0.09,0.37,0.29,0.21,0.50,0.29,0.50,Matches
840,Abde Ezzalzouli,ma MAR,FWMF,Betis,es La Liga,23-102,2001,25,19,1613,17.9,1,1,2,1,0,1,2,0,7.2,6.4,1.7,8.1,100,58,172,0.06,0.06,0.11,0.06,0.11,0.40,0.10,0.50,0.36,0.45,Matches
841,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,22-074,2003,23,7,869,9.7,3,1,4,3,0,0,2,0,1.9,1.9,1.1,3.0,12,11,34,0.31,0.10,0.41,0.31,0.41,0.20,0.11,0.31,0.20,0.31,Matches
842,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,39-345,1985,13,12,1070,11.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
843,Alieu Fadera,gm GAM,FWDF,Como,it Serie A,23-146,2001,24,20,1592,17.7,1,3,4,1,0,0,2,1,1.6,1.6,3.9,5.5,73,35,157,0.06,0.17,0.23,0.06,0.23,0.09,0.22,0.31,0.09,0.31,Matches
844,Wout Faes,be BEL,DF,Leicester City,eng Premier League,26-360,1998,26,22,2095,23.3,1,0,1,1,0,0,3,0,1.2,1.2,0.1,1.3,11,71,1,0.04,0.00,0.04,0.04,0.04,0.05,0.00,0.06,0.05,0.06,Matches
845,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,24-045,2001,6,3,335,3.7,0,2,2,0,0,0,0,0,0.0,0.0,0.8,0.9,3,19,4,0.00,0.54,0.54,0.00,0.54,0.01,0.22,0.23,0.01,0.23,Matches
846,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,24-045,2001,17,5,571,6.3,0,0,0,0,0,0,4,0,0.6,0.6,0.1,0.7,19,41,18,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11,Matches
847,Romain Faivre,fr FRA,MFFW,Brest,fr Ligue 1,26-258,1998,19,10,894,9.9,3,2,5,2,1,1,2,0,2.5,1.7,1.9,3.6,24,44,48,0.30,0.20,0.50,0.20,0.40,0.25,0.19,0.45,0.18,0.37,Matches
848,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29-351,1995,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
849,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,33-155,1991,8,3,260,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,3,13,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12,Matches
850,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,21-021,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,42,17,60,0.00,0.31,0.31,0.00,0.31,0.06,0.24,0.31,0.06,0.31,Matches
851,Ansu Fati,es ESP,FW,Barcelona,es La Liga,22-149,2002,4,1,127,1.4,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,4,3,16,0.00,0.00,0.00,0.00,0.00,0.42,0.04,0.46,0.42,0.46,Matches
852,Khalil Fayad,fr FRA,MFFW,Montpellier,fr Ligue 1,20-293,2004,13,6,646,7.2,0,0,0,0,0,0,2,0,0.8,0.8,0.2,0.9,10,34,13,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.13,0.11,0.13,Matches
853,Jacopo Fazzini,it ITA,MFFW,Empoli,it Serie A,22-013,2003,12,9,769,8.5,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.0,17,24,47,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.11,0.09,0.11,Matches
854,Nabil Fekir,fr FRA,MF,Betis,es La Liga,31-254,1993,2,2,180,2.0,0,1,1,0,0,0,0,0,0.7,0.7,0.5,1.2,9,10,18,0.00,0.50,0.50,0.00,0.50,0.34,0.26,0.61,0.34,0.61,Matches
855,Mattia Felici,it ITA,MFFW,Cagliari,it Serie A,23-346,2001,17,8,816,9.1,0,3,3,0,0,0,1,0,0.6,0.6,1.0,1.6,37,16,67,0.00,0.33,0.33,0.00,0.33,0.07,0.11,0.18,0.07,0.18,Matches
856,Luiz Felipe,it ITA,DF,Marseille,fr Ligue 1,28-007,1997,2,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
857,João Félix,pt POR,FWMF,Chelsea,eng Premier League,25-139,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,Matches
858,João Félix,pt POR,MF,Milan,it Serie A,25-139,1999,7,4,421,4.7,0,0,0,0,0,0,1,0,1.8,1.8,0.5,2.3,12,24,33,0.00,0.00,0.00,0.00,0.00,0.39,0.12,0.50,0.39,0.50,Matches
859,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,34-055,1991,21,21,1725,19.2,0,1,1,0,0,0,6,0,0.4,0.4,1.1,1.4,45,88,37,0.00,0.05,0.05,0.00,0.05,0.02,0.06,0.07,0.02,0.07,Matches
860,Evan Ferguson,ie IRL,FW,West Ham,eng Premier League,20-161,2004,5,0,95,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.6,1,0,5,0.00,0.00,0.00,0.00,0.00,0.24,0.29,0.52,0.24,0.52,Matches
861,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,20-161,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.00,0.37,0.37,0.37,0.20,0.15,0.35,0.20,0.35,Matches
862,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,25-217,1999,12,6,623,6.9,1,1,2,0,1,1,0,0,0.8,0.0,0.8,0.9,12,30,19,0.14,0.14,0.29,0.00,0.14,0.12,0.12,0.24,0.00,0.12,Matches
863,Zinedine Ferhat,dz ALG,FW,Angers,fr Ligue 1,32-028,1993,18,6,687,7.6,2,0,2,2,0,0,1,0,1.4,1.4,2.0,3.4,14,32,53,0.26,0.00,0.26,0.26,0.26,0.18,0.26,0.44,0.18,0.44,Matches
864,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,30-202,1994,28,28,2375,26.4,8,9,17,5,3,3,4,2,8.5,6.2,6.0,12.2,58,231,108,0.30,0.34,0.64,0.19,0.53,0.32,0.23,0.55,0.23,0.46,Matches
865,Edimilson Fernandes,ch SUI,MF,Brest,fr Ligue 1,28-348,1996,15,9,818,9.1,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,4,30,1,0.00,0.11,0.11,0.00,0.11,0.04,0.06,0.10,0.04,0.10,Matches
866,Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20-262,2004,27,25,2141,23.8,1,2,3,1,0,0,7,0,3.1,3.1,2.0,5.2,62,107,76,0.04,0.08,0.13,0.04,0.13,0.13,0.09,0.22,0.13,0.22,Matches
867,Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,26-350,1998,8,7,657,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
868,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,24-071,2001,27,23,2141,23.8,4,5,9,4,0,0,6,0,4.4,4.4,5.1,9.5,42,157,85,0.17,0.21,0.38,0.17,0.38,0.19,0.21,0.40,0.19,0.40,Matches
869,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,22-269,2002,8,7,577,6.4,2,0,2,2,0,0,1,0,1.0,1.0,0.1,1.2,4,7,15,0.31,0.00,0.31,0.31,0.31,0.16,0.02,0.18,0.16,0.18,Matches
870,Valery Fernández,es ESP,MFFW,Mallorca,es La Liga,25-126,1999,14,1,244,2.7,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,2,5,10,0.74,0.00,0.74,0.74,0.74,0.31,0.00,0.31,0.31,0.31,Matches
871,Matias Fernandez-Pardo,be BEL,FW,Lille,fr Ligue 1,20-054,2005,14,5,484,5.4,1,1,2,1,0,0,3,0,0.3,0.3,1.1,1.4,25,12,39,0.19,0.19,0.37,0.19,0.37,0.06,0.20,0.26,0.06,0.26,Matches
872,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,33-017,1992,17,13,1132,12.6,0,1,1,0,0,0,5,1,0.3,0.3,0.5,0.8,8,89,26,0.00,0.08,0.08,0.00,0.08,0.02,0.04,0.06,0.02,0.06,Matches
873,Daniel Fila,cz CZE,FW,Venezia,it Serie A,22-220,2002,4,3,218,2.4,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.5,4,7,16,0.00,0.00,0.00,0.00,0.00,0.14,0.05,0.19,0.14,0.19,Matches
874,Karol Fila,pl POL,MF,Strasbourg,fr Ligue 1,26-289,1998,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
875,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,24-168,2000,25,22,1721,19.1,0,0,0,0,0,0,5,0,0.2,0.2,0.3,0.5,33,69,55,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
876,Mark Flekken,nl NED,GK,Brentford,eng Premier League,31-289,1993,28,28,2465,27.4,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.01,0.01,0.00,0.01,Matches
877,Mateo Flores,es ESP,MF,Betis,es La Liga,20-356,2004,6,1,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
878,Phil Foden,eng ENG,MFFW,Manchester City,eng Premier League,24-305,2000,24,18,1629,18.1,7,2,9,7,0,0,2,0,4.9,4.9,4.7,9.5,46,94,116,0.39,0.11,0.50,0.39,0.50,0.27,0.26,0.53,0.27,0.53,Matches
879,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,19-363,2005,24,12,1206,13.4,4,4,8,4,0,0,1,0,3.6,3.6,2.5,6.1,77,38,140,0.30,0.30,0.60,0.30,0.60,0.27,0.19,0.46,0.27,0.46,Matches
880,Rayan Fofana,fr FRA,FWMF,Lens,fr Ligue 1,19-045,2006,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
881,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,29-326,1995,9,4,441,4.9,1,1,2,1,0,0,3,0,0.7,0.7,0.7,1.4,20,39,21,0.20,0.20,0.41,0.20,0.41,0.14,0.15,0.29,0.14,0.29,Matches
882,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,24-102,2000,14,14,1172,13.0,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.06,Matches
883,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,24-220,2000,26,26,2340,26.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
884,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,26-078,1999,27,23,2004,22.3,1,4,5,1,0,0,5,0,1.1,1.1,2.4,3.5,34,146,26,0.04,0.18,0.22,0.04,0.22,0.05,0.11,0.16,0.05,0.16,Matches
885,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,29-062,1996,22,22,1767,19.6,0,1,1,0,0,0,3,0,0.3,0.3,1.3,1.5,36,55,43,0.00,0.05,0.05,0.00,0.05,0.01,0.06,0.08,0.01,0.08,Matches
886,Michael Folorunsho,it ITA,FWMF,Fiorentina,it Serie A,27-050,1998,8,5,488,5.4,0,0,0,0,0,0,4,0,0.7,0.7,0.6,1.3,8,18,22,0.00,0.00,0.00,0.00,0.00,0.13,0.11,0.24,0.13,0.24,Matches
887,Michael Folorunsho,it ITA,FWMF,Napoli,it Serie A,27-050,1998,6,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches
888,Lamine Fomba,fr FRA,MF,Saint-Étienne,fr Ligue 1,27-062,1998,7,3,217,2.4,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,5,18,5,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.13,0.01,0.13,Matches
889,Carlos Forbs,pt POR,MFFW,Wolves,eng Premier League,21-010,2004,9,1,237,2.6,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,9,8,28,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.07,0.05,0.07,Matches
890,Pablo Fornals,es ESP,MFFW,Betis,es La Liga,29-035,1996,17,14,1169,13.0,1,0,1,1,0,0,2,0,1.5,1.5,2.2,3.7,19,101,65,0.08,0.00,0.08,0.08,0.08,0.11,0.17,0.28,0.11,0.28,Matches
891,Omari Forson,eng ENG,MFFW,Monza,it Serie A,20-252,2004,5,0,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
892,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,37-012,1988,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
893,Héctor Fort,es ESP,DF,Barcelona,es La Liga,18-239,2006,12,3,375,4.2,0,0,0,0,0,0,2,0,0.1,0.1,0.7,0.8,9,15,18,0.00,0.00,0.00,0.00,0.00,0.02,0.18,0.20,0.02,0.20,Matches
894,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,32-006,1993,26,19,1792,19.9,0,1,1,0,0,0,4,0,0.4,0.4,0.8,1.1,40,78,55,0.00,0.05,0.05,0.00,0.05,0.02,0.04,0.06,0.02,0.06,Matches
895,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,27-076,1998,10,8,722,8.0,1,0,1,1,0,0,3,0,1.4,1.4,0.2,1.7,11,45,9,0.12,0.00,0.12,0.12,0.12,0.18,0.03,0.21,0.18,0.21,Matches
896,Alejandro Francés,es ESP,DF,Girona,es La Liga,22-240,2002,11,8,710,7.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,10,38,11,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
