,,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Outcomes,Outcomes,Outcomes,Outcomes,Outcomes,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches,-9999
1547,Shane Long,ie IRL,FW,Southampton,eng Premier League,34,1987,3.4,75,74,1,0,0,35,1,4,0,0,0,0,33,21,21,7,34,7,0,5,46,0,1,2,5,Matches,9f472354
1548,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,23,1997,16.3,606,576,30,16,1,130,18,5,1,1,0,0,434,72,100,113,443,29,1,7,491,2,9,14,12,Matches,a2b105e0
1549,Ademola Lookman,ng NGA,FWMF,Leicester City,eng Premier League,23,1997,16.1,536,518,18,4,1,125,4,22,4,1,1,1,449,50,37,115,407,7,5,1,418,4,5,30,23,Matches,7c104bb7
1550,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,1990,33.1,1127,832,295,74,0,74,13,0,0,0,0,0,734,55,338,720,234,3,1,150,946,0,22,4,1,Matches,f00de885
1551,David López,es ESP,MFDF,Espanyol,es La Liga,31,1989,8.3,422,407,15,15,1,60,4,0,0,0,0,0,316,39,67,54,322,33,0,0,362,0,5,5,6,Matches,f03f284b
1552,Diego López,es ESP,GK,Espanyol,es La Liga,39,1981,35.3,1143,729,414,120,0,47,27,0,0,0,0,0,595,73,475,164,711,0,0,203,837,3,25,7,3,Matches,73683fa9
1553,Javi López,es ESP,DF,Alavés,es La Liga,19,2002,5.1,205,155,50,5,0,23,4,10,0,0,0,0,112,34,59,144,5,8,45,0,156,1,1,5,5,Matches,e9ada8cf
1554,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,23,1997,32.6,2570,2489,81,74,1,301,36,12,2,0,1,0,2169,189,212,298,2219,40,4,7,2357,1,13,46,21,Matches,20094685
1555,Pau López,es ESP,GK,Marseille,fr Ligue 1,26,1994,29.0,1325,1101,224,61,2,96,25,0,0,0,0,0,947,46,332,873,294,2,0,143,1125,1,25,14,2,Matches,20b9f052
1556,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,25,1995,12.9,818,729,89,35,0,121,66,12,46,17,18,4,540,102,176,45,731,28,2,4,667,4,23,16,16,Matches,88050721
1557,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,19,2002,18.2,628,617,11,10,0,147,33,0,1,0,1,0,466,79,83,86,498,31,0,1,541,1,10,20,12,Matches,64c14d49
1558,Samuel Loric,fr FRA,DF,Lorient,fr Ligue 1,21,2000,3.0,128,101,27,0,0,35,3,10,0,0,0,0,59,41,28,75,7,10,27,0,88,0,6,6,8,Matches,9004f318
1559,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,35,1986,32.6,1267,1229,38,33,1,221,58,9,0,0,0,0,723,220,324,138,864,165,3,6,998,5,19,39,21,Matches,07c7eb0c
1560,Jonas Lössl,dk DEN,GK,Brentford,eng Premier League,32,1989,2.0,62,46,16,3,0,5,2,0,0,0,0,0,29,4,29,0,55,0,0,6,44,0,0,1,0,Matches,939bc634
1561,Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,20,2001,9.8,342,225,117,43,0,19,7,0,0,0,0,0,128,11,203,25,242,0,0,49,211,1,6,3,0,Matches,5584552e
1562,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,22,1998,19.8,1004,818,186,17,1,105,17,38,0,0,0,0,646,189,169,69,724,23,169,5,822,4,12,37,35,Matches,fc4cf6a7
1563,Johaneko Louisjean,fr FRA,DF,Bordeaux,fr Ligue 1,17,2004,0.1,6,6,0,0,0,1,0,0,0,0,0,0,5,0,1,0,5,1,0,0,5,0,0,0,0,Matches,9af3613f
1564,Imran Louza,ma MAR,MF,Watford,eng Premier League,22,1999,15.7,716,632,84,39,1,91,28,19,31,20,7,2,421,88,207,514,129,54,8,3,536,0,13,20,13,Matches,e1df6989
1565,Matteo Lovato,it ITA,DFMF,Atalanta,it Serie A,21,2000,3.4,196,191,5,5,0,22,3,1,0,0,0,0,150,15,31,16,156,12,0,0,167,0,3,3,2,Matches,5fa57166
1566,Matteo Lovato,it ITA,DF,Cagliari,it Serie A,21,2000,13.8,581,532,49,45,0,79,13,0,0,0,0,0,397,55,129,63,440,47,3,0,485,2,11,13,9,Matches,5fa57166
1567,Eduard Löwen,de GER,MF,Bochum,de Bundesliga,24,1997,15.7,678,548,130,66,1,145,50,37,56,24,24,0,338,113,227,88,520,28,6,10,447,9,15,22,26,Matches,70678132
1568,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,32,1989,19.7,871,674,197,17,2,91,30,39,0,0,0,0,355,203,313,56,566,48,180,3,598,5,20,28,37,Matches,9a9c05db
1569,Anthony Lozano,hn HON,FWMF,Cádiz,es La Liga,28,1993,18.6,303,286,17,0,2,109,8,23,0,0,0,0,171,62,70,29,210,21,2,2,186,0,2,18,22,Matches,38699c72
1570,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,26,1995,17.9,597,585,12,2,2,103,10,43,1,0,0,0,449,84,64,34,525,20,9,1,468,2,10,29,37,Matches,a69e4806
1571,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,23,1998,16.1,827,774,53,19,5,142,39,32,33,16,14,0,599,88,140,66,717,16,1,16,655,4,16,35,24,Matches,a99138af
1572,Anderson Lucoqui,ao ANG,DF,Mainz 05,de Bundesliga,24,1997,8.3,241,203,38,2,0,36,5,11,0,0,0,0,106,52,83,171,23,8,36,0,153,0,10,13,11,Matches,5569bf9a
1573,Florentino Luís,pt POR,MF,Getafe,es La Liga,21,1999,11.0,438,433,5,5,1,101,13,3,0,0,0,0,298,60,80,40,341,32,0,1,352,1,9,15,10,Matches,881cd6be
1574,José Luis Gayà,es ESP,DF,Valencia,es La Liga,26,1995,20.8,886,668,218,31,0,90,43,62,2,1,0,1,399,189,298,579,76,34,185,1,643,1,17,23,34,Matches,b05e2dbd
1575,José Luis Morales,es ESP,FWMF,Levante,es La Liga,34,1987,30.2,780,709,71,13,1,156,34,77,31,9,16,1,471,158,151,159,556,23,15,7,518,9,21,40,53,Matches,4a478107
1576,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,31,1990,29.7,1649,1585,64,58,1,221,30,7,0,0,0,0,1141,187,321,1205,217,117,6,8,1362,2,23,26,25,Matches,921f6058
1577,Luismi,es ESP,FW,Sevilla,es La Liga,20,2001,0.1,9,8,1,0,0,2,0,0,0,0,0,0,6,3,0,6,2,0,1,0,6,0,0,1,1,Matches,acf5410c
1578,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,23,1998,30.2,1495,1314,181,113,3,173,49,27,56,33,12,2,1076,155,264,144,1237,61,10,13,1246,4,26,35,13,Matches,6f7d826d
1579,Romelu Lukaku,be BEL,FW,Chelsea,eng Premier League,28,1993,17.7,320,293,27,0,5,119,2,9,0,0,0,0,216,62,42,173,88,12,0,15,234,2,2,24,13,Matches,5eae500a
1580,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,18,2002,23.3,1654,1608,46,33,0,144,20,0,0,0,0,0,1452,76,126,1299,260,50,11,3,1511,0,20,30,16,Matches,5b9512c5
1581,Dodi Lukebakio,be BEL,FW,Hertha BSC,de Bundesliga,23,1997,2.0,36,33,3,0,0,12,1,1,1,1,0,0,24,8,4,26,7,0,1,0,27,0,0,2,2,Matches,0c61c77c
1582,Dodi Lukebakio,be BEL,FWMF,Wolfsburg,de Bundesliga,23,1997,9.8,297,286,11,2,0,76,6,17,0,0,0,0,218,33,46,200,69,8,5,3,229,2,3,11,10,Matches,0c61c77c
1583,Saša Lukić,rs SRB,MF,Torino,it Serie A,24,1996,33.1,1772,1688,84,74,4,248,41,20,6,3,1,0,1384,177,211,309,1341,76,3,4,1550,3,16,40,36,Matches,c6e8cf1f
1584,Levi Lumeka,eng ENG,DFFW,Troyes,fr Ligue 1,22,1998,0.7,17,16,1,0,0,5,0,3,0,0,0,0,12,2,3,3,13,0,1,0,10,0,0,3,1,Matches,199ff86e
1585,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,22,1999,2.0,82,52,30,5,0,10,3,0,0,0,0,0,65,2,15,8,60,0,0,13,72,0,2,3,0,Matches,3061e1ec
1586,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,29,1991,1.0,49,43,6,0,0,3,0,0,0,0,0,0,36,3,10,14,29,0,0,5,43,0,1,0,0,Matches,8a6ab963
1587,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,24,1996,21.8,971,877,94,51,0,89,25,2,0,0,0,0,732,60,179,788,115,37,4,4,826,5,11,20,5,Matches,997fff07
1588,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,1987,27.0,998,712,286,67,0,61,9,0,0,0,0,0,453,42,503,96,731,2,0,115,652,3,17,5,6,Matches,7fe12375
1589,Lyanco,br BRA,DF,Southampton,eng Premier League,24,1997,10.1,369,353,16,12,0,53,9,3,0,0,0,0,240,32,97,15,321,19,2,4,277,2,9,13,6,Matches,b5bf1770
1590,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,27,1993,20.2,758,557,201,22,0,95,26,56,17,6,9,1,297,157,304,511,31,26,161,1,474,2,24,28,45,Matches,5efc5389
1591,Yannis M'Bemba,fr FRA,DFFW,Nantes,fr Ligue 1,20,2001,0.1,5,4,1,1,0,0,1,0,0,0,0,0,4,0,1,0,5,0,0,0,4,0,1,0,0,Matches,080de72a
1592,Alexis Mac Allister,ar ARG,MFFW,Brighton,eng Premier League,22,1998,23.6,1079,997,82,29,2,184,50,21,45,24,15,2,779,125,175,128,887,27,3,10,874,2,13,37,34,Matches,83d074ff
1593,Deiver Machado,co COL,DF,Lens,fr Ligue 1,27,1993,5.8,257,205,52,2,0,20,5,17,0,0,0,0,166,64,27,172,26,7,50,0,216,0,2,9,11,Matches,b3f8bdef
1594,Darwin Machís,ve VEN,MFFW,Granada,es La Liga,28,1993,15.3,437,415,22,3,1,96,25,50,11,5,3,0,257,65,115,67,335,14,7,4,292,1,12,15,22,Matches,ed6ea4d9
1595,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,17.0,995,777,218,11,0,117,36,42,1,0,0,0,590,255,150,123,634,23,206,1,751,1,16,52,46,Matches,0bb6e193
1596,James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,24,1996,27.3,1075,929,146,51,8,201,57,49,79,39,25,3,715,123,237,112,927,22,5,3,777,4,22,51,30,Matches,ee38d9c5
1597,Joakim Mæhle,dk DEN,DF,Atalanta,it Serie A,24,1997,16.3,916,776,140,8,1,101,10,29,1,0,0,0,595,199,122,107,648,17,131,3,751,3,13,30,25,Matches,c459a650
1598,Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,1985,16.5,521,327,194,52,0,27,8,0,0,0,0,0,262,15,244,57,375,0,0,69,348,1,10,7,2,Matches,14a96e1c
1599,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,24,1997,32.7,1317,1003,314,16,1,192,38,87,0,0,0,0,578,274,465,118,775,67,298,8,901,7,25,35,45,Matches,5db04597
1600,Louis Mafouta,cf CTA,FW,Metz,fr Ligue 1,27,1994,5.8,141,130,11,0,0,44,2,2,0,0,0,0,91,31,19,14,99,12,0,1,112,0,3,4,3,Matches,bec3d251
1601,Giulio Maggiore,it ITA,MF,Spezia,it Serie A,23,1998,31.3,1139,1122,17,8,8,195,22,14,2,2,0,0,747,165,227,154,903,38,2,14,861,5,27,55,37,Matches,957e4c87
1602,Matej Maglica,hr CRO,DF,Stuttgart,de Bundesliga,22,1998,0.1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,36cf2caf
1603,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,36,1984,3.0,253,239,14,14,0,34,15,0,0,0,0,0,193,17,43,23,221,5,0,0,226,0,3,8,2,Matches,07767f42
1604,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,25,1995,5.9,223,218,5,3,0,36,5,1,0,0,0,0,142,33,48,42,150,14,0,1,177,1,7,2,5,Matches,cce9f582
1605,Giangiacomo Magnani,it ITA,DF,Sampdoria,it Serie A,25,1995,2.7,151,149,2,2,0,20,4,0,0,0,0,0,121,8,22,27,118,2,0,0,129,0,4,2,2,Matches,cce9f582
1606,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,23,1998,16.3,684,661,23,23,0,106,39,7,0,0,0,0,516,62,106,93,567,15,0,3,584,2,9,23,16,Matches,d4d35152
1607,Yohann Magnin,fr FRA,MFDF,Clermont Foot,fr Ligue 1,24,1997,19.1,919,910,9,9,0,140,19,11,0,0,0,0,707,78,134,50,801,43,0,3,752,5,21,26,15,Matches,caa7aaea
1608,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,28,1993,27.9,1512,1464,48,45,0,191,70,1,0,0,0,0,1098,128,286,215,1147,87,2,7,1320,5,30,17,9,Matches,d8931174
1609,Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,30,1991,16.6,930,839,91,11,3,120,34,54,65,32,1,12,706,79,145,833,55,17,15,1,767,4,10,26,19,Matches,892d5bb1
1610,Arne Maier,de GER,MF,Augsburg,de Bundesliga,22,1999,20.7,842,726,116,31,2,166,52,28,63,27,35,0,515,111,216,78,712,33,2,3,610,3,12,31,25,Matches,ab700320
1611,Habib Maïga,ci CIV,MFFW,Metz,fr Ligue 1,25,1996,14.1,590,567,23,3,2,101,18,15,0,0,0,0,420,78,92,56,469,27,20,1,470,1,13,17,10,Matches,e768de1f
1612,Mike Maignan,fr FRA,GK,Milan,it Serie A,26,1995,32.0,1150,936,214,66,0,91,27,0,0,0,0,0,681,24,445,122,852,1,0,154,910,1,20,16,0,Matches,fcb38f57
1613,Ainsley Maitland-Niles,eng ENG,DF,Roma,it Serie A,23,1997,5.4,320,253,67,1,0,28,7,19,0,0,0,0,171,96,53,37,204,6,66,3,245,1,7,13,13,Matches,e3a5814e
1614,Ainsley Maitland-Niles,eng ENG,MF,Arsenal,eng Premier League,23,1997,3.0,136,131,5,4,0,22,2,1,0,0,0,0,99,10,27,18,104,9,1,0,105,0,4,9,2,Matches,e3a5814e
1615,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,22,1998,0.1,6,4,2,0,0,1,0,0,0,0,0,0,5,1,0,2,4,0,0,0,5,0,0,0,0,Matches,bc0bfc64
1616,Abdul Majeed Waris,gh GHA,MFFW,Strasbourg,fr Ligue 1,29,1991,3.6,131,127,4,0,1,20,2,4,0,0,0,0,100,21,10,6,117,1,4,1,98,1,2,8,6,Matches,46907171
1617,Lovro Majer,hr CRO,MF,Rennes,fr Ligue 1,23,1998,20.4,1068,992,76,23,3,234,52,46,48,13,23,3,799,93,176,931,112,11,4,6,820,6,34,46,33,Matches,fc46aab1
1618,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,23,1998,26.1,852,840,12,6,2,170,11,8,1,0,0,0,665,90,97,717,78,35,4,1,709,3,11,25,30,Matches,22bfb57e
1619,Béni Makouana,cg CGO,FWMF,Montpellier,fr Ligue 1,18,2002,3.6,79,75,4,0,0,16,1,6,0,0,0,0,53,12,14,12,59,5,1,1,57,0,1,3,8,Matches,654f49ca
1620,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,26,1995,32.6,880,853,27,10,1,172,18,11,3,0,1,0,578,133,169,81,661,78,11,9,689,4,15,17,21,Matches,00b28772
1621,Nikola Maksimović,rs SRB,DF,Genoa,it Serie A,29,1991,12.4,521,481,40,28,0,54,14,1,0,0,0,0,359,66,96,51,395,44,1,7,437,1,9,11,6,Matches,16b9d5cf
1622,Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,30,1991,3.2,166,141,25,2,1,13,2,11,0,0,0,0,88,47,31,8,117,8,23,4,118,1,6,7,8,Matches,d6a889ea
1623,Daniel Maldini,it ITA,MF,Milan,it Serie A,19,2001,1.6,50,48,2,1,0,14,1,1,0,0,0,0,30,12,8,4,41,3,0,0,33,1,1,4,3,Matches,801831fe
1624,Youssef Maleh,it ITA,MF,Fiorentina,it Serie A,22,1998,11.3,426,420,6,2,0,72,12,19,0,0,0,0,303,46,77,328,58,19,3,3,345,3,7,15,14,Matches,4c8845f7
1625,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,22,1999,18.7,541,513,28,3,1,118,8,35,3,0,1,0,435,64,42,29,475,15,6,9,401,3,5,36,18,Matches,864163f3
1626,Ruslan Malinovskyi,ua UKR,FWMF,Atalanta,it Serie A,28,1993,17.7,918,830,88,20,6,168,53,33,59,25,26,6,609,116,193,752,114,23,8,1,678,2,16,43,32,Matches,48d5bd33
1627,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,30,1991,20.3,1241,1013,228,17,0,127,9,64,0,0,0,0,703,269,269,124,814,56,211,3,953,5,19,35,39,Matches,cb574619
1628,Lennard Maloney,us USA,DF,Dortmund,de Bundesliga,21,1999,0.1,16,15,1,0,0,2,0,1,0,0,0,0,10,2,4,4,10,0,1,0,13,0,0,0,0,Matches,75402e99
1629,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,25,1995,12.7,534,525,9,9,3,87,8,1,0,0,0,0,381,44,109,54,454,13,0,3,430,0,6,15,12,Matches,bbc19252
1630,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,2000,18.0,495,269,226,79,0,30,22,0,0,0,0,0,149,9,337,305,107,0,0,57,288,3,20,1,3,Matches,d4b73232
1631,Rey Manaj,al ALB,FW,Spezia,it Serie A,24,1997,19.6,449,394,55,3,1,132,7,6,1,0,1,0,315,71,63,39,329,21,0,8,339,2,12,17,25,Matches,7703afb6
1632,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,21,1999,8.9,289,277,12,10,0,59,7,0,0,0,0,0,246,24,19,57,213,8,1,1,254,0,2,11,2,Matches,0f86995c
1633,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,32,1989,26.2,1606,1541,65,39,0,124,58,3,0,0,0,0,1238,147,221,145,1370,47,26,3,1429,4,18,28,18,Matches,c26a3918
1634,Gianluca Mancini,it ITA,DF,Roma,it Serie A,25,1996,32.0,1790,1728,62,47,1,149,41,8,0,0,0,0,1377,113,300,125,1548,61,9,5,1534,2,16,43,19,Matches,5aa53281
1635,Leonardo Mancuso,it ITA,FW,Empoli,it Serie A,29,1992,4.7,79,70,9,0,0,16,1,6,0,0,0,0,48,15,16,17,52,3,1,3,53,0,1,7,2,Matches,311027cb
1636,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36,1985,9.0,396,317,79,15,0,44,7,0,0,0,0,0,263,14,119,55,296,0,0,37,319,3,11,4,0,Matches,1d2d5cc8
1637,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,27,1994,16.9,962,786,176,23,0,85,8,13,0,0,0,0,632,188,142,642,119,35,153,1,804,6,10,21,19,Matches,c20bdcd7
1638,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,27,1994,14.4,668,570,98,12,0,74,10,8,0,0,0,0,428,109,131,436,93,38,86,3,543,0,17,11,10,Matches,c20bdcd7
1639,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,29,1991,15.3,984,942,42,37,0,108,47,0,0,0,0,0,836,56,92,87,839,34,1,3,917,1,9,8,6,Matches,fbd6378b
1640,Rolando Mandragora,it ITA,MF,Torino,it Serie A,24,1997,14.7,765,660,105,55,0,92,26,12,36,21,8,2,533,89,143,584,116,41,1,2,644,2,9,9,12,Matches,c7259b83
1641,Anthony Mandrea,dz ALG,GK,Angers,fr Ligue 1,24,1996,10.0,275,154,121,35,0,11,6,0,0,0,0,0,119,3,153,28,191,0,0,41,159,1,16,3,1,Matches,f7d3a773
1642,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,29,1992,31.3,1091,1078,13,2,4,233,17,51,0,0,0,0,814,160,117,266,763,23,9,13,819,6,28,77,54,Matches,c691bfe2
1643,Eliaquim Mangala,fr FRA,DF,Saint-Étienne,fr Ligue 1,30,1991,13.1,573,557,16,14,1,67,12,1,1,1,0,0,445,50,78,342,185,24,1,4,501,1,14,14,5,Matches,f520049f
1644,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,23,1998,20.6,795,783,12,9,0,156,14,6,0,0,0,0,671,65,59,127,626,18,1,10,661,1,13,30,27,Matches,a572e291
1645,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,34,1987,24.4,1486,1338,148,95,0,200,83,31,51,15,28,2,958,146,382,1109,278,72,1,5,1187,5,25,39,29,Matches,c801616a
1646,Ricardo Mangas,pt POR,DF,Bordeaux,fr Ligue 1,23,1998,26.1,1073,848,225,22,0,141,29,36,0,0,0,0,633,218,222,665,153,33,203,2,842,2,13,48,36,Matches,eef2d8ce
1647,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,30,1991,3.5,231,224,7,5,0,16,10,0,0,0,0,0,194,16,21,30,187,10,0,0,218,1,1,4,1,Matches,c707411f
1648,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,27,1994,14.0,406,307,99,1,0,50,3,10,0,0,0,0,207,106,93,28,247,23,98,4,298,1,10,23,12,Matches,758dd7f0
1649,Myziane Maolida,fr FRA,FWMF,Hertha BSC,de Bundesliga,22,1999,8.6,229,226,3,0,1,98,4,11,0,0,0,0,173,36,20,39,172,5,0,4,162,0,4,14,11,Matches,706a60e1
1650,Myziane Maolida,fr FRA,MFFW,Nice,fr Ligue 1,22,1999,0.4,7,7,0,0,0,1,0,0,0,0,0,0,6,0,1,2,4,1,0,0,4,0,0,1,1,Matches,706a60e1
1651,Sekou Mara,fr FRA,FW,Bordeaux,fr Ligue 1,19,2002,10.1,206,182,24,0,0,64,6,5,0,0,0,0,136,39,31,25,146,9,1,5,139,1,11,15,12,Matches,3544641e
1652,Maranhão,br BRA,FWMF,Valencia,es La Liga,24,1996,10.8,193,184,9,0,0,63,7,4,2,1,1,0,103,49,41,15,125,17,2,3,121,3,3,7,11,Matches,ae86d473
1653,Nikola Maraš,rs SRB,DF,Rayo Vallecano,es La Liga,25,1995,11.6,447,433,14,13,0,59,9,1,0,0,0,0,330,39,78,28,352,45,1,0,380,1,11,6,2,Matches,b9d0446f
1654,Fernando Marçal,br BRA,DF,Wolves,eng Premier League,32,1989,16.1,870,730,140,6,1,108,19,55,3,1,1,0,525,181,164,627,67,30,131,2,677,7,13,34,30,Matches,9ae9eaea
1655,Marcelo,br BRA,DF,Lyon,fr Ligue 1,34,1987,2.0,165,162,3,2,0,20,5,1,0,0,0,0,138,16,11,12,140,4,1,0,149,0,2,2,1,Matches,e3d0b0c4
1656,Marcelo,br BRA,DF,Bordeaux,fr Ligue 1,34,1987,10.0,659,645,14,13,1,74,30,0,0,0,0,0,480,44,135,39,555,32,1,1,561,0,21,11,2,Matches,e3d0b0c4
1657,Marcelo,br BRA,DF,Real Madrid,es La Liga,33,1988,5.8,468,426,42,4,0,45,18,21,0,0,0,0,329,74,65,356,67,4,38,2,385,1,13,15,14,Matches,603116a7
1658,Solly March,eng ENG,DFFW,Brighton,eng Premier League,27,1994,19.4,766,680,86,14,1,133,49,63,35,10,18,1,490,100,176,614,68,28,35,4,553,0,11,36,37,Matches,bb5fbd2b
1659,Riccardo Marchizza,it ITA,DF,Empoli,it Serie A,23,1998,15.0,649,491,158,9,0,67,12,28,1,0,0,0,326,155,168,422,60,13,148,1,463,5,6,17,35,Matches,91d0fabf
1660,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,29,1992,34.7,2226,2063,163,106,3,201,67,3,0,0,0,0,1735,185,306,1771,303,88,5,5,2015,3,9,38,12,Matches,8650af85
1661,Iván Marcone,ar ARG,MF,Elche,es La Liga,31,1990,9.0,435,417,18,18,0,83,17,1,0,0,0,0,310,54,71,31,374,21,0,3,369,0,9,12,14,Matches,b14f755d
1662,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,32,1989,18.7,1133,883,250,25,1,122,14,40,0,0,0,0,656,258,219,50,788,45,225,3,879,3,18,48,44,Matches,9f323c71
1663,Davide Marfella,it ITA,GK,Napoli,it Serie A,21,1999,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Matches,880fcdbb
1664,José Mari,es ESP,MF,Cádiz,es La Liga,33,1987,4.3,192,180,12,9,0,29,16,0,0,0,0,0,140,21,31,15,164,4,3,1,156,2,6,5,3,Matches,6f4c734d
1665,Pablo Marí,es ESP,DF,Udinese,it Serie A,27,1993,14.9,603,507,96,41,0,86,18,9,0,0,0,0,305,61,237,420,46,47,54,4,429,6,9,8,6,Matches,aa54ec6f
1666,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,27,1993,2.0,86,85,1,1,0,8,3,0,0,0,0,0,64,7,15,60,13,11,0,0,78,0,1,1,1,Matches,aa54ec6f
1667,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,26,1995,22.7,916,872,44,43,0,74,33,1,0,0,0,0,690,58,168,125,701,56,1,11,820,3,6,10,3,Matches,f0da930c
1668,Mariano,do DOM,FW,Real Madrid,es La Liga,27,1993,3.8,58,51,7,0,2,15,4,2,0,0,0,0,37,7,14,8,44,0,0,2,44,0,1,3,2,Matches,5c4dc0ff
1669,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,25,1996,31.3,1270,1102,168,72,3,165,63,32,76,27,41,0,840,134,296,148,1042,45,8,8,988,7,28,45,25,Matches,7fac99d4
1670,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,27,1994,20.4,1333,1299,34,30,2,122,35,2,0,0,0,0,1091,86,156,89,1163,46,0,4,1201,3,12,18,12,Matches,d9764034
1671,Mika Màrmol,es ESP,DF,Barcelona,es La Liga,19,2002,0.0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,0,Matches,e7630876
1672,Omar Marmoush,eg EGY,FWMF,Stuttgart,de Bundesliga,22,1999,17.5,455,397,58,14,0,117,20,15,25,1,18,2,284,91,80,35,358,20,8,9,333,3,11,20,26,Matches,0e0102eb
1673,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,22,1999,0.3,9,8,1,0,0,6,0,0,0,0,0,0,5,3,1,0,7,0,1,0,6,0,0,1,1,Matches,0e0102eb
1674,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,27,1994,31.8,2387,2311,76,66,5,177,70,7,0,0,0,0,2038,133,216,391,1901,55,6,15,2231,8,22,20,6,Matches,d5f2f82b
1675,Roger Martí,es ESP,FW,Levante,es La Liga,30,1991,23.5,459,409,50,0,5,122,10,10,0,0,0,0,306,79,74,33,378,12,0,14,316,4,15,27,25,Matches,0ae4e09a
1676,Anthony Martial,fr FRA,FWMF,Sevilla,es La Liga,25,1995,5.4,157,151,6,0,0,29,3,7,0,0,0,0,130,13,14,34,118,3,0,1,128,0,2,5,3,Matches,8b788c01
1677,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,25,1995,2.4,85,84,1,0,1,16,1,5,0,0,0,0,70,8,7,7,74,0,0,2,66,0,0,6,4,Matches,8b788c01
1678,Martín,es ESP,MF,Cádiz,es La Liga,22,1999,1.3,49,47,2,1,0,9,5,2,1,1,0,0,20,6,23,3,37,3,0,1,37,0,1,0,1,Matches,cbec0059
