,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
771,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,29-023,1994,23.2,2,0,0,1,14,10,127,6,3,1,0,0,74,21,23,47.7,Matches
772,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,28-115,1994,6.9,3,0,0,8,17,0,7,8,11,0,0,0,65,8,8,50.0,Matches
773,Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,28-115,1994,7.7,4,0,0,16,18,1,12,2,8,0,0,0,43,5,11,31.3,Matches
774,Shane Duffy,ie IRL,FWDF,Fulham,eng Premier League,31-088,1992,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,66.7,Matches
775,Rémy Dugimont,fr FRA,FWMF,Auxerre,fr Ligue 1,36-272,1986,1.2,1,0,0,5,1,2,0,0,1,0,0,0,11,7,7,50.0,Matches
776,Denzel Dumfries,nl NED,DF,Inter,it Serie A,26-346,1996,17.3,4,0,0,23,32,2,58,10,8,2,1,1,60,30,26,53.6,Matches
777,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,30-020,1993,6.8,2,0,0,14,4,0,12,4,7,0,0,0,42,8,3,72.7,Matches
778,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,31-129,1991,25.0,2,0,0,14,17,1,1,25,11,0,3,1,164,45,34,57.0,Matches
779,Maxime Dupé,fr FRA,GK,Toulouse,fr Ligue 1,30-026,1993,28.0,1,0,0,1,4,0,0,0,0,0,1,0,23,3,0,100.0,Matches
780,Jhon Durán,co COL,FW,Aston Villa,eng Premier League,19-107,2003,0.8,0,0,0,3,2,2,1,1,0,0,0,0,2,4,5,44.4,Matches
781,Pablo Durán,es ESP,MFDF,Celta Vigo,es La Liga,22-064,2001,0.4,0,0,0,1,0,1,1,1,0,0,0,0,3,1,1,50.0,Matches
782,Hugo Duro,es ESP,FW,Valencia,es La Liga,23-140,1999,10.8,4,0,0,13,28,3,2,2,8,0,0,0,27,19,42,31.1,Matches
783,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,25-261,1997,19.4,1,0,0,27,13,2,58,18,30,1,0,0,103,23,17,57.5,Matches
784,Paulo Dybala,ar ARG,MFFW,Roma,it Serie A,29-135,1993,15.9,3,0,0,10,43,5,66,7,3,2,0,0,64,4,14,22.2,Matches
785,Edin Džeko,ba BIH,FW,Inter,it Serie A,37-013,1986,17.4,3,0,0,23,23,9,19,3,2,0,0,0,58,38,35,52.1,Matches
786,Malcolm Ebiowei,eng ENG,MFFW,Crystal Palace,eng Premier League,19-207,2003,0.4,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,,Matches
787,Festy Ebosele,ie IRL,DFFW,Udinese,it Serie A,20-240,2002,1.7,3,0,0,5,3,0,10,1,7,0,0,0,14,3,2,60.0,Matches
788,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,24-019,1999,10.3,3,0,0,9,4,1,15,11,9,0,0,0,48,15,14,51.7,Matches
789,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,27-104,1995,11.9,0,0,0,6,11,1,17,6,8,0,0,0,51,6,21,22.2,Matches
790,Ederson,br BRA,GK,Manchester City,eng Premier League,29-225,1993,27.0,2,0,0,1,2,0,0,1,0,0,1,0,29,7,0,100.0,Matches
791,Éderson,br BRA,MF,Atalanta,it Serie A,23-266,1999,16.1,3,0,0,21,28,0,12,22,27,0,1,0,122,13,16,44.8,Matches
792,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,25-073,1998,14.2,3,0,0,18,12,10,4,3,10,0,0,0,45,27,41,39.7,Matches
793,Samuel Edozie,eng ENG,FWMF,Southampton,eng Premier League,20-061,2003,6.0,0,0,0,1,22,1,10,6,8,1,0,0,29,6,11,35.3,Matches
794,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,26-112,1996,20.3,4,0,0,25,14,1,10,25,17,0,0,0,101,39,27,59.1,Matches
795,Lilian Egloff,de GER,MFFW,Stuttgart,de Bundesliga,20-222,2002,2.7,1,0,0,3,5,0,2,1,10,0,0,0,13,3,4,42.9,Matches
796,Íñigo Eguaras,es ESP,MF,Almería,es La Liga,31-023,1992,9.4,5,0,0,7,5,0,3,5,8,0,0,0,55,3,4,42.9,Matches
797,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,27-309,1995,11.7,5,0,0,24,13,1,29,5,22,0,0,0,54,13,10,56.5,Matches
798,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,27-309,1995,0.7,0,0,0,2,2,0,0,2,0,0,0,0,5,1,0,100.0,Matches
799,Chidera Ejuke,ng NGA,FWMF,Hertha BSC,de Bundesliga,25-087,1998,8.8,0,0,0,1,8,1,11,2,3,0,0,0,58,4,2,66.7,Matches
800,Albin Ekdal,se SWE,MF,Spezia,it Serie A,33-245,1989,10.6,4,1,1,16,15,0,1,16,17,0,0,0,73,14,9,60.9,Matches
801,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,20-283,2002,9.2,0,0,0,8,9,6,0,4,4,0,0,0,30,6,8,42.9,Matches
802,Emmanuel Ekong,se SWE,FWMF,Empoli,it Serie A,20-278,2002,0.2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0.0,Matches
803,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,20-337,2002,4.7,0,0,0,3,7,3,7,2,0,0,0,0,17,8,11,42.1,Matches
804,Alberth Elis,hn HON,MFFW,Brest,fr Ligue 1,27-046,1996,2.7,0,0,0,5,4,1,2,1,3,0,0,0,17,3,11,21.4,Matches
805,Mikael Ellertsson,is ISL,MFDF,Spezia,it Serie A,21-019,2002,1.9,3,0,0,6,3,0,3,2,2,0,0,0,7,2,2,50.0,Matches
806,Harvey Elliott,eng ENG,MFFW,Liverpool,eng Premier League,19-360,2003,15.9,1,0,0,12,23,1,31,13,14,0,0,0,101,2,16,11.1,Matches
807,Elif Elmas,mk MKD,FWMF,Napoli,it Serie A,23-187,1999,11.3,3,0,0,15,9,3,15,10,7,0,0,0,47,1,11,8.3,Matches
808,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,30-262,1992,1.3,0,0,0,1,1,0,0,0,1,0,0,0,10,0,2,0.0,Matches
809,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,29-002,1994,11.4,4,1,0,17,8,0,4,18,12,0,0,0,43,13,19,40.6,Matches
810,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,26-181,1996,22.5,1,0,0,13,9,1,0,27,19,0,0,0,115,43,31,58.1,Matches
811,Rodrigo Ely,br BRA,DF,Almería,es La Liga,29-147,1993,24.1,6,1,1,20,10,2,2,23,12,0,0,1,101,58,22,72.5,Matches
812,Sepe Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,20-087,2003,20.3,5,1,0,22,29,18,13,3,3,1,0,0,33,15,59,20.3,Matches
813,Mohamed Elyounoussi,no NOR,MFFW,Southampton,eng Premier League,28-238,1994,19.3,3,0,0,29,13,3,28,20,20,0,0,0,115,29,35,45.3,Matches
814,Adri Embarba,es ESP,FWMF,Almería,es La Liga,30-327,1992,10.8,5,1,1,13,17,7,82,7,18,0,0,0,58,6,24,20.0,Matches
815,Adri Embarba,es ESP,FW,Espanyol,es La Liga,30-327,1992,0.4,0,0,0,1,1,0,2,0,0,0,0,0,2,0,1,0.0,Matches
816,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,26-044,1997,19.5,2,0,0,44,52,11,1,5,9,2,1,0,56,31,46,40.3,Matches
817,Emerson,br BRA,DF,Tottenham,eng Premier League,24-075,1999,15.5,2,1,0,18,26,0,44,12,26,0,0,0,83,19,23,45.2,Matches
818,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,25-302,1997,11.7,3,0,0,3,8,12,4,3,7,0,0,0,19,34,52,39.5,Matches
819,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,30-049,1993,23.5,0,0,0,25,39,3,5,21,31,0,0,0,170,50,34,59.5,Matches
820,Arne Engels,be BEL,MF,Augsburg,de Bundesliga,19-203,2003,9.2,3,0,0,14,10,0,55,9,7,0,0,0,47,6,12,33.3,Matches
821,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,31-044,1992,16.5,3,0,0,10,6,2,60,8,10,0,0,0,113,7,9,43.8,Matches
822,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,25-065,1998,18.9,2,0,0,16,10,0,0,25,10,0,0,0,87,30,29,50.8,Matches
823,Gonzalo Escalante,ar ARG,MF,Cremonese,it Serie A,30-003,1993,6.2,0,1,0,6,5,0,1,10,8,0,0,0,39,9,9,50.0,Matches
824,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,30-003,1993,6.7,2,0,0,9,11,0,3,9,15,0,1,0,50,12,20,37.5,Matches
825,Sergio Escudero,es ESP,DF,Valladolid,es La Liga,33-209,1989,10.6,3,0,0,10,12,1,32,14,17,0,0,0,55,14,16,46.7,Matches
826,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,31-084,1992,23.7,6,0,0,33,21,2,59,30,37,0,3,0,159,22,29,43.1,Matches
827,Bernardo Espinosa,co COL,DF,Girona,es La Liga,33-262,1989,9.4,3,0,0,7,6,0,0,5,0,0,1,0,48,36,12,75.0,Matches
828,Salvatore Esposito,it ITA,MF,Spezia,it Serie A,22-174,2000,2.4,3,1,1,4,7,0,7,3,3,0,0,0,19,3,0,100.0,Matches
829,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,20-308,2002,15.1,3,0,0,16,5,0,1,31,12,0,0,1,84,25,21,54.3,Matches
830,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,25-068,1998,17.5,3,0,0,25,15,6,53,26,23,1,0,0,105,26,19,57.8,Matches
831,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,35-086,1988,9.0,0,0,0,7,4,0,0,16,4,0,0,0,46,20,11,64.5,Matches
832,Edu Expósito,es ESP,MF,Espanyol,es La Liga,26-241,1996,10.8,3,0,0,13,23,0,34,9,17,0,0,0,56,11,11,50.0,Matches
833,Eberechi Eze,eng ENG,MFFW,Crystal Palace,eng Premier League,24-274,1998,19.3,2,0,0,19,35,2,55,8,16,0,0,0,123,11,21,34.4,Matches
834,Nicolás Ezequiel Fernández,ar ARG,MFDF,Elche,es La Liga,23-078,2000,3.6,2,0,0,7,8,1,16,5,9,0,0,1,28,1,3,25.0,Matches
835,Abdessamad Ezzalzouli,ma MAR,FWMF,Osasuna,es La Liga,21-103,2001,10.3,3,1,1,21,23,0,41,3,12,0,0,0,37,1,10,9.1,Matches
836,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37-346,1985,22.6,0,0,0,0,4,0,0,0,0,0,0,0,12,11,1,91.7,Matches
837,Fabinho,br BRA,MF,Liverpool,eng Premier League,29-158,1993,18.7,6,0,0,28,15,0,5,25,23,0,0,0,122,20,17,54.1,Matches
838,Fábio,br BRA,DFMF,Nantes,fr Ligue 1,32-264,1990,2.5,1,1,0,3,1,0,6,3,2,0,0,0,12,4,3,57.1,Matches
839,Noah Fadiga,sn SEN,DF,Brest,fr Ligue 1,23-117,1999,13.3,2,0,0,16,17,0,9,24,19,1,1,0,71,7,8,46.7,Matches
840,Wout Faes,be BEL,DF,Leicester City,eng Premier League,24-361,1998,20.0,5,1,1,19,13,0,0,30,23,0,0,2,117,39,27,59.1,Matches
841,Wout Faes,be BEL,DF,Reims,fr Ligue 1,24-361,1998,3.0,2,0,0,2,3,0,0,7,1,0,0,1,15,4,6,40.0,Matches
842,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,22-046,2001,10.6,2,0,0,19,17,1,18,7,10,1,0,0,67,0,5,0.0,Matches
843,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,34-184,1988,8.0,0,0,0,0,1,0,0,0,0,0,0,0,17,2,0,100.0,Matches
844,Romain Faivre,fr FRA,FWMF,Lorient,fr Ligue 1,24-259,1998,5.2,0,0,0,8,9,0,14,0,4,0,0,0,25,0,5,0.0,Matches
845,Romain Faivre,fr FRA,MF,Lyon,fr Ligue 1,24-259,1998,3.3,0,0,0,7,4,0,17,0,3,0,0,0,16,2,1,66.7,Matches
846,Radamel Falcao,co COL,FWMF,Rayo Vallecano,es La Liga,37-048,1986,5.6,4,0,0,15,12,11,0,2,3,0,0,0,15,18,18,50.0,Matches
847,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27-352,1995,27.0,1,0,0,1,2,0,0,2,0,0,1,0,28,10,0,100.0,Matches
848,Fali,es ESP,DFMF,Cádiz,es La Liga,29-230,1993,14.1,5,0,0,13,16,1,1,7,13,0,0,0,72,22,16,57.9,Matches
849,Mamadou Fall,sn SEN,DF,Villarreal,es La Liga,20-129,2002,0.3,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,,Matches
850,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,31-156,1991,8.8,4,0,0,8,1,1,24,9,12,0,0,0,51,7,13,35.0,Matches
851,Ansu Fati,es ESP,FW,Barcelona,es La Liga,20-150,2002,10.4,3,0,0,12,11,8,4,3,8,0,0,0,44,4,10,28.6,Matches
852,Khalil Fayad,fr FRA,MF,Montpellier,fr Ligue 1,18-294,2004,6.0,1,1,0,13,14,0,4,6,14,0,0,0,41,2,12,14.3,Matches
853,Cheikh Faye,sn SEN,FW,Montpellier,fr Ligue 1,24-062,1999,0.4,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,100.0,Matches
854,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,36-013,1987,11.8,2,1,0,11,6,0,4,28,12,0,3,0,73,36,13,73.5,Matches
855,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,20-014,2003,4.1,3,0,0,13,6,0,3,5,9,0,0,0,25,6,16,27.3,Matches
856,Zouhair Feddal,ma MAR,DF,Valladolid,es La Liga,34-088,1989,4.2,1,0,0,4,2,0,1,5,2,0,1,0,19,6,7,46.2,Matches
857,Nabil Fekir,fr FRA,MF,Betis,es La Liga,29-255,1993,10.7,4,1,0,21,39,7,48,1,5,1,0,0,31,8,11,42.1,Matches
858,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,33-318,1989,5.9,1,0,0,5,6,1,0,18,8,0,0,0,44,24,12,66.7,Matches
859,Felipe,br BRA,DF,Atlético Madrid,es La Liga,33-318,1989,2.2,0,0,0,4,3,0,0,0,2,0,0,0,16,6,6,50.0,Matches
860,Luiz Felipe,it ITA,DF,Betis,es La Liga,26-008,1997,11.5,1,3,0,7,5,0,0,15,13,0,0,0,44,13,14,48.1,Matches
861,João Félix,pt POR,FWMF,Chelsea,eng Premier League,23-140,1999,5.7,0,1,0,8,14,6,17,1,5,0,0,0,15,2,7,22.2,Matches
862,João Félix,pt POR,FWMF,Atlético Madrid,es La Liga,23-140,1999,7.2,5,0,0,16,23,3,8,3,7,0,0,0,18,7,8,46.7,Matches
863,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,25-202,1997,10.8,1,0,0,16,10,0,1,18,16,0,0,0,55,33,38,46.5,Matches
864,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,32-056,1991,10.0,0,0,0,6,8,0,25,14,5,0,0,0,46,8,3,72.7,Matches
865,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,18-162,2004,5.2,1,0,0,4,3,1,0,1,3,0,0,0,16,5,7,41.7,Matches
866,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,23-218,1999,17.1,4,0,0,36,30,4,8,16,17,0,0,0,76,17,25,40.5,Matches
867,Bruno Fernandes,pt POR,MFFW,Manchester Utd,eng Premier League,28-203,1994,25.0,5,0,0,32,28,12,95,15,33,0,0,0,163,11,33,25.0,Matches
868,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,26-349,1996,18.7,3,0,0,19,13,0,47,40,19,0,0,0,168,28,35,44.4,Matches
869,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,31-331,1991,14.0,1,0,0,0,0,0,0,1,1,0,0,0,17,2,1,66.7,Matches
870,Álex Fernández,es ESP,MFFW,Cádiz,es La Liga,30-166,1992,15.8,0,0,0,5,14,0,29,7,6,0,0,0,67,10,28,26.3,Matches
871,Álvaro Fernández,es ESP,GK,Espanyol,es La Liga,24-351,1998,11.0,0,0,0,0,2,0,0,0,0,0,0,0,15,2,1,66.7,Matches
872,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,26-312,1996,4.5,5,0,0,11,10,6,0,1,3,0,0,0,27,18,14,56.3,Matches
873,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,22-072,2001,6.9,0,0,0,3,11,0,4,9,15,0,0,0,51,2,4,33.3,Matches
874,Federico Fernández,ar ARG,DF,Elche,es La Liga,34-037,1989,1.0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,2,33.3,Matches
875,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,26-303,1996,16.8,3,0,0,11,7,2,0,17,23,0,1,0,64,37,22,62.7,Matches
876,Fernando,es ESP,GK,Almería,es La Liga,32-293,1990,24.5,2,0,0,0,4,0,0,0,0,0,0,0,23,0,0,,Matches
877,Fernando,br BRA,MFDF,Sevilla,es La Liga,35-248,1987,12.7,2,1,0,13,7,0,2,19,16,0,0,1,75,10,10,50.0,Matches
878,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,28-272,1994,9.6,3,0,0,12,7,0,4,19,5,0,1,0,62,21,15,58.3,Matches
879,Alex Ferrari,it ITA,DF,Cremonese,it Serie A,28-272,1994,7.6,3,0,0,7,5,0,2,17,18,0,0,0,55,10,4,71.4,Matches
880,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,25-068,1998,1.1,0,0,0,1,3,0,1,1,1,0,1,0,4,3,3,50.0,Matches
881,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,31-018,1992,22.6,6,1,1,34,49,0,26,19,30,0,2,0,215,14,17,45.2,Matches
882,Fidel,es ESP,MFFW,Elche,es La Liga,33-154,1989,9.6,3,0,0,5,12,6,35,3,6,0,0,0,46,2,2,50.0,Matches
883,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,24-290,1998,0.5,0,0,0,0,0,0,3,1,0,0,0,0,5,0,0,,Matches
884,Roberto Firmino,br BRA,FWMF,Liverpool,eng Premier League,31-179,1991,11.5,0,0,0,7,5,3,12,6,11,0,0,0,47,13,26,33.3,Matches
885,Junior Firpo,es ESP,DF,Leeds United,eng Premier League,26-220,1996,8.2,4,0,0,17,4,0,8,13,15,0,0,0,54,7,10,41.2,Matches
886,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,22-169,2000,4.2,1,0,0,6,4,0,6,5,4,1,0,0,19,1,4,20.0,Matches
887,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,29-290,1993,25.0,0,0,0,0,2,0,0,0,0,0,0,0,48,4,0,100.0,Matches
888,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,22-333,2000,5.7,1,0,0,6,4,0,1,4,3,0,0,0,32,14,7,66.7,Matches
889,Alexis Flips,fr FRA,FWDF,Reims,fr Ligue 1,23-071,2000,15.6,2,1,0,19,16,2,93,22,17,0,0,0,118,9,24,27.3,Matches
890,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,32-019,1991,1.2,0,0,0,1,0,0,8,1,2,0,0,0,5,0,0,,Matches
891,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,22-306,2000,15.6,1,0,0,7,21,3,79,5,8,0,0,0,73,16,22,42.1,Matches
892,Datro Fofana,ci CIV,FW,Chelsea,eng Premier League,20-098,2002,0.7,0,0,0,3,3,1,1,0,1,0,0,0,5,0,0,,Matches
893,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,27-327,1995,25.1,2,0,0,16,26,3,43,18,8,1,0,0,138,16,12,57.1,Matches
894,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,22-103,2000,2.0,1,0,0,2,3,1,0,9,2,0,0,0,10,5,6,45.5,Matches
895,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,22-103,2000,6.2,2,0,0,4,9,0,1,11,6,0,0,0,26,17,8,68.0,Matches
896,Yahia Fofana,fr FRA,GK,Angers,fr Ligue 1,22-221,2000,8.0,1,0,0,0,1,0,0,1,0,0,0,0,11,3,0,100.0,Matches
897,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,24-079,1999,25.4,2,1,0,39,28,2,6,33,31,0,0,1,190,23,17,57.5,Matches
898,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,28-186,1994,12.9,0,0,0,18,13,2,33,21,17,0,0,0,92,6,9,40.0,Matches
899,José Fonte,pt POR,DF,Lille,fr Ligue 1,39-098,1983,20.8,5,0,0,18,4,0,2,19,16,0,1,1,90,45,22,67.2,Matches
900,Pablo Fornals,es ESP,FWMF,West Ham,eng Premier League,27-036,1996,11.5,0,0,0,11,5,1,42,11,9,0,0,0,94,6,14,30.0,Matches
901,Emil Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,31-158,1991,12.2,2,0,0,13,14,4,12,2,11,0,0,0,36,11,10,52.4,Matches
902,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,31-173,1991,1.8,0,0,0,2,3,0,4,0,1,0,0,0,10,0,1,0.0,Matches
903,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,35-013,1988,7.0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,,Matches
904,Philipp Förster,de GER,MF,Bochum,de Bundesliga,28-054,1995,11.4,3,0,0,24,10,0,51,4,16,0,0,0,64,6,10,37.5,Matches
905,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,30-347,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
906,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,25-087,1998,2.0,1,0,0,3,1,1,4,0,5,0,1,0,12,2,2,50.0,Matches
907,Dimitri Foulquier,fr FRA,DFMF,Valencia,es La Liga,30-007,1993,12.4,3,0,0,22,5,1,43,7,12,0,0,0,71,12,14,46.2,Matches
908,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,25-077,1998,13.0,3,0,0,18,8,0,6,14,27,0,1,0,76,22,8,73.3,Matches
909,Raphael Framberger,de GER,DFFW,Augsburg,de Bundesliga,27-205,1995,2.0,0,0,0,4,0,0,4,2,6,0,0,0,8,5,2,71.4,Matches
910,Tyrese Francois,au AUS,FW,Fulham,eng Premier League,22-257,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
911,Bartol Franjić,hr CRO,MF,Wolfsburg,de Bundesliga,23-075,2000,2.5,0,0,0,1,1,0,1,5,2,0,0,0,12,5,3,62.5,Matches
912,Przemysław Frankowski,pl POL,DFMF,Lens,fr Ligue 1,27-352,1995,22.7,1,0,0,26,11,6,208,33,38,0,0,0,116,11,17,39.3,Matches
913,Ryan Fraser,sct SCO,FW,Newcastle Utd,eng Premier League,29-034,1994,3.5,1,0,0,3,10,1,13,0,2,0,0,0,14,0,2,0.0,Matches
914,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,23-159,1999,23.9,3,0,0,31,42,0,14,9,26,0,0,0,119,18,19,48.6,Matches
915,Oscar Fraulo,dk DEN,MF,M'Gladbach,de Bundesliga,19-114,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
916,Fred,br BRA,MF,Manchester Utd,eng Premier League,30-025,1993,10.8,5,0,0,23,16,0,11,15,22,0,0,0,96,9,10,47.4,Matches
917,Ryan Fredericks,eng ENG,DF,Bournemouth,eng Premier League,30-171,1992,5.9,1,0,0,3,1,0,15,1,2,0,0,0,13,5,10,33.3,Matches
918,Iván Fresneda,es ESP,DF,Valladolid,es La Liga,18-183,2004,11.2,1,0,0,9,18,0,36,13,22,0,0,0,70,7,15,31.8,Matches
919,Remo Freuler,ch SUI,MF,Nott'ham Forest,eng Premier League,30-349,1992,20.1,3,0,0,21,9,0,5,25,19,0,0,0,116,20,18,52.6,Matches
920,Michael Frey,ch SUI,FW,Schalke 04,de Bundesliga,28-254,1994,6.8,2,0,0,25,6,6,6,1,3,0,0,0,17,28,40,41.2,Matches
921,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,25-014,1998,19.8,6,1,0,15,20,2,23,46,27,0,0,2,173,28,34,45.2,Matches
922,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,27-107,1995,10.7,1,0,0,1,2,0,0,11,9,0,0,0,53,31,13,70.5,Matches
923,Jeremie Frimpong,nl NED,DFMF,Leverkusen,de Bundesliga,22-110,2000,21.4,4,0,0,16,49,4,45,11,20,0,0,0,86,9,18,33.3,Matches
924,Chris Führich,de GER,FWMF,Stuttgart,de Bundesliga,25-080,1998,16.7,2,0,0,6,9,3,42,7,13,0,0,0,82,1,8,11.1,Matches
925,Angelo Fulgini,fr FRA,MFFW,Lens,fr Ligue 1,26-222,1996,4.6,0,0,0,3,13,0,26,4,2,0,0,0,25,2,9,18.2,Matches
926,Angelo Fulgini,fr FRA,MF,Mainz 05,de Bundesliga,26-222,1996,5.8,1,0,0,7,15,1,7,5,5,0,0,0,30,4,12,25.0,Matches
927,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,30-049,1993,23.5,4,0,0,27,41,22,17,1,4,0,0,0,76,129,104,55.4,Matches
928,Matteo Gabbia,it ITA,DF,Milan,it Serie A,23-160,1999,6.7,2,0,0,8,1,0,2,5,10,0,0,0,37,15,4,78.9,Matches
929,Manolo Gabbiadini,it ITA,FWMF,Sampdoria,it Serie A,31-124,1991,16.1,5,0,0,26,49,10,22,2,5,1,0,0,46,33,51,39.3,Matches
930,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,22-329,2000,0.4,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,,Matches
931,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,28-357,1994,4.6,1,0,0,7,8,0,6,1,5,0,0,0,22,12,6,66.7,Matches
932,Adolfo Gaich,ar ARG,FW,Hellas Verona,it Serie A,24-032,1999,4.1,0,0,0,8,8,2,0,1,3,0,0,0,10,16,34,32.0,Matches
933,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,23-327,1999,7.3,0,0,0,12,16,4,10,2,6,0,0,0,23,16,12,57.1,Matches
934,Javi Galán,es ESP,DF,Celta Vigo,es La Liga,28-131,1994,25.1,3,0,0,36,55,4,109,27,55,0,0,0,155,25,17,59.5,Matches
935,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,29-236,1993,19.4,7,0,0,43,28,0,38,19,30,0,0,0,146,11,18,37.9,Matches
936,Pablo Galdames Millán,cl CHI,MFDF,Cremonese,it Serie A,26-090,1996,2.0,0,0,0,3,0,0,9,3,6,0,0,0,12,1,2,33.3,Matches
937,Conor Gallagher,eng ENG,MFFW,Chelsea,eng Premier League,23-052,2000,10.5,7,1,1,20,24,0,39,15,21,0,0,0,59,15,20,42.9,Matches
938,Antonino Gallo,it ITA,DF,Lecce,it Serie A,23-084,2000,18.8,4,1,1,11,12,2,66,11,28,0,0,1,139,20,17,54.1,Matches
939,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,29-341,1993,21.0,3,0,0,1,3,0,0,2,2,0,1,0,24,8,0,100.0,Matches
