,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
2093,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,35-020,1988,13.3,47,3.55,32,9,0,1,3,2,4,0.30,2,2,0,0,0,0,Matches
2094,Diant Ramaj,de GER,GK,Eint Frankfurt,de Bundesliga,21-192,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2095,Largie Ramazani,be BEL,FWMF,Almería,es La Liga,22-031,2001,13.2,34,2.58,21,1,7,3,0,2,1,0.08,0,0,0,1,0,0,Matches
2096,Simon Ramet,fr FRA,DF,Lille,fr Ligue 1,20-017,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2097,Adil Rami,fr FRA,DF,Troyes,fr Ligue 1,37-093,1985,10.1,8,0.80,6,0,0,1,0,1,1,0.10,1,0,0,0,0,0,Matches
2098,Chris Ramos,es ESP,FWMF,Cádiz,es La Liga,26-071,1997,1.2,3,2.45,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2099,Sergio Ramos,es ESP,DF,Paris S-G,fr Ligue 1,37-000,1986,21.0,15,0.71,11,0,0,2,2,0,1,0.05,1,0,0,0,0,0,Matches
2100,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,24-320,1998,28.0,2,0.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2101,Aaron Ramsey,wls WAL,MF,Nice,fr Ligue 1,32-094,1990,13.8,48,3.48,29,13,0,5,1,0,4,0.29,2,1,0,0,1,0,Matches
2102,Jacob Ramsey,eng ENG,MFFW,Aston Villa,eng Premier League,21-306,2001,18.6,53,2.84,44,0,3,1,4,1,4,0.21,2,0,1,0,1,0,Matches
2103,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,23-341,1999,3.1,3,0.96,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2104,Andrea Ranocchia,it ITA,DF,Monza,it Serie A,35-042,1988,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2105,Filippo Ranocchia,it ITA,MF,Monza,it Serie A,21-320,2001,5.9,19,3.23,8,4,1,5,1,0,1,0.17,1,0,0,0,0,0,Matches
2106,Lilian Raolisoa,fr FRA,MFDF,Angers,fr Ligue 1,22-287,2000,0.5,1,1.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2107,Raphinha,br BRA,FW,Barcelona,es La Liga,26-106,1996,15.0,77,5.13,52,14,2,6,2,1,11,0.73,9,0,1,1,0,0,Matches
2108,Nicolai Rapp,de GER,MFDF,Werder Bremen,de Bundesliga,26-107,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2109,Elba Rashani,xk KVX,MFDF,Clermont Foot,fr Ligue 1,29-325,1993,16.0,23,1.43,17,0,1,3,2,0,2,0.12,1,0,0,1,0,0,Matches
2110,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,25-150,1997,23.6,62,2.62,38,0,12,8,3,1,8,0.34,5,0,2,0,1,0,Matches
2111,Giacomo Raspadori,it ITA,FWMF,Napoli,it Serie A,23-040,2000,6.4,23,3.58,16,2,0,4,1,0,0,0.00,0,0,0,0,0,0,Matches
2112,Giacomo Raspadori,it ITA,FW,Sassuolo,it Serie A,23-040,2000,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2113,Rafael Ratão,br BRA,FW,Toulouse,fr Ligue 1,27-120,1995,15.6,47,3.02,37,0,2,6,1,1,2,0.13,2,0,0,0,0,0,Matches
2114,David Raum,de GER,DFFW,RB Leipzig,de Bundesliga,24-342,1998,15.4,53,3.44,26,21,3,2,1,0,3,0.19,2,1,0,0,0,0,Matches
2115,Rayan Raveloson,mg MAD,DFMF,Auxerre,fr Ligue 1,26-073,1997,17.2,22,1.28,20,0,1,1,0,0,1,0.06,1,0,0,0,0,0,Matches
2116,David Raya,es ESP,GK,Brentford,eng Premier League,27-196,1995,27.0,9,0.33,6,3,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
2117,Tim Ream,us USA,DF,Fulham,eng Premier League,35-176,1987,27.0,21,0.78,20,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2118,Ante Rebić,hr CRO,FWMF,Milan,it Serie A,29-190,1993,6.9,25,3.62,16,1,1,2,4,1,3,0.43,3,0,0,0,0,0,Matches
2119,Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,27-286,1995,17.9,38,2.13,30,1,2,3,1,1,2,0.11,1,0,0,1,0,0,Matches
2120,Nathan Redmond,eng ENG,DF,Southampton,eng Premier League,29-024,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2121,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,28-062,1995,23.7,49,2.07,42,2,2,1,2,0,3,0.13,2,0,1,0,0,0,Matches
2122,Sergio Reguilón,es ESP,DF,Atlético Madrid,es La Liga,26-104,1996,1.0,4,4.09,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2123,Bobby Reid,jm JAM,FWDF,Fulham,eng Premier League,30-056,1993,22.9,48,2.10,30,1,3,5,7,2,3,0.13,1,0,0,1,0,1,Matches
2124,Pepe Reina,es ESP,GK,Villarreal,es La Liga,40-211,1982,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2125,Jeff Reine-Adélaïde,fr FRA,MF,Troyes,fr Ligue 1,25-072,1998,1.1,2,1.75,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2126,Jeff Reine-Adélaïde,fr FRA,MF,Lyon,fr Ligue 1,25-072,1998,3.7,20,5.36,16,1,1,1,0,1,2,0.54,2,0,0,0,0,0,Matches
2127,Reinier,br BRA,MFFW,Girona,es La Liga,21-070,2002,3.9,11,2.84,9,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2128,Rocco Reitz,de GER,MF,M'Gladbach,de Bundesliga,20-305,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2129,Karim Rekik,nl NED,DF,Sevilla,es La Liga,28-118,1994,7.4,7,0.95,7,0,0,0,0,0,2,0.27,2,0,0,0,0,0,Matches
2130,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,28-006,1995,26.0,3,0.12,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2131,Panagiotis Retsos,gr GRE,DF,Hellas Verona,it Serie A,24-233,1998,1.4,1,0.73,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2132,Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,33-303,1989,12.2,38,3.12,27,3,1,6,1,0,6,0.49,3,1,0,1,1,0,Matches
2133,Alejandro Revuelta Montero,es ESP,DF,Getafe,es La Liga,22-348,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2134,Elvis Rexhbeçaj,de GER,MF,Augsburg,de Bundesliga,25-149,1997,20.0,31,1.55,24,1,0,1,5,0,0,0.00,0,0,0,0,0,0,Matches
2135,Gio Reyna,us USA,FWMF,Dortmund,de Bundesliga,20-137,2002,5.9,16,2.71,13,0,0,2,1,0,2,0.34,1,0,0,0,1,0,Matches
2136,Chadi Riad,ma MAR,MF,Barcelona,es La Liga,19-286,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2137,Nico Ribaudo,es ESP,FWMF,Espanyol,es La Liga,21-353,2001,5.9,13,2.20,9,0,0,1,2,1,2,0.34,2,0,0,0,0,0,Matches
2138,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,23-233,1999,8.9,6,0.67,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2139,Franck Ribéry,fr FRA,MF,Salernitana,it Serie A,39-357,1983,0.4,1,2.43,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2140,Samuele Ricci,it ITA,MF,Torino,it Serie A,21-221,2001,14.8,29,1.95,21,1,1,4,2,0,1,0.07,0,0,0,1,0,0,Matches
2141,Declan Rice,eng ENG,MF,West Ham,eng Premier League,24-075,1999,26.0,76,2.92,64,5,1,1,2,3,4,0.15,4,0,0,0,0,0,Matches
2142,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,23-002,2000,4.0,2,0.50,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2143,Richarlison,br BRA,MFFW,Tottenham,eng Premier League,25-324,1997,8.3,27,3.24,18,0,0,2,7,0,5,0.60,3,0,0,0,2,0,Matches
2144,Marco Richter,de GER,FWMF,Hertha BSC,de Bundesliga,25-126,1997,14.8,40,2.71,22,5,4,7,1,1,8,0.54,6,0,0,1,1,0,Matches
2145,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,30-035,1993,16.3,32,1.97,25,2,1,1,1,2,1,0.06,1,0,0,0,0,0,Matches
2146,Jaïro Riedewald,nl NED,DFFW,Crystal Palace,eng Premier League,26-202,1996,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2147,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34-202,1988,25.0,16,0.64,12,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2148,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,35-076,1988,18.3,28,1.53,26,0,0,0,0,2,3,0.16,2,0,0,0,0,1,Matches
2149,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,35-236,1987,6.7,1,0.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2150,Renaud Ripart,fr FRA,FWMF,Troyes,fr Ligue 1,30-016,1993,14.3,40,2.81,29,0,2,5,4,0,7,0.49,2,0,1,2,2,0,Matches
2151,Rodrigo Riquelme,es ESP,MFFW,Girona,es La Liga,22-362,2000,18.0,42,2.34,35,0,4,1,2,0,3,0.17,3,0,0,0,0,0,Matches
2152,Matt Ritchie,sct SCO,FWMF,Newcastle Utd,eng Premier League,33-201,1989,0.4,1,2.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2153,Sergi Roberto,es ESP,DFMF,Barcelona,es La Liga,31-051,1992,10.5,19,1.81,15,0,0,3,1,0,2,0.19,2,0,0,0,0,0,Matches
2154,Lucas Robertone,ar ARG,MF,Almería,es La Liga,26-012,1997,21.4,77,3.61,51,19,1,2,3,1,9,0.42,6,2,1,0,0,0,Matches
2155,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,29-019,1994,19.7,74,3.76,48,18,1,4,1,2,9,0.46,7,2,0,0,0,0,Matches
2156,Antonee Robinson,us USA,DF,Fulham,eng Premier League,25-234,1997,23.3,41,1.76,39,1,1,0,0,0,3,0.13,3,0,0,0,0,0,Matches
2157,Joel Roca,es ESP,MFFW,Girona,es La Liga,17-296,2005,0.7,3,3.97,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2158,Marc Roca,es ESP,MF,Leeds United,eng Premier League,26-124,1996,18.0,29,1.61,22,5,0,0,1,1,3,0.17,1,1,0,0,1,0,Matches
2159,Enzo Roco,cl CHI,DF,Elche,es La Liga,30-226,1992,16.4,11,0.67,8,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
2160,Marek Rodák,sk SVK,GK,Fulham,eng Premier League,26-107,1996,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2161,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,32-170,1990,10.5,20,1.91,18,0,0,0,2,0,2,0.19,2,0,0,0,0,0,Matches
2162,Joe Rodon,wls WAL,DF,Rennes,fr Ligue 1,25-159,1997,13.7,3,0.22,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2163,Rodri,es ESP,MF,Manchester City,eng Premier League,26-281,1996,24.9,82,3.30,71,0,3,6,1,1,9,0.36,9,0,0,0,0,0,Matches
2164,Rodrigo,es ESP,FWMF,Leeds United,eng Premier League,32-024,1991,14.9,30,2.01,21,0,3,6,0,0,2,0.13,1,0,0,1,0,0,Matches
2165,Rodrigo,es ESP,FWMF,Betis,es La Liga,22-318,2000,12.8,36,2.82,27,1,3,3,2,0,5,0.39,3,0,0,1,1,0,Matches
2166,Ángel Rodríguez,es ESP,FWMF,Mallorca,es La Liga,35-338,1987,3.0,4,1.35,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2167,Óscar Rodríguez Arnaiz,es ESP,MF,Celta Vigo,es La Liga,24-275,1998,14.3,46,3.21,30,9,1,6,0,0,1,0.07,1,0,0,0,0,0,Matches
2168,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,34-297,1988,17.1,42,2.45,31,3,2,3,2,1,6,0.35,5,0,0,0,0,1,Matches
2169,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,28-352,1994,19.9,22,1.10,19,0,0,2,1,0,2,0.10,2,0,0,0,0,0,Matches
2170,Pablo Rodríguez,es ESP,FWMF,Lecce,it Serie A,21-238,2001,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2171,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,30-217,1992,19.7,37,1.88,30,5,1,1,0,0,1,0.05,1,0,0,0,0,0,Matches
2172,Rodrygo,br BRA,FW,Real Madrid,es La Liga,22-080,2001,17.5,91,5.20,54,2,15,8,11,1,13,0.74,8,0,3,0,2,0,Matches
2173,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,23-279,1999,10.4,12,1.16,12,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
2174,Agustín Rogel,uy URU,DF,Hertha BSC,de Bundesliga,25-164,1997,12.3,5,0.41,4,1,0,0,0,0,1,0.08,0,1,0,0,0,0,Matches
2175,Rogério,br BRA,DF,Sassuolo,it Serie A,25-076,1998,23.3,52,2.23,41,6,1,1,3,0,4,0.17,3,0,0,0,1,0,Matches
2176,Merlin Röhl,de GER,MF,Freiburg,de Bundesliga,20-268,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2177,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28-077,1995,22.7,10,0.44,9,1,0,0,0,0,3,0.13,3,0,0,0,0,0,Matches
2178,Simone Romagnoli,it ITA,DF,Lecce,it Serie A,33-049,1990,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2179,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,24-337,1998,18.3,13,0.71,12,0,0,0,0,1,1,0.05,1,0,0,0,0,0,Matches
2180,Iván Romero,es ESP,MF,Sevilla,es La Liga,21-354,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2181,Luka Romero,ar ARG,FW,Lazio,it Serie A,18-132,2004,1.7,4,2.38,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2182,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,31-187,1991,0.8,3,3.65,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2183,Oriol Romeu,es ESP,MF,Girona,es La Liga,31-187,1991,21.8,32,1.47,28,0,0,2,1,1,2,0.09,2,0,0,0,0,0,Matches
2184,Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,38-053,1985,5.8,10,1.71,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2185,Connor Ronan,ie IRL,MF,Wolves,eng Premier League,25-024,1998,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2186,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,33-195,1989,1.2,4,3.30,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2187,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28-113,1994,24.7,46,1.86,42,0,1,1,0,2,1,0.04,1,0,0,0,0,0,Matches
2188,Marten de Roon,nl NED,MF,Atalanta,it Serie A,32-001,1991,21.9,37,1.69,32,0,1,0,3,1,1,0.05,1,0,0,0,0,0,Matches
2189,Pablo Rosario,nl NED,MFDF,Nice,fr Ligue 1,26-082,1997,13.5,28,2.07,25,1,0,1,1,0,2,0.15,1,0,0,1,0,0,Matches
2190,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,18-152,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2191,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,28-078,1995,5.0,10,1.99,7,3,0,0,0,0,2,0.40,1,1,0,0,0,0,Matches
2192,Anthony Rouault,fr FRA,DF,Toulouse,fr Ligue 1,21-305,2001,27.9,10,0.36,7,0,0,2,0,1,1,0.04,0,0,0,1,0,0,Matches
2193,Jérôme Roussillon,fr FRA,MFDF,Wolfsburg,de Bundesliga,30-083,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2194,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30-083,1993,3.1,3,0.96,2,0,0,0,1,0,1,0.32,0,0,0,0,1,0,Matches
2195,Nicolò Rovella,it ITA,MF,Monza,it Serie A,21-116,2001,11.5,33,2.86,30,1,0,1,1,0,2,0.17,2,0,0,0,0,0,Matches
2196,Nicolò Rovella,it ITA,MF,Juventus,it Serie A,21-116,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2197,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29-034,1994,19.2,19,0.99,16,0,1,1,0,1,4,0.21,4,0,0,0,0,0,Matches
2198,Ruan,br BRA,DF,Sassuolo,it Serie A,23-296,1999,10.3,3,0.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2199,Rubén,es ESP,DFMF,Espanyol,es La Liga,22-054,2001,7.2,17,2.35,13,0,3,0,0,1,3,0.41,2,0,1,0,0,0,Matches
2200,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30-027,1993,17.8,12,0.67,11,0,0,1,0,0,1,0.06,0,0,0,1,0,0,Matches
2201,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,33-030,1990,6.0,14,2.32,8,6,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
2202,Daniele Rugani,it ITA,DF,Juventus,it Serie A,28-244,1994,3.9,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2203,Matteo Ruggeri,it ITA,DFMF,Atalanta,it Serie A,20-262,2002,8.2,16,1.95,16,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
2204,Mário Rui,pt POR,DF,Napoli,it Serie A,31-307,1991,16.6,76,4.58,54,19,1,0,1,1,13,0.78,11,1,0,0,0,1,Matches
2205,Aitor Ruibal,es ESP,DFFW,Betis,es La Liga,27-008,1996,12.0,30,2.49,22,0,4,2,1,1,1,0.08,1,0,0,0,0,0,Matches
2206,Kays Ruiz,ma MAR,MF,Auxerre,fr Ligue 1,20-216,2002,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2207,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,26-361,1996,14.7,23,1.56,21,0,1,1,0,0,3,0.20,3,0,0,0,0,0,Matches
2208,Víctor Ruiz,es ESP,DF,Betis,es La Liga,34-064,1989,6.2,4,0.64,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2209,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30-314,1992,14.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2210,Franco Russo,ar ARG,DF,Mallorca,es La Liga,28-156,1994,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2211,Georginio Rutter,fr FRA,FWMF,Leeds United,eng Premier League,20-344,2002,2.1,4,1.93,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2212,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20-344,2002,11.2,37,3.30,22,0,9,2,4,0,4,0.36,2,0,2,0,0,0,Matches
2213,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,25-133,1997,11.5,27,2.34,18,1,5,2,1,0,0,0.00,0,0,0,0,0,0,Matches
2214,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25-133,1997,7.8,12,1.53,11,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2215,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30-238,1992,21.0,5,0.24,5,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
2216,José Sá,pt POR,GK,Wolves,eng Premier League,30-072,1993,28.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2217,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30-025,1993,14.2,24,1.69,14,2,5,1,1,1,2,0.14,0,0,1,1,0,0,Matches
2218,Halid Šabanović,ba BIH,DFFW,Angers,fr Ligue 1,23-220,1999,3.7,3,0.81,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2219,Abdelhamid Sabiri,ma MAR,MF,Sampdoria,it Serie A,26-122,1996,11.2,39,3.49,22,6,3,4,4,0,0,0.00,0,0,0,0,0,0,Matches
2220,Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,29-013,1994,3.1,9,2.95,9,0,0,0,0,0,2,0.65,2,0,0,0,0,0,Matches
2221,Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,29-013,1994,7.0,11,1.58,9,0,0,0,0,2,1,0.14,1,0,0,0,0,0,Matches
2222,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,27-333,1995,20.0,24,1.20,21,1,2,0,0,0,4,0.20,4,0,0,0,0,0,Matches
2223,Umar Sadiq,ng NGA,FW,Almería,es La Liga,26-056,1997,2.7,6,2.25,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2224,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26-056,1997,0.9,1,1.10,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2225,Alexis Saelemaekers,be BEL,FWDF,Milan,it Serie A,23-276,1999,9.7,28,2.90,23,2,0,2,1,0,4,0.41,4,0,0,0,0,0,Matches
2226,Wesley Saïd,fr FRA,FWMF,Lens,fr Ligue 1,27-345,1995,6.6,20,3.01,10,0,7,3,0,0,3,0.45,0,0,2,1,0,0,Matches
2227,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,26-018,1997,9.6,44,4.57,31,0,8,3,2,0,6,0.62,4,0,1,0,1,0,Matches
2228,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24-161,1998,3.9,7,1.77,6,1,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
2229,Samuel Sáiz,es ESP,MF,Girona,es La Liga,32-067,1991,2.7,6,2.23,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2230,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21-206,2001,26.7,124,4.64,84,22,3,8,5,2,21,0.79,15,4,0,1,0,1,Matches
2231,Hamza Sakhi,ma MAR,MF,Auxerre,fr Ligue 1,26-296,1996,17.7,64,3.63,50,8,1,3,2,0,3,0.17,3,0,0,0,0,0,Matches
2232,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33-045,1990,6.0,3,0.50,1,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
2233,Jacopo Sala,it ITA,MF,Spezia,it Serie A,31-115,1991,1.2,2,1.62,0,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2234,Ibrahim Salah,ma MAR,FWMF,Rennes,fr Ligue 1,21-212,2001,1.5,6,4.06,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2235,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30-288,1992,25.7,98,3.81,75,1,7,9,4,2,15,0.58,10,0,0,2,2,1,Matches
2236,Amine Salama,fr FRA,FWMF,Angers,fr Ligue 1,22-255,2000,13.9,27,1.94,18,0,4,3,2,0,1,0.07,1,0,0,0,0,0,Matches
2237,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22-006,2001,26.8,14,0.52,11,2,1,0,0,0,2,0.07,2,0,0,0,0,0,Matches
2238,Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19-295,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2239,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23-347,1999,21.9,25,1.14,16,5,1,3,0,0,3,0.14,1,1,0,1,0,0,Matches
2240,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,25-312,1997,7.0,17,2.42,9,0,2,2,4,0,0,0.00,0,0,0,0,0,0,Matches
2241,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,30-129,1992,24.9,18,0.72,14,0,0,2,1,1,4,0.16,3,0,0,0,1,0,Matches
2242,Salvi,es ESP,FWMF,Rayo Vallecano,es La Liga,32-000,1991,3.5,9,2.56,8,0,0,0,0,1,1,0.28,0,0,0,0,0,1,Matches
2243,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21-034,2002,11.7,65,5.58,33,17,5,6,1,3,6,0.51,2,2,0,0,0,2,Matches
2244,Diadie Samassékou,ml MLI,MFFW,Hoffenheim,de Bundesliga,27-078,1996,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2245,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,27-144,1995,21.7,48,2.22,29,0,8,5,5,1,7,0.32,3,0,2,0,2,0,Matches
2246,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,28-339,1994,28.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2247,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,23-159,1999,2.2,4,1.82,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2248,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,23-159,1999,5.2,4,0.77,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2249,Junior Sambia,fr FRA,DF,Salernitana,it Serie A,26-204,1996,5.6,15,2.66,13,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2250,Samuel,br BRA,FWMF,Valencia,es La Liga,23-097,1999,23.1,70,3.03,46,0,10,5,8,1,11,0.48,7,0,0,2,2,0,Matches
2251,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,26-014,1997,12.9,5,0.39,5,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
2252,Antonio Sanabria,py PAR,FW,Torino,it Serie A,27-026,1996,17.1,29,1.70,21,0,5,1,1,1,1,0.06,1,0,0,0,0,0,Matches
2253,Leandro Sanca,pt POR,FWMF,Spezia,it Serie A,23-085,2000,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2254,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22-339,2000,19.4,59,3.04,50,1,2,3,3,0,2,0.10,1,0,0,0,1,0,Matches
2255,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,25-224,1997,5.1,14,2.73,12,1,0,1,0,0,1,0.20,0,0,0,1,0,0,Matches
2256,Alexis Sánchez,cl CHI,FW,Marseille,fr Ligue 1,34-101,1988,21.0,86,4.09,64,2,3,7,9,1,7,0.33,4,0,0,1,2,0,Matches
