,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
170,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,19-084,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
171,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,27-067,1996,12.7,406,396,8,7,1,3,0,1,0,0,0,0,338,2,7,Matches
172,Srđan Babić,rs SRB,DF,Almería,es La Liga,26-342,1996,22.5,981,927,48,43,0,10,2,5,0,0,0,0,837,6,7,Matches
173,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,22-353,2000,7.0,511,501,7,5,0,0,3,1,0,0,0,0,460,3,7,Matches
174,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,22-353,2000,1.0,59,59,0,0,0,0,0,0,0,0,0,0,52,0,0,Matches
175,Édgar Badía,es ESP,GK,Elche,es La Liga,31-046,1992,26.0,732,440,288,82,0,0,0,0,0,0,0,0,506,4,0,Matches
176,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,22-004,2001,7.1,596,583,12,10,1,6,1,2,0,0,0,0,540,1,0,Matches
177,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,22-004,2001,9.3,468,455,13,13,0,5,0,0,0,0,0,0,403,0,2,Matches
178,Alex Baena,es ESP,MFFW,Villarreal,es La Liga,21-253,2001,14.4,500,484,12,4,14,1,15,1,4,3,0,0,393,4,19,Matches
179,Jaime Báez,uy URU,DF,Cremonese,it Serie A,27-339,1995,1.1,48,44,4,2,0,0,9,0,2,0,1,0,32,0,2,Matches
180,Leon Bailey,jm JAM,FWMF,Aston Villa,eng Premier League,25-233,1997,17.9,454,420,34,4,3,5,82,7,15,12,0,0,283,0,24,Matches
181,Eric Bailly,ci CIV,DF,Marseille,fr Ligue 1,28-352,1994,4.8,193,175,17,13,1,0,0,3,0,0,0,0,162,1,2,Matches
182,Dénys Bain,fr FRA,DF,Auxerre,fr Ligue 1,29-271,1993,1.4,56,55,1,1,0,1,0,0,0,0,0,0,52,0,0,Matches
183,Brandon Baiye,be BEL,MF,Clermont Foot,fr Ligue 1,22-093,2000,0.6,32,29,3,3,0,0,0,0,0,0,0,0,27,0,0,Matches
184,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,18-159,2004,5.8,258,255,3,3,0,3,5,0,0,0,0,0,200,0,6,Matches
185,Nedim Bajrami,al ALB,MFFW,Empoli,it Serie A,24-030,1999,10.4,348,305,43,9,0,4,35,8,18,10,5,0,260,0,8,Matches
186,Nedim Bajrami,al ALB,FW,Sassuolo,it Serie A,24-030,1999,3.5,130,120,10,2,0,0,13,1,7,1,5,0,91,0,6,Matches
187,Cédric Bakambu,cd COD,MF,Marseille,fr Ligue 1,31-353,1991,0.7,23,23,0,0,0,0,1,0,0,0,0,0,19,0,1,Matches
188,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,28-225,1994,0.4,17,17,0,0,0,0,0,0,0,0,0,0,15,0,0,Matches
189,Mitchel Bakker,nl NED,DFMF,Leverkusen,de Bundesliga,22-283,2000,12.8,705,576,128,11,1,8,18,116,1,0,0,0,556,1,14,Matches
190,Ridle Baku,de GER,DFFW,Wolfsburg,de Bundesliga,24-356,1998,22.4,1226,1017,204,20,2,6,58,182,2,2,0,0,961,5,26,Matches
191,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,20-007,2003,12.9,469,432,35,4,2,3,14,1,4,1,0,0,385,2,15,Matches
192,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19-163,2003,18.4,1180,1009,163,23,0,5,37,140,0,0,0,0,1051,8,13,Matches
193,Thierno Balde,fr FRA,DF,Troyes,fr Ligue 1,20-293,2002,18.1,743,601,142,13,3,2,29,127,2,2,0,0,609,0,16,Matches
194,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19-086,2004,3.2,202,201,0,0,0,3,0,0,0,0,0,0,169,1,7,Matches
195,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,35-029,1988,1.3,69,57,11,0,0,0,3,11,0,0,0,0,49,1,0,Matches
196,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24-063,1999,22.9,1257,1219,37,28,2,7,6,4,0,0,0,0,1060,1,13,Matches
197,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31-088,1992,24.2,1339,1035,293,21,0,2,79,272,0,0,0,0,1042,11,25,Matches
198,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,26-086,1997,3.2,158,124,34,3,0,1,11,31,0,0,0,0,134,0,2,Matches
199,Folarin Balogun,eng ENG,FW,Reims,fr Ligue 1,21-270,2001,23.5,386,352,30,0,3,3,16,1,0,0,0,0,262,4,14,Matches
200,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32-339,1990,7.2,339,306,33,9,1,0,13,24,0,0,0,0,284,0,6,Matches
201,Jonathan Bamba,fr FRA,FW,Lille,fr Ligue 1,27-004,1996,22.0,1004,953,47,12,7,3,58,27,8,2,1,0,801,4,41,Matches
202,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,29-206,1993,10.6,215,190,24,0,0,0,1,0,0,0,0,0,157,1,7,Matches
203,Lameck Banda,zm ZAM,FWMF,Lecce,it Serie A,22-060,2001,13.1,300,289,10,1,0,0,32,3,6,3,0,0,196,1,17,Matches
204,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,28-001,1995,19.3,785,727,52,8,1,5,71,33,9,3,5,0,578,6,31,Matches
205,Léo Baptistão,br BRA,FWMF,Almería,es La Liga,30-216,1992,13.8,388,380,6,2,6,5,11,4,0,0,0,0,264,2,16,Matches
206,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,24-356,1998,5.0,209,205,2,1,2,0,6,1,0,0,0,0,174,2,4,Matches
207,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,28-117,1994,0.3,14,13,1,0,0,0,1,0,0,0,0,0,11,0,0,Matches
208,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,28-117,1994,14.6,540,522,16,6,4,5,11,4,0,0,0,0,440,2,15,Matches
209,Andrea Barberis,it ITA,MF,Monza,it Serie A,29-109,1993,3.5,158,150,8,5,0,0,4,1,2,0,2,0,133,0,2,Matches
210,Bradley Barcola,fr FRA,FWMF,Lyon,fr Ligue 1,20-209,2002,8.6,257,254,2,0,0,1,13,2,0,0,0,0,176,1,10,Matches
211,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22-144,2000,19.1,1014,854,159,15,1,3,43,144,0,0,0,0,798,1,36,Matches
212,Keidi Bare,al ALB,MF,Espanyol,es La Liga,25-214,1997,3.7,168,164,4,3,0,1,4,0,1,1,0,0,140,0,2,Matches
213,Nicolò Barella,it ITA,MF,Inter,it Serie A,26-051,1997,22.3,1238,1207,25,11,6,13,71,8,4,0,2,0,1006,6,20,Matches
214,Kike Barja,es ESP,FWMF,Osasuna,es La Liga,25-363,1997,7.1,264,255,9,0,0,1,69,4,5,2,1,0,165,0,11,Matches
215,Ross Barkley,eng ENG,MFFW,Nice,fr Ligue 1,29-115,1993,7.8,343,305,37,7,1,1,31,3,27,12,10,0,269,1,6,Matches
216,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24-313,1998,4.4,180,169,8,0,1,1,12,5,3,1,1,0,121,3,6,Matches
217,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,25-111,1997,22.6,599,586,10,0,4,1,29,8,0,0,0,0,417,3,23,Matches
218,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23-086,2000,16.7,391,383,5,5,2,0,6,0,0,0,0,0,265,3,14,Matches
219,Enzo Barrenechea,ar ARG,MF,Juventus,it Serie A,21-312,2001,1.3,87,84,3,3,0,0,0,0,0,0,0,0,74,0,5,Matches
220,Ander Barrenetxea,es ESP,DFFW,Real Sociedad,es La Liga,21-093,2001,4.6,192,164,28,4,0,0,5,23,1,0,0,0,148,0,9,Matches
221,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,32-071,1991,7.9,398,347,50,32,0,4,42,7,11,2,5,0,277,1,12,Matches
222,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19-288,2003,4.9,291,289,2,1,1,3,6,1,0,0,0,0,240,0,7,Matches
223,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,24-136,1998,13.3,468,397,65,13,1,13,71,7,36,18,16,0,323,6,13,Matches
224,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26-191,1996,26.0,1033,945,82,58,1,16,9,18,0,0,0,0,752,6,8,Matches
225,Toma Bašić,hr CRO,MF,Lazio,it Serie A,26-125,1996,4.7,242,222,20,6,2,0,19,0,7,3,4,0,174,0,12,Matches
226,Gil Bastião Dias,pt POR,FW,Stuttgart,de Bundesliga,26-183,1996,4.4,174,170,4,1,0,2,6,3,0,0,0,0,120,0,14,Matches
227,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23-351,1999,18.1,1270,1147,115,41,2,18,36,63,0,0,0,0,1050,8,20,Matches
228,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,26-145,1996,10.5,469,374,94,21,2,4,86,31,42,24,14,0,281,1,29,Matches
229,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31-261,1991,7.6,232,224,6,6,0,2,1,0,0,0,0,0,185,2,4,Matches
230,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23-049,2000,13.7,493,480,12,11,0,5,1,1,0,0,0,0,353,1,8,Matches
231,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32-301,1990,25.0,1065,846,216,56,0,6,0,0,0,0,0,0,848,3,1,Matches
232,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,27-026,1996,5.7,279,265,14,12,0,2,5,0,0,0,0,0,225,0,1,Matches
233,Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,35-087,1988,5.1,189,181,8,3,0,2,2,1,0,0,0,0,154,0,2,Matches
234,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,23-241,1999,21.2,718,663,49,7,2,7,24,28,1,0,0,0,478,6,35,Matches
235,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26-310,1996,18.2,553,518,32,1,4,0,35,31,0,0,0,0,336,3,26,Matches
236,Brian Bayeye,fr FRA,DF,Torino,it Serie A,22-273,2000,0.6,46,35,11,0,0,0,1,11,0,0,0,0,29,0,5,Matches
237,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,26-221,1996,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
238,Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,21-038,2002,28.0,1017,732,280,80,0,1,0,0,0,0,0,0,610,5,0,Matches
239,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32-261,1990,0.7,38,26,11,6,0,2,16,2,3,2,0,0,21,1,2,Matches
240,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,28-341,1994,7.1,144,130,12,0,0,1,6,5,0,0,0,0,89,2,3,Matches
241,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,27-070,1996,20.7,1018,849,168,49,1,6,13,119,0,0,0,0,783,1,26,Matches
242,Mads Bech Sørensen,dk DEN,DFMF,Brentford,eng Premier League,24-082,1999,0.2,11,7,4,0,0,0,0,4,0,0,0,0,7,0,0,Matches
243,Julius Beck,dk DEN,MF,Spezia,it Serie A,17-337,2005,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
244,Sheraldo Becker,sr SUR,FW,Union Berlin,de Bundesliga,28-049,1995,20.0,420,408,11,2,1,0,86,5,2,0,0,0,244,1,29,Matches
245,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,26-352,1996,9.1,425,396,28,21,0,1,1,4,0,0,0,0,350,1,4,Matches
246,Jan Bednarek,pl POL,DF,Aston Villa,eng Premier League,26-352,1996,1.1,66,64,2,2,0,0,0,0,0,0,0,0,60,0,1,Matches
247,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,25-346,1997,1.9,61,56,3,0,0,0,0,0,1,0,0,0,46,2,4,Matches
248,Asmir Begović,ba BIH,GK,Everton,eng Premier League,35-283,1987,1.0,30,21,9,1,0,0,0,0,0,0,0,0,21,0,0,Matches
249,Yanis Begraoui,fr FRA,FWMF,Toulouse,fr Ligue 1,21-269,2001,0.7,19,17,2,0,0,0,0,0,0,0,0,0,14,0,0,Matches
250,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,32-055,1991,10.5,307,302,2,0,1,0,5,0,0,0,0,0,190,3,8,Matches
251,Alexis Beka Beka,fr FRA,MFDF,Nice,fr Ligue 1,22-001,2001,4.3,234,228,6,1,0,2,14,5,0,0,0,0,185,0,3,Matches
252,Jérémie Bela,ao ANG,DFMF,Clermont Foot,fr Ligue 1,29-356,1993,7.7,244,205,39,1,0,1,33,32,5,1,4,0,164,0,17,Matches
253,Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,18-302,2004,0.1,11,11,0,0,0,0,0,0,0,0,0,0,9,0,1,Matches
254,Youcef Belaïli,dz ALG,MFFW,Ajaccio,fr Ligue 1,31-016,1992,12.1,432,374,54,22,4,2,40,11,14,3,6,0,309,4,11,Matches
255,Youcef Belaïli,dz ALG,FWMF,Brest,fr Ligue 1,31-016,1992,4.0,158,136,22,7,1,7,21,1,14,10,4,0,114,0,7,Matches
256,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,29-061,1994,20.1,836,808,24,17,1,8,8,3,0,0,0,0,694,4,21,Matches
257,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,31-218,1991,17.7,837,805,27,26,1,5,12,1,0,0,0,0,638,5,8,Matches
258,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,21-109,2001,16.5,718,694,23,17,1,9,4,5,0,0,0,0,566,1,10,Matches
259,Raoul Bellanova,it ITA,DFMF,Inter,it Serie A,22-317,2000,1.9,126,111,15,0,0,2,16,15,0,0,0,0,95,0,4,Matches
260,Karim Bellarabi,de GER,FW,Leverkusen,de Bundesliga,32-356,1990,0.9,51,50,1,0,0,0,5,1,0,0,0,0,34,0,1,Matches
261,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,24-276,1998,18.0,904,812,87,19,4,6,98,22,44,12,31,0,682,5,17,Matches
262,Héctor Bellerín,es ESP,DF,Barcelona,es La Liga,28-011,1995,1.6,96,82,13,1,1,0,3,12,0,0,0,0,77,1,3,Matches
263,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,19-274,2003,23.1,1241,1195,41,26,8,21,22,13,1,0,0,0,1004,5,23,Matches
264,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,18-041,2005,1.1,86,85,1,1,0,1,0,0,0,0,0,0,80,0,0,Matches
265,Andrea Belotti,it ITA,FW,Roma,it Serie A,29-100,1993,6.8,149,139,7,0,0,1,3,2,0,0,0,0,100,3,7,Matches
266,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,24-055,1999,23.3,1313,1209,103,64,0,9,29,4,22,10,10,0,1162,1,16,Matches
267,Eliesse Ben Seghir,fr FRA,FWMF,Monaco,fr Ligue 1,18-042,2005,7.6,265,250,15,1,2,3,6,0,2,2,0,0,207,0,8,Matches
268,Salim Ben Seghir,fr FRA,MF,Marseille,fr Ligue 1,20-034,2003,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
269,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,32-230,1990,16.3,422,395,26,0,1,0,14,0,0,0,0,0,317,1,14,Matches
270,Marco Benassi,it ITA,DF,Fiorentina,it Serie A,28-203,1994,1.0,105,94,11,5,0,4,7,6,0,0,0,0,91,0,1,Matches
271,Marco Benassi,it ITA,MF,Cremonese,it Serie A,28-203,1994,7.4,237,203,32,5,1,1,24,1,13,3,8,0,166,2,10,Matches
272,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,25-119,1997,18.1,1179,1084,93,50,3,10,58,5,36,15,19,0,1019,2,15,Matches
273,Saïd Benrahma,dz ALG,FWMF,West Ham,eng Premier League,27-232,1995,15.9,549,532,15,0,1,1,52,8,1,1,0,0,421,2,19,Matches
274,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,27-348,1995,20.8,1117,882,229,36,9,2,24,193,0,0,0,0,866,6,27,Matches
275,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,28-126,1994,21.2,1480,1335,139,89,5,15,74,1,49,39,9,0,1208,6,16,Matches
276,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,25-278,1997,16.7,880,852,25,11,3,3,16,4,1,0,0,0,738,3,19,Matches
277,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,35-101,1987,15.5,711,671,35,4,5,4,2,1,6,0,0,0,611,5,18,Matches
278,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,28-241,1994,13.0,564,522,41,9,5,20,46,3,29,17,5,0,385,1,20,Matches
279,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,33-048,1990,14.7,856,684,168,26,1,10,45,142,0,0,0,0,691,4,19,Matches
280,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,27-269,1995,18.1,662,558,95,27,0,2,94,11,57,28,9,1,447,9,19,Matches
281,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,30-261,1992,13.3,644,480,161,28,0,1,31,133,0,0,0,0,471,3,19,Matches
282,Patrick Berg,no NOR,MFFW,Lens,fr Ligue 1,25-126,1997,0.3,20,20,0,0,0,0,0,0,0,0,0,0,17,0,1,Matches
283,Mitchell van Bergen,nl NED,FWDF,Reims,fr Ligue 1,23-215,1999,8.5,241,215,26,7,1,0,50,3,13,5,7,0,161,0,11,Matches
284,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,24-323,1998,16.8,312,238,72,18,1,1,76,0,34,18,16,0,146,2,17,Matches
285,Quentin Bernard,fr FRA,DF,Auxerre,fr Ligue 1,33-266,1989,7.0,417,345,69,12,0,4,14,57,0,0,0,0,324,3,8,Matches
286,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,25-346,1997,20.0,501,321,177,39,0,0,0,0,0,0,0,0,348,3,1,Matches
287,Juan Bernat,es ESP,DF,Paris S-G,fr Ligue 1,30-029,1993,12.7,725,661,64,6,0,2,8,58,0,0,0,0,671,0,8,Matches
288,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,20-104,2002,3.9,196,144,51,2,1,0,11,44,5,4,1,0,127,1,5,Matches
289,Jason Berthomier,fr FRA,MF,Clermont Foot,fr Ligue 1,33-083,1990,0.3,19,17,2,1,0,0,0,0,1,0,0,0,19,0,0,Matches
290,Beto,gw GNB,FW,Udinese,it Serie A,25-058,1998,19.0,252,242,9,0,0,0,9,0,0,0,0,0,159,1,10,Matches
291,Owen Bevan,wls WAL,DF,Bournemouth,eng Premier League,19-155,2003,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
292,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,30-013,1993,18.8,725,665,56,39,0,2,2,1,0,0,0,0,559,4,6,Matches
293,Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,20-180,2002,1.2,54,52,2,2,0,3,1,0,0,0,0,0,46,0,0,Matches
294,Giulian Biancone,fr FRA,DF,Nott'ham Forest,eng Premier League,22-364,2000,0.2,21,19,2,0,0,0,1,2,0,0,0,0,15,0,0,Matches
295,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,33-065,1990,1.9,84,79,5,2,0,1,1,2,0,0,0,0,59,0,1,Matches
296,Pedro Bigas,es ESP,DF,Elche,es La Liga,32-196,1990,16.0,735,677,51,40,0,13,5,9,0,0,0,0,579,7,9,Matches
297,Jaka Bijol,si SVN,DF,Udinese,it Serie A,24-053,1999,20.4,831,808,20,18,2,5,1,0,0,0,0,0,701,3,4,Matches
298,El Bilal Touré,ml MLI,FW,Almería,es La Liga,21-178,2001,13.0,243,219,22,0,0,0,4,0,0,0,0,0,171,2,8,Matches
299,El Bilal Touré,ml MLI,FW,Reims,fr Ligue 1,21-178,2001,1.0,20,16,4,0,0,0,0,0,0,0,0,0,16,0,1,Matches
300,Philip Billing,dk DEN,MFFW,Bournemouth,eng Premier League,26-292,1996,21.7,686,658,27,13,4,6,25,2,5,3,1,0,523,1,23,Matches
301,Jean-Claude Billong,cm CMR,MF,Clermont Foot,fr Ligue 1,29-092,1993,0.3,34,33,1,1,0,0,1,0,0,0,0,0,33,0,0,Matches
302,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,30-210,1992,22.0,1558,1120,433,68,0,20,236,237,128,58,49,0,1110,5,31,Matches
303,Samuele Birindelli,it ITA,DF,Monza,it Serie A,23-254,1999,12.1,597,501,96,4,0,5,60,92,0,0,0,0,430,0,13,Matches
304,Veljko Birmančević,rs SRB,FWMF,Toulouse,fr Ligue 1,25-025,1998,3.6,122,115,3,1,0,2,3,1,1,0,0,0,84,4,4,Matches
305,Tom Bischof,de GER,MFFW,Hoffenheim,de Bundesliga,17-275,2005,2.9,91,86,5,2,1,0,6,1,2,2,0,0,68,0,4,Matches
306,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,26-212,1996,9.0,571,558,11,8,1,2,2,0,0,0,0,0,514,2,8,Matches
307,Kristijan Bistrović,hr CRO,MF,Lecce,it Serie A,24-355,1998,5.1,140,119,21,11,0,3,21,0,7,3,3,0,101,0,6,Matches
308,Leonardo Bittencourt,de GER,MFDF,Werder Bremen,de Bundesliga,29-101,1993,11.3,514,487,27,1,1,4,30,25,1,1,0,0,371,0,19,Matches
309,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,32-020,1991,27.0,778,489,288,68,0,1,0,0,0,0,0,0,556,1,0,Matches
310,Blanco,es ESP,MF,Cádiz,es La Liga,22-250,2000,1.8,61,61,0,0,0,1,0,0,0,0,0,0,57,0,0,Matches
311,Lautaro Blanco,ar ARG,DFMF,Elche,es La Liga,24-039,1999,3.2,144,102,41,2,0,0,32,38,1,0,0,1,80,1,6,Matches
312,Rubén Blanco,es ESP,GK,Marseille,fr Ligue 1,27-248,1995,4.0,153,113,40,4,0,0,0,0,0,0,0,0,120,0,0,Matches
313,Ludovic Blas,fr FRA,FWMF,Nantes,fr Ligue 1,25-089,1997,22.8,877,791,81,35,2,22,75,10,25,16,7,0,702,5,17,Matches
314,Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,31-332,1991,18.0,768,640,127,26,0,0,0,0,0,0,0,0,683,1,1,Matches
315,Miha Blažič,si SVN,DF,Angers,fr Ligue 1,29-326,1993,19.7,1071,1023,48,46,1,5,1,2,0,0,0,0,932,0,1,Matches
316,Joaquín Blázquez,ar ARG,GK,Brest,fr Ligue 1,22-061,2001,1.0,29,13,16,5,0,1,0,0,0,0,0,0,21,0,1,Matches
317,Alexis Blin,fr FRA,MFDF,Lecce,it Serie A,26-195,1996,17.9,687,646,40,13,1,6,21,11,2,1,0,0,552,1,8,Matches
318,Daley Blind,nl NED,DFMF,Bayern Munich,de Bundesliga,33-021,1990,1.5,100,92,7,6,0,1,1,1,0,0,0,0,87,1,1,Matches
319,Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,22-075,2001,1.5,35,34,1,0,0,0,1,0,0,0,0,0,22,0,1,Matches
320,Jérôme Boateng,de GER,DF,Lyon,fr Ligue 1,34-208,1988,3.5,162,157,5,5,1,1,1,0,0,0,0,0,128,0,1,Matches
321,Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,de Bundesliga,36-024,1987,1.9,119,104,14,3,1,0,6,7,0,0,0,0,89,1,0,Matches
322,Antonin Bobichon,fr FRA,MF,Angers,fr Ligue 1,27-197,1995,0.2,20,19,1,0,1,0,2,0,1,1,0,0,12,0,2,Matches
323,Jean-Paul Boëtius,nl NED,MF,Hertha BSC,de Bundesliga,29-008,1994,9.5,340,313,23,16,4,6,4,0,0,0,0,0,248,4,4,Matches
324,Jeremie Boga,ci CIV,MFFW,Atalanta,it Serie A,26-086,1997,6.5,352,316,35,7,2,3,38,6,22,11,8,0,281,1,5,Matches
325,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,24-018,1999,5.5,270,260,10,10,0,1,1,0,0,0,0,0,232,0,5,Matches
326,Quentin Boisgard,fr FRA,MF,Lorient,fr Ligue 1,26-013,1997,2.0,98,91,7,1,0,0,8,0,5,3,2,0,79,0,2,Matches
327,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,32-055,1991,6.6,240,236,4,3,0,0,0,1,0,0,0,0,181,0,3,Matches
328,Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,33-220,1989,17.3,767,733,33,18,3,4,38,4,5,0,3,0,634,1,20,Matches
329,Federico Bonazzoli,it ITA,FWMF,Salernitana,it Serie A,25-313,1997,11.9,342,315,26,2,3,13,4,0,0,0,0,0,255,1,14,Matches
330,Warren Bondo,fr FRA,MF,Monza,it Serie A,19-196,2003,0.7,51,48,3,2,0,0,0,1,0,0,0,0,45,0,1,Matches
331,Theo Bongonda,cd COD,MFFW,Cádiz,es La Liga,27-130,1995,12.9,290,256,30,12,0,0,48,3,15,8,2,0,183,4,14,Matches
332,Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,26-315,1996,4.6,251,242,9,9,0,3,1,0,0,0,0,0,215,0,1,Matches
333,Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,35-333,1987,7.7,439,403,35,12,1,6,0,1,0,0,0,0,380,1,1,Matches
334,Neto Borges,br BRA,DF,Clermont Foot,fr Ligue 1,26-198,1996,24.0,1131,901,226,16,3,0,57,203,0,0,0,0,883,4,29,Matches
335,Yvandro Borges Sanches,lu LUX,FWMF,M'Gladbach,de Bundesliga,18-310,2004,0.3,9,8,1,0,0,0,2,0,0,0,0,0,8,0,0,Matches
336,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,24-008,1999,14.9,834,788,46,23,0,2,2,8,0,0,0,0,703,0,10,Matches
337,Rafael Borré,co COL,FWMF,Eint Frankfurt,de Bundesliga,27-196,1995,7.7,298,284,13,2,2,1,12,2,2,0,0,0,213,1,11,Matches
338,Erik Botheim,no NOR,FW,Salernitana,it Serie A,23-079,2000,3.9,87,84,2,0,0,0,3,0,0,0,0,0,55,1,4,Matches
339,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,23-077,2000,22.7,1180,1143,31,23,0,24,0,3,0,0,0,0,1018,6,3,Matches
340,Kenji-Van Boto,mg MAD,DF,Auxerre,fr Ligue 1,27-023,1996,1.0,30,26,4,2,0,0,2,2,0,0,0,0,23,0,1,Matches
341,Kouamé Botué,bf BFA,FWMF,Ajaccio,fr Ligue 1,20-235,2002,2.5,47,47,0,0,0,0,0,0,0,0,0,0,33,0,1,Matches
342,Badredine Bouanani,dz ALG,FWMF,Nice,fr Ligue 1,18-112,2004,3.7,143,128,14,3,1,2,17,4,7,2,2,0,107,1,5,Matches
343,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,23-188,1999,13.2,712,696,14,13,3,0,15,1,0,0,0,0,619,2,15,Matches
344,Franci Bouebari,fr FRA,DF,Strasbourg,fr Ligue 1,19-199,2003,0.8,23,15,8,0,0,0,1,8,0,0,0,0,13,0,1,Matches
