,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,Receiving,,
2164,Rodrigo,es ESP,FWMF,Leeds United,eng Premier League,32-024,1991,14.9,579,16,54,276,251,82,578,18,7,38.9,11,61.1,328,1640,671,33,13,20,40,13,408,112,Matches
2165,Rodrigo,es ESP,FWMF,Betis,es La Liga,22-318,2000,12.8,711,3,80,342,296,33,711,43,18,41.9,19,44.2,500,2742,1175,33,22,12,27,13,585,78,Matches
2166,Ángel Rodríguez,es ESP,FWMF,Mallorca,es La Liga,35-338,1987,3.0,85,4,8,41,36,15,85,3,0,0.0,3,100.0,61,262,58,2,1,2,7,3,69,14,Matches
2167,Óscar Rodríguez Arnaiz,es ESP,MF,Celta Vigo,es La Liga,24-275,1998,14.3,935,14,135,504,304,23,935,20,8,40.0,10,50.0,580,2405,1004,25,23,6,21,9,680,31,Matches
2168,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,34-297,1988,17.1,706,18,133,358,227,26,706,37,18,48.6,17,45.9,411,2338,1081,27,24,2,38,24,459,50,Matches
2169,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,28-352,1994,19.9,1262,64,350,779,143,9,1262,22,14,63.6,4,18.2,599,2130,1021,8,7,2,13,16,813,13,Matches
2170,Pablo Rodríguez,es ESP,FWMF,Lecce,it Serie A,21-238,2001,0.6,32,0,4,18,11,0,32,1,0,0.0,0,0.0,21,97,54,2,2,0,1,2,22,7,Matches
2171,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,30-217,1992,19.7,1333,87,487,657,195,8,1333,8,4,50.0,4,50.0,743,3909,2071,26,37,3,11,7,869,26,Matches
2172,Rodrygo,br BRA,FW,Real Madrid,es La Liga,22-080,2001,17.5,894,2,29,348,523,128,893,95,45,47.4,38,40.0,650,3867,2100,87,50,48,40,17,773,178,Matches
2173,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,23-279,1999,10.4,354,40,142,119,94,11,354,5,2,40.0,2,40.0,160,730,264,8,7,1,13,9,180,31,Matches
2174,Agustín Rogel,uy URU,DF,Hertha BSC,de Bundesliga,25-164,1997,12.3,579,69,327,240,15,8,579,0,0,,0,,250,1063,546,1,1,0,8,0,298,2,Matches
2175,Rogério,br BRA,DF,Sassuolo,it Serie A,25-076,1998,23.3,1628,70,579,732,335,18,1628,27,16,59.3,6,22.2,865,5220,2999,64,41,8,18,4,976,67,Matches
2176,Merlin Röhl,de GER,MF,Freiburg,de Bundesliga,20-268,2002,0.1,6,0,1,5,0,0,6,1,0,0.0,0,0.0,5,18,12,1,0,0,0,0,4,0,Matches
2177,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28-077,1995,22.7,1442,235,769,656,20,10,1442,1,1,100.0,0,0.0,696,2700,1254,3,3,1,4,3,921,2,Matches
2178,Simone Romagnoli,it ITA,DF,Lecce,it Serie A,33-049,1990,0.3,20,6,14,6,0,0,20,0,0,,0,,6,30,4,0,0,0,0,0,9,0,Matches
2179,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,24-337,1998,18.3,1316,206,668,577,80,12,1316,19,12,63.2,7,36.8,825,3872,2221,16,18,1,15,10,855,5,Matches
2180,Iván Romero,es ESP,MF,Sevilla,es La Liga,21-354,2001,0.1,5,0,0,3,2,0,5,0,0,,0,,4,19,1,0,0,0,1,1,4,0,Matches
2181,Luka Romero,ar ARG,FW,Lazio,it Serie A,18-132,2004,1.7,112,2,14,50,48,7,112,10,2,20.0,7,70.0,84,496,159,4,3,2,5,4,91,21,Matches
2182,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,31-187,1991,0.8,37,2,5,19,14,1,37,1,1,100.0,0,0.0,18,128,66,2,1,0,1,0,20,0,Matches
2183,Oriol Romeu,es ESP,MF,Girona,es La Liga,31-187,1991,21.8,1293,57,367,765,170,23,1293,13,12,92.3,0,0.0,766,2980,1416,10,19,1,18,16,882,15,Matches
2184,Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,38-053,1985,5.8,220,8,25,91,106,32,220,9,4,44.4,3,33.3,94,477,288,9,6,3,7,3,167,33,Matches
2185,Connor Ronan,ie IRL,MF,Wolves,eng Premier League,25-024,1998,0.0,4,0,0,3,1,0,4,1,1,100.0,0,0.0,1,4,2,0,0,0,0,0,3,1,Matches
2186,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,33-195,1989,1.2,36,1,2,15,19,4,36,1,1,100.0,0,0.0,16,33,3,0,1,0,1,1,32,7,Matches
2187,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28-113,1994,24.7,1797,65,390,1069,353,26,1797,34,22,64.7,11,32.4,1377,7908,3650,31,41,5,21,21,1239,49,Matches
2188,Marten de Roon,nl NED,MF,Atalanta,it Serie A,32-001,1991,21.9,1455,90,423,810,227,13,1455,7,3,42.9,3,42.9,752,3072,1333,10,22,1,13,9,886,13,Matches
2189,Pablo Rosario,nl NED,MFDF,Nice,fr Ligue 1,26-082,1997,13.5,825,46,237,448,143,10,825,11,3,27.3,7,63.6,637,2924,1319,15,16,0,13,8,596,27,Matches
2190,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,18-152,2004,0.3,22,3,8,7,7,1,22,1,1,100.0,0,0.0,12,26,14,0,0,0,0,0,10,2,Matches
2191,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,28-078,1995,5.0,192,15,60,99,36,2,192,14,8,57.1,6,42.9,95,612,265,2,4,0,4,2,103,3,Matches
2192,Anthony Rouault,fr FRA,DF,Toulouse,fr Ligue 1,21-305,2001,27.9,1820,280,974,795,58,28,1820,6,3,50.0,3,50.0,1227,6215,3326,10,7,1,20,3,1095,6,Matches
2193,Jérôme Roussillon,fr FRA,MFDF,Wolfsburg,de Bundesliga,30-083,1993,0.2,11,0,0,4,7,0,11,1,0,0.0,1,100.0,7,21,5,0,0,0,2,2,7,2,Matches
2194,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30-083,1993,3.1,179,7,47,69,66,3,179,9,1,11.1,6,66.7,80,463,177,4,5,0,4,2,87,14,Matches
2195,Nicolò Rovella,it ITA,MF,Monza,it Serie A,21-116,2001,11.5,966,26,223,587,168,6,966,9,4,44.4,4,44.4,595,3001,1425,14,26,1,13,6,694,11,Matches
2196,Nicolò Rovella,it ITA,MF,Juventus,it Serie A,21-116,2001,0.3,29,0,4,17,9,0,29,2,2,100.0,0,0.0,21,125,66,1,1,0,1,0,24,2,Matches
2197,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29-034,1994,19.2,1625,183,713,879,39,19,1625,3,2,66.7,1,33.3,1029,5242,3048,11,4,1,5,1,1186,2,Matches
2198,Ruan,br BRA,DF,Sassuolo,it Serie A,23-296,1999,10.3,611,102,399,206,8,6,611,3,2,66.7,1,33.3,291,1269,563,2,1,0,2,4,348,1,Matches
2199,Rubén,es ESP,DFMF,Espanyol,es La Liga,22-054,2001,7.2,346,17,95,140,121,19,346,20,10,50.0,8,40.0,174,1319,691,28,13,10,12,7,179,46,Matches
2200,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30-027,1993,17.8,1178,135,582,558,44,19,1178,1,1,100.0,0,0.0,782,3892,2438,8,5,0,7,0,863,3,Matches
2201,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,33-030,1990,6.0,367,18,94,196,79,4,367,3,0,0.0,3,100.0,178,688,342,5,2,0,10,5,210,4,Matches
2202,Daniele Rugani,it ITA,DF,Juventus,it Serie A,28-244,1994,3.9,233,33,138,87,8,3,233,0,0,,0,,143,643,417,2,0,0,1,0,163,0,Matches
2203,Matteo Ruggeri,it ITA,DFMF,Atalanta,it Serie A,20-262,2002,8.2,626,20,166,267,197,16,626,8,3,37.5,5,62.5,292,1256,635,19,12,3,5,5,380,59,Matches
2204,Mário Rui,pt POR,DF,Napoli,it Serie A,31-307,1991,16.6,1624,34,339,825,473,9,1624,12,5,41.7,5,41.7,965,4165,2625,46,51,1,9,6,1075,81,Matches
2205,Aitor Ruibal,es ESP,DFFW,Betis,es La Liga,27-008,1996,12.0,753,30,233,323,212,16,753,53,29,54.7,24,45.3,390,2123,1328,29,25,5,20,10,427,50,Matches
2206,Kays Ruiz,ma MAR,MF,Auxerre,fr Ligue 1,20-216,2002,0.7,41,0,19,19,4,1,41,1,1,100.0,0,0.0,31,160,68,1,0,1,2,1,23,2,Matches
2207,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,26-361,1996,14.7,1292,28,288,771,239,29,1292,18,9,50.0,9,50.0,1095,4668,2128,19,14,3,18,12,1023,56,Matches
2208,Víctor Ruiz,es ESP,DF,Betis,es La Liga,34-064,1989,6.2,315,50,180,128,8,4,315,0,0,,0,,167,877,447,4,3,1,1,0,183,0,Matches
2209,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30-314,1992,14.0,579,476,577,3,0,0,579,0,0,,0,,335,1591,1061,0,0,0,0,0,283,0,Matches
2210,Franco Russo,ar ARG,DF,Mallorca,es La Liga,28-156,1994,1.6,78,12,47,28,3,0,78,0,0,,0,,43,163,63,0,0,0,0,1,41,0,Matches
2211,Georginio Rutter,fr FRA,FWMF,Leeds United,eng Premier League,20-344,2002,2.1,88,4,11,34,43,10,88,17,6,35.3,9,52.9,53,272,102,5,1,2,10,12,63,12,Matches
2212,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20-344,2002,11.2,338,9,27,98,219,67,338,71,34,47.9,34,47.9,235,1541,723,32,11,24,46,25,260,75,Matches
2213,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,25-133,1997,11.5,627,29,176,246,215,12,627,38,18,47.4,15,39.5,292,1652,690,20,16,4,11,14,293,32,Matches
2214,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25-133,1997,7.8,595,21,173,284,145,5,595,25,9,36.0,11,44.0,298,1513,802,27,15,2,11,12,357,30,Matches
2215,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30-238,1992,21.0,972,652,960,12,0,0,972,0,0,,0,,633,3467,2243,0,0,0,0,0,525,0,Matches
2216,José Sá,pt POR,GK,Wolves,eng Premier League,30-072,1993,28.0,1012,914,1009,4,0,0,1012,2,2,100.0,0,0.0,575,3537,2304,0,0,0,3,0,474,0,Matches
2217,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30-025,1993,14.2,930,65,298,425,218,9,930,27,14,51.9,9,33.3,483,2434,1404,34,28,2,20,20,531,47,Matches
2218,Halid Šabanović,ba BIH,DFFW,Angers,fr Ligue 1,23-220,1999,3.7,206,11,49,114,44,2,206,5,3,60.0,2,40.0,126,670,292,1,5,1,5,2,111,11,Matches
2219,Abdelhamid Sabiri,ma MAR,MF,Sampdoria,it Serie A,26-122,1996,11.2,585,13,56,285,250,31,583,38,13,34.2,17,44.7,343,1433,514,7,20,5,31,25,401,53,Matches
2220,Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,29-013,1994,3.1,202,10,45,107,52,5,202,0,0,,0,,101,327,121,1,3,0,1,3,117,6,Matches
2221,Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,29-013,1994,7.0,548,10,88,323,141,9,548,3,1,33.3,2,66.7,312,1283,572,7,8,0,6,3,368,19,Matches
2222,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,27-333,1995,20.0,1081,99,368,494,234,22,1081,29,12,41.4,13,44.8,687,4296,2040,34,26,5,22,7,600,57,Matches
2223,Umar Sadiq,ng NGA,FW,Almería,es La Liga,26-056,1997,2.7,74,3,6,31,39,18,74,12,4,33.3,8,66.7,47,390,211,5,8,6,7,11,53,7,Matches
2224,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26-056,1997,0.9,26,1,2,9,15,2,26,3,2,66.7,0,0.0,16,62,9,0,0,1,6,2,21,6,Matches
2225,Alexis Saelemaekers,be BEL,FWDF,Milan,it Serie A,23-276,1999,9.7,508,11,81,209,225,26,508,29,10,34.5,15,51.7,294,1853,899,30,13,9,28,16,338,90,Matches
2226,Wesley Saïd,fr FRA,FWMF,Lens,fr Ligue 1,27-345,1995,6.6,240,1,10,132,104,34,240,22,14,63.6,8,36.4,197,1138,427,15,9,4,17,6,193,56,Matches
2227,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,26-018,1997,9.6,454,5,47,157,265,49,454,73,39,53.4,25,34.2,323,2916,1683,60,36,22,22,26,350,88,Matches
2228,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24-161,1998,3.9,226,12,48,124,56,6,226,8,4,50.0,4,50.0,150,730,301,3,6,1,5,3,142,29,Matches
2229,Samuel Sáiz,es ESP,MF,Girona,es La Liga,32-067,1991,2.7,192,0,21,98,75,7,190,10,4,40.0,6,60.0,131,713,244,5,5,2,10,4,154,18,Matches
2230,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21-206,2001,26.7,1456,13,116,381,974,182,1454,122,44,36.1,55,45.1,930,6537,3444,131,67,62,62,46,1054,405,Matches
2231,Hamza Sakhi,ma MAR,MF,Auxerre,fr Ligue 1,26-296,1996,17.7,1054,18,158,588,321,27,1054,26,14,53.8,6,23.1,790,4718,1963,41,34,3,20,13,738,71,Matches
2232,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33-045,1990,6.0,408,48,178,224,6,4,408,0,0,,0,,297,1529,958,0,0,0,0,0,281,1,Matches
2233,Jacopo Sala,it ITA,MF,Spezia,it Serie A,31-115,1991,1.2,57,2,14,28,16,2,57,3,0,0.0,2,66.7,32,119,68,2,0,0,1,0,34,3,Matches
2234,Ibrahim Salah,ma MAR,FWMF,Rennes,fr Ligue 1,21-212,2001,1.5,87,0,16,35,36,3,87,6,6,100.0,0,0.0,64,479,202,6,4,0,1,2,57,16,Matches
2235,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30-288,1992,25.7,1022,3,59,328,645,183,1021,85,30,35.3,48,56.5,688,4085,1856,70,33,52,80,57,816,275,Matches
2236,Amine Salama,fr FRA,FWMF,Angers,fr Ligue 1,22-255,2000,13.9,484,6,51,232,215,48,484,56,22,39.3,31,55.4,360,2756,1060,35,19,16,48,19,351,94,Matches
2237,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22-006,2001,26.8,2056,174,905,1094,64,15,2056,11,8,72.7,1,9.1,1323,6658,3908,13,14,1,15,6,1423,2,Matches
2238,Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19-295,2003,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
2239,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23-347,1999,21.9,1504,220,755,635,124,25,1504,10,7,70.0,3,30.0,725,3391,1556,5,11,0,5,9,757,4,Matches
2240,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,25-312,1997,7.0,281,5,32,125,125,24,281,15,8,53.3,5,33.3,177,902,363,13,5,1,14,7,208,45,Matches
2241,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,30-129,1992,24.9,1479,217,731,686,76,17,1479,13,6,46.2,5,38.5,1041,6100,3076,17,20,2,6,4,920,7,Matches
2242,Salvi,es ESP,FWMF,Rayo Vallecano,es La Liga,32-000,1991,3.5,158,3,22,53,84,9,158,7,3,42.9,4,57.1,92,606,265,17,8,1,3,4,103,34,Matches
2243,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21-034,2002,11.7,661,11,91,313,268,32,661,40,17,42.5,22,55.0,369,2156,920,22,20,7,20,14,402,38,Matches
2244,Diadie Samassékou,ml MLI,MFFW,Hoffenheim,de Bundesliga,27-078,1996,0.4,23,1,5,15,3,0,23,1,1,100.0,0,0.0,9,39,13,0,0,0,0,0,13,1,Matches
2245,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,27-144,1995,21.7,689,14,72,331,305,103,688,71,30,42.3,33,46.5,447,2956,1114,39,13,19,86,45,450,127,Matches
2246,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,28-339,1994,28.0,982,682,967,17,0,0,982,1,1,100.0,0,0.0,744,3951,2317,0,0,0,1,0,544,0,Matches
2247,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,23-159,1999,2.2,154,6,32,95,29,0,154,2,1,50.0,0,0.0,96,393,145,0,6,0,1,1,113,2,Matches
2248,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,23-159,1999,5.2,293,19,103,153,38,0,293,5,1,20.0,2,40.0,151,736,341,2,2,0,3,4,186,2,Matches
2249,Junior Sambia,fr FRA,DF,Salernitana,it Serie A,26-204,1996,5.6,368,20,86,159,125,10,368,21,6,28.6,14,66.7,189,1103,637,18,17,4,7,6,212,25,Matches
2250,Samuel,br BRA,FWMF,Valencia,es La Liga,23-097,1999,23.1,1129,9,114,415,623,118,1129,86,36,41.9,37,43.0,755,4899,2743,98,64,47,67,38,835,182,Matches
2251,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,26-014,1997,12.9,527,44,179,307,46,6,527,2,1,50.0,0,0.0,258,986,413,1,5,1,7,5,289,5,Matches
2252,Antonio Sanabria,py PAR,FW,Torino,it Serie A,27-026,1996,17.1,592,8,36,277,287,72,591,24,12,50.0,8,33.3,307,1345,310,9,8,4,51,15,441,85,Matches
2253,Leandro Sanca,pt POR,FWMF,Spezia,it Serie A,23-085,2000,0.4,17,0,1,6,11,0,17,5,3,60.0,2,40.0,10,66,15,1,1,0,1,1,11,3,Matches
2254,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22-339,2000,19.4,880,11,81,436,382,58,879,58,30,51.7,19,32.8,593,3596,1896,61,47,12,58,38,670,101,Matches
2255,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,25-224,1997,5.1,486,8,71,319,103,13,486,6,4,66.7,2,33.3,413,2291,1255,16,13,2,9,4,399,20,Matches
2256,Alexis Sánchez,cl CHI,FW,Marseille,fr Ligue 1,34-101,1988,21.0,913,6,57,382,483,106,910,50,25,50.0,20,40.0,698,3467,964,27,16,15,70,44,704,159,Matches
2257,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26-088,1997,7.6,394,5,68,200,136,14,394,20,11,55.0,9,45.0,249,1630,639,17,16,2,20,15,255,40,Matches
2258,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26-291,1996,6.4,490,63,255,204,32,8,490,4,1,25.0,2,50.0,278,1065,538,4,2,0,2,2,333,3,Matches
2259,Iván Sánchez,es ESP,MFFW,Valladolid,es La Liga,30-188,1992,11.5,543,8,90,267,199,24,543,51,28,54.9,14,27.5,394,3084,1640,48,25,12,17,15,416,48,Matches
2260,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,26-016,1997,19.7,1108,173,654,430,34,13,1108,6,6,100.0,0,0.0,629,3471,2179,17,7,1,6,4,706,4,Matches
2261,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,22-218,2000,13.5,809,36,168,360,289,26,809,20,6,30.0,12,60.0,402,1813,983,22,16,3,16,8,465,65,Matches
2262,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,25-132,1997,22.0,791,662,787,4,0,0,791,0,0,,0,,498,2281,1390,0,0,0,0,0,458,0,Matches
2263,Jadon Sancho,eng ENG,FWMF,Manchester Utd,eng Premier League,23-005,2000,10.3,506,5,60,184,270,52,506,41,16,39.0,22,53.7,334,1907,1068,42,17,23,31,11,378,80,Matches
2264,Alex Sandro,br BRA,DF,Juventus,it Serie A,32-063,1991,16.2,1177,97,416,618,154,10,1177,21,14,66.7,2,9.5,607,3329,1959,40,28,2,23,11,733,20,Matches
2265,Leroy Sané,de GER,MFFW,Bayern Munich,de Bundesliga,27-078,1996,16.5,1070,7,79,485,529,78,1070,103,62,60.2,37,35.9,718,4358,1805,56,43,22,45,45,890,136,Matches
2266,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19-343,2003,0.3,10,1,1,4,5,0,10,1,0,0.0,0,0.0,5,15,12,0,0,0,1,0,6,0,Matches
2267,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,28-224,1994,0.1,9,1,1,4,4,0,9,0,0,,0,,5,11,9,0,0,0,1,0,5,0,Matches
2268,Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,28-224,1994,6.2,300,6,42,169,95,16,300,22,6,27.3,9,40.9,218,1500,679,16,16,5,18,10,203,34,Matches
2269,Nicola Sansone,it ITA,FW,Bologna,it Serie A,31-201,1991,4.8,175,3,17,75,88,17,175,12,3,25.0,7,58.3,120,730,322,14,11,6,16,8,140,42,Matches
2270,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28-021,1995,13.7,1094,25,194,741,166,13,1094,11,5,45.5,5,45.5,831,4077,1889,7,25,1,22,9,766,16,Matches
2271,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,31-099,1991,10.2,485,9,55,187,250,48,485,36,15,41.7,16,44.4,325,2258,1193,42,27,12,22,15,378,98,Matches
2272,Pablo Sarabia,es ESP,FWMF,Wolves,eng Premier League,30-323,1992,5.7,298,4,45,123,136,18,298,9,1,11.1,7,77.8,186,899,391,9,11,0,4,10,207,37,Matches
2273,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,30-323,1992,4.1,225,1,40,91,94,15,225,5,1,20.0,3,60.0,181,953,406,9,8,0,11,7,178,37,Matches
2274,Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,22-185,2000,16.1,911,12,114,439,371,42,910,40,18,45.0,15,37.5,710,4144,1882,49,45,9,30,46,676,91,Matches
2275,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20-287,2002,2.0,100,0,13,39,48,10,100,11,6,54.5,4,36.4,69,386,129,5,3,1,6,7,77,20,Matches
2276,Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,22-019,2001,4.6,146,1,9,69,71,13,146,12,3,25.0,8,66.7,101,619,237,9,13,3,13,5,96,32,Matches
2277,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,24-066,1999,8.0,590,54,210,366,17,1,590,4,2,50.0,2,50.0,457,2591,1656,5,7,2,4,2,410,2,Matches
2278,Martin Satriano,uy URU,FW,Empoli,it Serie A,22-038,2001,18.0,563,16,61,239,274,71,563,46,17,37.0,27,58.7,326,1728,703,28,21,12,48,43,436,120,Matches
2279,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31-098,1991,22.0,1618,36,233,905,513,26,1613,99,50,50.5,32,32.3,1170,6693,2883,39,50,2,47,38,1082,86,Matches
2280,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31-314,1991,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
2281,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32-081,1991,17.6,1131,135,538,563,31,5,1131,5,4,80.0,0,0.0,708,3582,2290,20,5,1,2,3,786,6,Matches
2282,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,20-089,2002,20.9,1160,69,381,555,232,18,1160,24,10,41.7,11,45.8,592,2841,1320,24,20,1,18,12,674,53,Matches
2283,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,19-109,2003,16.4,1094,81,417,541,146,16,1094,18,7,38.9,9,50.0,584,2218,1249,12,12,3,8,6,693,17,Matches
2284,Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,24-088,1999,10.3,273,5,13,135,128,38,273,14,6,42.9,6,42.9,143,660,282,13,7,3,23,18,203,48,Matches
2285,Gustavo Scarpa,br BRA,MFFW,Nott'ham Forest,eng Premier League,29-084,1994,1.8,92,2,21,48,24,1,92,2,1,50.0,1,50.0,58,461,289,8,4,0,0,0,62,4,Matches
2286,Kevin Schade,de GER,FWMF,Brentford,eng Premier League,21-123,2001,2.1,95,2,13,33,53,17,95,15,6,40.0,7,46.7,42,520,196,8,5,4,6,3,55,16,Matches
2287,Kevin Schade,de GER,FWMF,Freiburg,de Bundesliga,21-123,2001,2.0,100,3,12,37,52,13,100,12,3,25.0,8,66.7,48,319,129,7,3,5,8,6,68,20,Matches
2288,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,23-351,1999,8.4,336,12,80,159,108,13,336,29,7,24.1,14,48.3,169,963,404,14,11,4,19,12,180,17,Matches
2289,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,31-100,1991,23.8,1508,174,744,638,139,50,1508,10,3,30.0,5,50.0,807,4431,2914,21,19,2,15,6,887,18,Matches
2290,Derry Scherhant,de GER,FW,Hertha BSC,de Bundesliga,20-140,2002,2.1,59,2,10,26,26,6,59,10,4,40.0,6,60.0,33,144,44,3,0,4,6,6,39,10,Matches
2291,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,27-065,1996,10.5,358,8,22,168,172,48,358,16,7,43.8,8,50.0,195,697,234,8,9,3,28,13,298,68,Matches
2292,Kingsley Schindler,gh GHA,DFMF,Köln,de Bundesliga,29-261,1993,7.8,445,24,121,201,127,9,445,16,5,31.3,9,56.3,212,906,339,9,10,1,19,10,240,40,Matches
2293,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,25-183,1997,16.3,1060,35,270,656,155,3,1060,22,12,54.5,7,31.8,661,3245,1765,21,21,1,20,12,718,11,Matches
2294,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,25-336,1997,0.2,11,2,8,3,0,0,11,0,0,,0,,2,3,3,0,0,0,0,0,2,0,Matches
2295,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,25-336,1997,6.2,339,59,171,148,20,12,339,1,0,0.0,1,100.0,134,566,324,0,0,0,2,3,141,2,Matches
2296,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,23-119,1999,24.3,2099,192,957,1058,107,22,2099,17,10,58.8,3,17.6,1284,6215,3889,38,38,1,14,7,1457,13,Matches
2297,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,30-097,1992,22.5,979,57,245,536,216,31,979,40,20,50.0,15,37.5,497,2394,968,23,17,8,24,22,581,49,Matches
2298,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,36-145,1986,26.0,921,820,919,2,0,0,921,0,0,,0,,622,2907,1484,0,0,0,2,0,436,0,Matches
2299,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,23-062,2000,12.1,721,15,106,375,248,16,721,35,12,34.3,20,57.1,410,1945,987,21,23,6,32,15,491,51,Matches
2300,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,20-300,2002,0.1,5,1,1,5,0,0,5,0,0,,0,,1,16,16,0,0,0,0,0,1,0,Matches
2301,Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,25-029,1998,10.1,602,15,87,374,155,15,602,35,24,68.6,9,25.7,369,2010,932,22,18,3,15,11,420,37,Matches
2302,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28-133,1994,20.2,1332,61,358,587,394,17,1332,8,2,25.0,6,75.0,576,2462,1386,36,31,3,19,6,695,107,Matches
2303,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,26-077,1997,18.2,1091,60,310,673,118,8,1091,29,13,44.8,10,34.5,588,2382,930,8,8,0,32,16,694,15,Matches
2304,Perr Schuurs,nl NED,DF,Torino,it Serie A,23-124,1999,18.1,1010,106,522,457,45,11,1010,10,6,60.0,3,30.0,479,2384,1110,8,9,0,15,6,528,1,Matches
2305,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27-339,1995,25.0,1074,748,1058,17,0,0,1074,0,0,,0,,687,3265,1980,0,1,1,1,0,657,0,Matches
