,,,,,,,,Playing Time,,,,Performance,,,,,,,Per 90 Minutes,,,,,Expected,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
2048,Andreas Pereira\Andreas-Pereira,br BRA,MFFW,Lazio,it Serie A,24,1996,26,3,543,6.0,1,2,1,0,0,7,1,0.17,0.33,0.50,0.17,0.50,0.9,0.7,2.0,2.7,0.14,0.32,0.47,0.12,0.44,Matches
2049,Danilo Pereira\Danilo-Pereira,pt POR,MFDF,Paris S-G,fr Ligue 1,28,1991,23,16,1430,15.9,2,1,2,0,0,3,0,0.13,0.06,0.19,0.13,0.19,1.8,1.8,0.3,2.1,0.11,0.02,0.13,0.11,0.13,Matches
2050,Matheus Pereira\Matheus-Pereira,br BRA,MFFW,West Brom,eng Premier League,24,1996,33,30,2577,28.6,11,6,7,4,4,2,1,0.38,0.21,0.59,0.24,0.45,7.2,4.1,5.4,9.5,0.25,0.19,0.44,0.14,0.33,Matches
2051,Pedro Pereira\Pedro-Pereira,pt POR,DF,Crotone,it Serie A,22,1998,35,29,2549,28.3,0,4,0,0,0,6,0,0.00,0.14,0.14,0.00,0.14,0.7,0.7,2.4,3.1,0.02,0.09,0.11,0.02,0.11,Matches
2052,Ricardo Pereira\Ricardo-Pereira,pt POR,DF,Leicester City,eng Premier League,26,1993,15,10,959,10.7,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,0.5,0.9,0.04,0.05,0.09,0.04,0.09,Matches
2053,Gastón Pereiro\Gaston-Pereiro,uy URU,MFFW,Cagliari,it Serie A,25,1995,15,2,272,3.0,2,2,2,0,0,0,0,0.66,0.66,1.32,0.66,1.32,1.7,1.7,0.7,2.4,0.57,0.24,0.81,0.57,0.81,Matches
2054,Bruno Peres\Bruno-Peres,br BRA,DF,Roma,it Serie A,30,1990,30,14,1427,15.9,1,2,1,0,0,6,0,0.06,0.13,0.19,0.06,0.19,1.2,1.2,4.1,5.3,0.08,0.26,0.33,0.08,0.33,Matches
2055,Roberto Pereyra\Roberto-Pereyra,ar ARG,MFFW,Udinese,it Serie A,29,1991,34,34,2925,32.5,5,7,4,1,1,8,0,0.15,0.22,0.37,0.12,0.34,3.7,2.9,3.2,6.1,0.11,0.10,0.21,0.09,0.19,Matches
2056,Ayoze Pérez\Ayoze-Perez,es ESP,MFFW,Leicester City,eng Premier League,27,1993,25,15,1331,14.8,2,1,2,0,0,2,0,0.14,0.07,0.20,0.14,0.20,3.2,3.2,1.3,4.5,0.22,0.08,0.30,0.22,0.30,Matches
2057,Carles Pérez\Carles-Perez,es ESP,FWMF,Roma,it Serie A,22,1998,21,6,773,8.6,2,1,2,0,0,0,0,0.23,0.12,0.35,0.23,0.35,2.8,2.8,1.3,4.0,0.32,0.15,0.47,0.32,0.47,Matches
2058,Iñigo Pérez\Inigo-Perez,es ESP,MFDF,Osasuna,es La Liga,32,1988,22,16,1347,15.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.1,0.03,0.04,0.07,0.03,0.07,Matches
2059,Juan Pérez\Juan-Perez,es ESP,GK,Osasuna,es La Liga,24,1996,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2060,Kike Pérez\Kike-Perez,es ESP,MF,Valladolid,es La Liga,23,1997,24,12,1159,12.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,1.0,2.0,0.08,0.08,0.15,0.08,0.15,Matches
2061,Lucas Pérez\Lucas-Perez,es ESP,FW,Alavés,es La Liga,31,1988,28,19,1759,19.5,4,4,1,3,4,1,0,0.20,0.20,0.41,0.05,0.26,6.5,3.5,4.8,8.3,0.33,0.25,0.58,0.18,0.42,Matches
2062,Luis Pérez\Luis-Perez,es ESP,DF,Valladolid,es La Liga,25,1995,22,15,1297,14.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
2063,Manuel Perez\Manuel-Perez,fr FRA,MF,Lens,fr Ligue 1,29,1991,4,1,128,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches
2064,Nehuén Pérez\Nehuen-Perez,ar ARG,DF,Granada,es La Liga,20,2000,14,9,741,8.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.09,0.00,0.09,0.09,0.09,Matches
2065,Mattia Perin\Mattia-Perin,it ITA,GK,Genoa,it Serie A,27,1992,32,32,2879,32.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2066,Ivan Perišić\Ivan-Perisic,hr CRO,DFFW,Inter,it Serie A,31,1989,32,20,1795,19.9,4,3,4,0,0,3,0,0.20,0.15,0.35,0.20,0.35,4.4,4.4,4.5,8.9,0.22,0.22,0.44,0.22,0.44,Matches
2067,Romain Perraud\Romain-Perraud,fr FRA,DF,Brest,fr Ligue 1,22,1997,36,35,3140,34.9,3,7,3,0,0,4,0,0.09,0.20,0.29,0.09,0.29,2.1,2.1,3.1,5.2,0.06,0.09,0.15,0.06,0.15,Matches
2068,Lucas Perrin\Lucas-Perrin,fr FRA,DF,Marseille,fr Ligue 1,21,1998,7,3,308,3.4,1,0,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29,0.3,0.3,0.0,0.4,0.10,0.01,0.10,0.10,0.10,Matches
2069,Pavao Pervan\Pavao-Pervan,at AUT,GK,Wolfsburg,de Bundesliga,32,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2070,Matteo Pessina\Matteo-Pessina,it ITA,MF,Atalanta,it Serie A,23,1997,28,21,1645,18.3,2,2,2,0,0,2,0,0.11,0.11,0.22,0.11,0.22,2.5,2.5,2.4,4.8,0.13,0.13,0.26,0.13,0.26,Matches
2071,Andrea Petagna\Andrea-Petagna,it ITA,FW,Napoli,it Serie A,25,1995,26,9,964,10.7,4,3,4,0,0,0,0,0.37,0.28,0.65,0.37,0.65,4.1,4.1,2.0,6.1,0.38,0.18,0.56,0.38,0.56,Matches
2072,Nils Petersen\Nils-Petersen,de GER,FW,Freiburg,de Bundesliga,31,1988,32,12,1301,14.5,8,0,7,1,1,0,0,0.55,0.00,0.55,0.48,0.48,6.4,5.6,1.5,7.1,0.44,0.10,0.55,0.39,0.49,Matches
2073,Lukas Petkov\Lukas-Petkov,de GER,MF,Augsburg,de Bundesliga,19,2000,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2074,Jacopo Petriccione\Jacopo-Petriccione,it ITA,MF,Crotone,it Serie A,25,1995,20,11,958,10.6,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Matches
2075,Jens Petter Hauge\Jens-Petter-Hauge,no NOR,FWMF,Milan,it Serie A,20,1999,18,3,532,5.9,2,0,2,0,0,0,0,0.34,0.00,0.34,0.34,0.34,0.7,0.7,1.8,2.5,0.11,0.31,0.42,0.11,0.42,Matches
2076,Germán Pezzella\German-Pezzella,ar ARG,DF,Fiorentina,it Serie A,29,1991,32,32,2743,30.5,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,1.3,1.3,0.2,1.6,0.04,0.01,0.05,0.04,0.05,Matches
2077,Giuseppe Pezzella\Giuseppe-Pezzella,it ITA,DF,Parma,it Serie A,22,1997,24,21,1828,20.3,1,4,1,0,0,7,0,0.05,0.20,0.25,0.05,0.25,0.3,0.3,2.8,3.0,0.01,0.14,0.15,0.01,0.15,Matches
2078,Maximilian Philipp\Maximilian-Philipp,de GER,MF,Wolfsburg,de Bundesliga,26,1994,24,13,1111,12.3,6,2,6,0,0,3,0,0.49,0.16,0.65,0.49,0.65,3.0,3.0,1.5,4.5,0.25,0.12,0.37,0.25,0.37,Matches
2079,Rayan Philippe\Rayan-Philippe,fr FRA,FW,Dijon,fr Ligue 1,19,2000,4,1,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.27,0.00,0.27,0.27,0.27,Matches
2080,Romain Philippoteaux\Romain-Philippoteaux,fr FRA,FW,Nîmes,fr Ligue 1,32,1988,3,3,214,2.4,1,1,1,0,0,0,0,0.42,0.42,0.84,0.42,0.84,0.6,0.6,0.5,1.1,0.27,0.20,0.47,0.27,0.47,Matches
2081,Romain Philippoteaux\Romain-Philippoteaux,fr FRA,MFFW,Brest,fr Ligue 1,32,1988,17,8,581,6.5,1,0,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,0.7,0.7,0.3,1.0,0.11,0.04,0.16,0.11,0.16,Matches
2082,Kalvin Phillips\Kalvin-Phillips,eng ENG,MF,Leeds United,eng Premier League,24,1995,29,28,2428,27.0,1,2,1,0,0,10,0,0.04,0.07,0.11,0.04,0.11,0.4,0.4,3.8,4.1,0.01,0.14,0.15,0.01,0.15,Matches
2083,Matt Phillips\Matt-Phillips,sco SCO,MF,West Brom,eng Premier League,29,1991,33,20,1828,20.3,2,1,2,0,0,1,0,0.10,0.05,0.15,0.10,0.15,2.5,2.5,3.1,5.6,0.12,0.15,0.27,0.12,0.27,Matches
2084,Nathaniel Phillips\Nathaniel-Phillips,eng ENG,DF,Liverpool,eng Premier League,23,1997,17,15,1456,16.2,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,0.4,1.5,0.07,0.02,0.09,0.07,0.09,Matches
2085,Jaden Philogene Bidace\Jaden-Philogene-Bidace,eng ENG,FW,Aston Villa,eng Premier League,18,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2086,Krzysztof Piątek\Krzysztof-Piatek,pl POL,FW,Hertha BSC,de Bundesliga,25,1995,32,18,1630,18.1,7,1,7,0,1,4,0,0.39,0.06,0.44,0.39,0.44,6.7,5.9,1.3,7.2,0.37,0.07,0.44,0.33,0.40,Matches
2087,Pablo Piatti\Pablo-Piatti,ar ARG,MFFW,Elche,es La Liga,31,1989,9,3,361,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.12,0.08,0.20,0.12,0.20,Matches
2088,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Atalanta,it Serie A,27,1992,1,0,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.10,0.00,0.10,0.10,0.10,Matches
2089,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Valencia,es La Liga,27,1992,3,0,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
2090,Roberto Piccoli\Roberto-Piccoli,it ITA,FW,Spezia,it Serie A,19,2001,20,8,703,7.8,5,0,5,0,0,0,0,0.64,0.00,0.64,0.64,0.64,3.9,3.9,0.5,4.3,0.49,0.06,0.55,0.49,0.55,Matches
2091,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,eng Premier League,26,1994,31,31,2742,30.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2092,Jérémy Pied\Jeremy-Pied,fr FRA,DF,Lille,fr Ligue 1,31,1989,6,4,318,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.5,0.01,0.12,0.13,0.01,0.13,Matches
2093,Amos Pieper\Amos-Pieper,de GER,DF,Arminia,de Bundesliga,22,1998,30,30,2682,29.8,1,1,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07,1.0,1.0,0.5,1.5,0.03,0.02,0.05,0.03,0.05,Matches
2094,Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel,fr FRA,DF,Brest,fr Ligue 1,22,1998,29,28,2305,25.6,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,0.5,0.5,0.9,1.4,0.02,0.04,0.06,0.02,0.06,Matches
2095,Erik Pieters\Erik-Pieters,nl NED,DFMF,Burnley,eng Premier League,31,1988,20,13,1266,14.1,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.5,0.7,0.01,0.03,0.05,0.01,0.05,Matches
2096,Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,es La Liga,32,1987,33,31,2575,28.6,1,1,1,0,0,12,0,0.03,0.03,0.07,0.03,0.07,0.5,0.5,0.6,1.1,0.02,0.02,0.04,0.02,0.04,Matches
2097,Andrea Pinamonti\Andrea-Pinamonti,it ITA,FW,Inter,it Serie A,21,1999,8,1,169,1.9,1,0,1,0,0,0,0,0.53,0.00,0.53,0.53,0.53,1.0,1.0,0.1,1.1,0.53,0.06,0.59,0.53,0.59,Matches
2098,Yeremi Pino\Yeremi-Pino,es ESP,FWMF,Villarreal,es La Liga,17,2002,24,6,797,8.9,3,1,3,0,0,4,0,0.34,0.11,0.45,0.34,0.45,1.5,1.5,0.9,2.4,0.17,0.10,0.27,0.17,0.27,Matches
2099,Carlo Pinsoglio\Carlo-Pinsoglio,it ITA,GK,Juventus,it Serie A,30,1990,1,0,23,0.3,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2100,Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,es La Liga,33,1987,18,18,1481,16.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,1.1,0.04,0.03,0.07,0.04,0.07,Matches
2101,Fabio Pisacane\Fabio-Pisacane,it ITA,DF,Cagliari,it Serie A,34,1986,5,2,228,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2102,Łukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,de Bundesliga,35,1985,11,5,455,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.06,0.07,0.00,0.07,Matches
2103,Marko Pjaca\Marko-Pjaca,hr CRO,FWMF,Genoa,it Serie A,25,1995,35,15,1418,15.8,3,2,3,0,0,0,0,0.19,0.13,0.32,0.19,0.32,2.9,2.9,2.1,5.0,0.18,0.13,0.32,0.18,0.32,Matches
2104,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Barcelona,es La Liga,30,1990,19,6,627,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,1.0,2.2,0.17,0.14,0.31,0.17,0.31,Matches
2105,Óscar Plano\Oscar-Plano,es ESP,MFFW,Valladolid,es La Liga,29,1991,36,30,2517,28.0,5,5,5,0,0,1,1,0.18,0.18,0.36,0.18,0.36,4.3,4.3,1.6,5.9,0.15,0.06,0.21,0.15,0.21,Matches
2106,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,28,1992,16,12,1071,11.9,0,2,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.1,0.1,1.3,1.3,0.01,0.11,0.11,0.01,0.11,Matches
2107,Alassane Pléa\Alassane-Plea,fr FRA,FW,M'Gladbach,de Bundesliga,27,1993,29,19,1803,20.0,6,1,6,0,0,2,0,0.30,0.05,0.35,0.30,0.35,5.1,5.1,3.9,9.0,0.26,0.20,0.45,0.26,0.45,Matches
2108,Dani Plomer\Dani-Plomer,es ESP,FW,Granada,es La Liga,21,1998,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2109,Tommaso Pobega\Tommaso-Pobega,it ITA,MF,Spezia,it Serie A,21,1999,20,17,1229,13.7,6,0,6,0,0,6,0,0.44,0.00,0.44,0.44,0.44,3.5,3.5,0.5,4.0,0.25,0.04,0.29,0.25,0.29,Matches
2110,Daniel Podence\Daniel-Podence,pt POR,MFFW,Wolves,eng Premier League,24,1995,24,22,1661,18.5,3,2,3,0,0,3,0,0.16,0.11,0.27,0.16,0.27,3.1,3.1,1.9,5.0,0.17,0.10,0.27,0.17,0.27,Matches
2111,Paul Pogba\Paul-Pogba,fr FRA,MFFW,Manchester Utd,eng Premier League,27,1993,26,21,1897,21.1,3,3,3,0,0,3,0,0.14,0.14,0.28,0.14,0.28,2.1,2.1,2.1,4.2,0.10,0.10,0.20,0.10,0.20,Matches
2112,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,FW,Union Berlin,de Bundesliga,25,1994,19,10,851,9.5,6,0,6,0,0,0,0,0.63,0.00,0.63,0.63,0.63,6.9,6.9,1.4,8.2,0.73,0.15,0.87,0.73,0.87,Matches
2113,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,MF,Leverkusen,de Bundesliga,25,1994,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2114,Andrea Poli\Andrea-Poli,it ITA,MF,Bologna,it Serie A,30,1989,18,4,383,4.3,1,0,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,0.9,0.9,0.4,1.3,0.21,0.10,0.31,0.21,0.31,Matches
2115,Matteo Politano\Matteo-Politano,it ITA,FW,Napoli,it Serie A,26,1993,37,22,1908,21.2,9,4,9,0,0,3,0,0.42,0.19,0.61,0.42,0.61,5.2,5.2,3.1,8.4,0.25,0.15,0.40,0.25,0.40,Matches
2116,Jorge Pombo\Jorge-Pombo,es ESP,FWMF,Cádiz,es La Liga,26,1994,12,5,523,5.8,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.3,1.3,0.4,1.7,0.23,0.07,0.29,0.23,0.29,Matches
2117,Marin Pongračić\Marin-Pongracic,hr CRO,DF,Wolfsburg,de Bundesliga,22,1997,10,7,575,6.4,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2118,Pere Pons\Pere-Pons,es ESP,MF,Alavés,es La Liga,27,1993,22,12,1186,13.2,2,0,2,0,0,1,0,0.15,0.00,0.15,0.15,0.15,0.8,0.8,1.5,2.4,0.06,0.12,0.18,0.06,0.18,Matches
2119,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,eng Premier League,28,1992,32,32,2880,32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matches
2120,Manolo Portanova\Manolo-Portanova,it ITA,DFMF,Genoa,it Serie A,20,2000,3,0,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07,Matches
2121,Manolo Portanova\Manolo-Portanova,it ITA,FWMF,Juventus,it Serie A,20,2000,2,1,70,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.71,0.00,0.71,0.71,0.71,Matches
2122,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,es La Liga,30,1990,16,3,418,4.6,0,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,0.0,0.0,0.5,0.5,0.00,0.10,0.10,0.00,0.10,Matches
2123,Portu\Portu,es ESP,FWMF,Real Sociedad,es La Liga,28,1992,37,24,2184,24.3,8,3,8,0,0,3,0,0.33,0.12,0.45,0.33,0.45,5.5,5.5,5.1,10.6,0.23,0.21,0.44,0.23,0.44,Matches
2124,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,de Bundesliga,23,1997,26,25,2119,23.5,0,0,0,0,0,11,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.8,1.5,0.03,0.03,0.07,0.03,0.07,Matches
2125,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,es La Liga,31,1988,22,19,1623,18.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
2126,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,26,1994,27,14,1354,15.0,5,4,5,0,0,1,0,0.33,0.27,0.60,0.33,0.60,5.0,5.0,2.8,7.8,0.33,0.19,0.52,0.33,0.52,Matches
2127,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,fr Ligue 1,27,1992,14,4,491,5.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
2128,Darío Poveda\Dario-Poveda,es ESP,FW,Getafe,es La Liga,23,1997,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2129,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,DFMF,Eibar,es La Liga,21,1999,30,24,2190,24.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.1,0.01,0.03,0.04,0.01,0.04,Matches
2130,Dennis Praet\Dennis-Praet,be BEL,MFFW,Leicester City,eng Premier League,26,1994,15,10,718,8.0,1,1,1,0,0,0,0,0.13,0.13,0.25,0.13,0.25,0.5,0.5,0.8,1.3,0.07,0.10,0.16,0.07,0.16,Matches
2131,Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Strasbourg,fr Ligue 1,26,1993,14,3,353,3.9,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.3,0.3,0.4,0.6,0.06,0.10,0.16,0.06,0.16,Matches
2132,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FWMF,Bordeaux,fr Ligue 1,29,1991,33,15,1611,17.9,1,2,1,0,0,3,0,0.06,0.11,0.17,0.06,0.17,4.5,4.5,3.5,8.0,0.25,0.19,0.45,0.25,0.45,Matches
2133,Manuel Prietl\Manuel-Prietl,at AUT,MF,Arminia,de Bundesliga,28,1991,28,28,2517,28.0,1,1,1,0,0,3,0,0.04,0.04,0.07,0.04,0.07,0.7,0.7,1.4,2.1,0.02,0.05,0.08,0.02,0.08,Matches
2134,Grischa Prömel\Grischa-Promel,de GER,MF,Union Berlin,de Bundesliga,25,1995,24,21,1816,20.2,3,1,3,0,0,7,0,0.15,0.05,0.20,0.15,0.20,1.9,1.9,0.8,2.7,0.09,0.04,0.14,0.09,0.14,Matches
2135,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,eng Premier League,28,1991,7,2,213,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
2136,Ivan Provedel\Ivan-Provedel,it ITA,GK,Spezia,it Serie A,26,1994,29,29,2610,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2137,Antonio Puertas\Antonio-Puertas,es ESP,FWMF,Granada,es La Liga,28,1992,35,22,2170,24.1,3,5,3,0,0,6,0,0.12,0.21,0.33,0.12,0.33,4.1,4.1,1.9,6.0,0.17,0.08,0.25,0.17,0.25,Matches
2138,Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,es La Liga,20,1999,14,2,292,3.2,1,0,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31,0.3,0.3,0.2,0.5,0.08,0.07,0.16,0.08,0.16,Matches
2139,Erick Pulgar\Erick-Pulgar,cl CHI,MF,Fiorentina,it Serie A,26,1994,31,21,2002,22.2,1,3,1,0,0,8,0,0.04,0.13,0.18,0.04,0.18,0.8,0.8,1.9,2.7,0.04,0.09,0.12,0.04,0.12,Matches
2140,Jorge Pulido\Jorge-Pulido,es ESP,DF,Huesca,es La Liga,29,1991,33,32,2885,32.1,1,0,1,0,0,6,1,0.03,0.00,0.03,0.03,0.03,2.6,2.6,0.5,3.2,0.08,0.02,0.10,0.08,0.10,Matches
2141,Christian Pulisic\Christian-Pulisic,us USA,FWMF,Chelsea,eng Premier League,21,1998,27,18,1738,19.3,4,2,4,0,0,2,0,0.21,0.10,0.31,0.21,0.31,5.4,5.4,2.8,8.2,0.28,0.14,0.43,0.28,0.43,Matches
2142,Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FW,Udinese,it Serie A,24,1995,11,9,754,8.4,3,1,3,0,0,2,0,0.36,0.12,0.48,0.36,0.48,2.2,2.2,0.8,3.0,0.26,0.09,0.35,0.26,0.35,Matches
2143,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,37,1983,33,25,2204,24.5,13,1,11,2,3,1,0,0.53,0.04,0.57,0.45,0.49,11.0,8.7,1.5,10.3,0.45,0.06,0.51,0.36,0.42,Matches
2144,Robin Quaison\Robin-Quaison,se SWE,FWMF,Mainz 05,de Bundesliga,26,1993,28,18,1476,16.4,6,2,5,1,1,1,0,0.37,0.12,0.49,0.30,0.43,5.9,5.1,2.9,8.0,0.36,0.18,0.54,0.31,0.49,Matches
2145,Domingos Quina\Domingos-Quina,pt POR,MF,Granada,es La Liga,20,1999,8,5,341,3.8,2,0,2,0,0,1,0,0.53,0.00,0.53,0.53,0.53,0.3,0.3,0.1,0.5,0.08,0.04,0.12,0.08,0.12,Matches
2146,Quini\Quini,es ESP,DF,Granada,es La Liga,30,1989,19,12,1191,13.2,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.3,0.6,0.02,0.02,0.04,0.02,0.04,Matches
2147,Quique\Quique,es ESP,FWMF,Eibar,es La Liga,30,1990,12,0,167,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.16,0.00,0.16,0.16,0.16,Matches
2148,Dani Raba\Dani-Raba,es ESP,MF,Villarreal,es La Liga,24,1995,5,1,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.21,0.04,0.25,0.21,0.25,Matches
2149,Simone Rabbi\Simone-Rabbi,it ITA,FW,Bologna,it Serie A,18,2001,4,0,35,0.4,0,1,0,0,0,0,0,0.00,2.57,2.57,0.00,2.57,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2150,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Juventus,it Serie A,25,1995,34,25,2313,25.7,4,2,4,0,0,7,1,0.16,0.08,0.23,0.16,0.23,3.0,3.0,1.1,4.1,0.12,0.04,0.16,0.12,0.16,Matches
