,,,,,,,,,Total,,,,,Short,,,Medium,,,Long,,,,,Expected,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1913,Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22-155,2003,6.5,72,114,63.2,886,209,47,70,67.1,11,25,44.0,5,5,100.0,1,0.3,0.2,+0.7,7,5,2,0,9,Matches
1914,Ryan Sessegnon,eng ENG,DF,Fulham,eng Premier League,25-168,2000,8.3,297,404,73.5,4445,1479,159,182,87.4,121,150,80.7,10,42,23.8,0,0.8,0.7,-0.8,5,27,4,0,29,Matches
1915,Stephan El Shaarawy,it ITA,MFFW,Roma,it Serie A,33-006,1992,1.4,47,64,73.4,701,173,23,28,82.1,18,23,78.3,2,5,40.0,0,0.0,0.0,0.0,0,2,0,0,5,Matches
1916,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30-113,1995,9.4,444,523,84.9,7422,2676,223,251,88.8,171,193,88.6,34,53,64.2,1,0.1,0.4,+0.9,2,34,3,0,40,Matches
1917,Kwasi Sibo,gh GHA,MF,Oviedo,es La Liga,27-131,1998,3.6,117,133,88.0,2041,508,50,55,90.9,54,59,91.5,10,13,76.9,0,0.0,0.0,0.0,1,6,1,0,6,Matches
1918,Djibril Sidibé,fr FRA,DFMF,Toulouse,fr Ligue 1,33-096,1992,6.1,188,261,72.0,3240,1310,87,108,80.6,83,104,79.8,14,31,45.2,0,0.2,0.4,-0.2,3,24,9,3,25,Matches
1919,Armindo Sieb,de GER,FWMF,Mainz 05,de Bundesliga,22-258,2003,3.2,52,77,67.5,747,166,29,36,80.6,14,21,66.7,4,7,57.1,0,0.3,0.4,-0.3,6,5,2,2,2,Matches
1920,Jamil Siebert,de GER,DF,Lecce,it Serie A,23-214,2002,0.9,37,38,97.4,688,192,15,15,100.0,19,19,100.0,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1921,Francisco Sierralta,cl CHI,DF,Auxerre,fr Ligue 1,28-180,1997,8.6,328,366,89.6,6564,1599,79,90,87.8,221,230,96.1,27,39,69.2,0,0.1,0.2,-0.1,2,13,0,0,13,Matches
1922,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-238,2000,6.0,187,250,74.8,4038,1436,56,60,93.3,102,118,86.4,28,70,40.0,0,0.5,0.3,-0.5,2,18,0,0,25,Matches
1923,André Silva,pt POR,FW,Elche,es La Liga,29-361,1995,6.0,130,159,81.8,1687,337,78,88,88.6,42,51,82.4,1,2,50.0,0,0.6,0.4,-0.6,9,7,7,0,20,Matches
1924,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,31-084,1994,5.2,224,261,85.8,3562,759,124,133,93.2,74,85,87.1,18,27,66.7,1,1.9,1.2,-0.9,9,22,4,2,19,Matches
1925,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,28-094,1997,6.6,309,404,76.5,4988,1522,154,167,92.2,129,164,78.7,21,57,36.8,0,0.4,0.9,-0.4,5,23,11,4,38,Matches
1926,Fábio Silva,pt POR,FWMF,Dortmund,de Bundesliga,23-106,2002,0.4,13,17,76.5,159,60,6,7,85.7,5,5,100.0,0,1,0.0,1,0.3,0.2,+0.7,3,0,2,0,3,Matches
1927,Jota Silva,pt POR,FW,Nott'ham Forest,eng Premier League,26-093,1999,0.1,2,3,66.7,27,5,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1928,Marco Silvestri,it ITA,GK,Cremonese,it Serie A,34-245,1991,4.0,97,157,61.8,2800,2105,21,21,100.0,48,49,98.0,28,87,32.2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1929,Abdallah Sima,sn SEN,MF,Lens,fr Ligue 1,24-138,2001,1.4,23,35,65.7,322,45,14,20,70.0,7,8,87.5,1,2,50.0,0,0.1,0.0,-0.1,2,3,1,0,2,Matches
1930,Giovanni Simeone,ar ARG,FW,Torino,it Serie A,30-120,1995,6.6,91,121,75.2,1451,300,42,49,85.7,34,44,77.3,8,13,61.5,0,1.5,0.4,-1.5,7,11,3,0,9,Matches
1931,Giuliano Simeone,ar ARG,MFFW,Atlético Madrid,es La Liga,22-319,2002,9.1,307,386,79.5,3957,858,198,219,90.4,87,112,77.7,8,16,50.0,4,2.5,2.3,+1.5,11,12,5,1,20,Matches
1932,Moses Simon,ng NGA,FWMF,Paris FC,fr Ligue 1,30-113,1995,9.2,158,232,68.1,2517,541,81,95,85.3,62,85,72.9,10,32,31.3,2,1.9,2.0,+0.1,11,1,12,6,15,Matches
1933,Unai Simón,es ESP,GK,Athletic Club,es La Liga,28-144,1997,11.0,232,358,64.8,6255,4748,43,44,97.7,119,122,97.5,69,190,36.3,0,0.0,0.0,0.0,0,8,0,0,0,Matches
1934,Xavi Simons,nl NED,FWMF,Tottenham,eng Premier League,22-195,2003,5.0,159,204,77.9,2627,555,81,94,86.2,61,71,85.9,13,28,46.4,1,0.6,0.6,+0.4,6,10,8,2,32,Matches
1935,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,22-195,2003,1.0,33,39,84.6,524,165,14,15,93.3,16,16,100.0,1,3,33.3,0,0.0,0.0,0.0,1,2,1,0,5,Matches
1936,Danel Sinani,lu LUX,MFFW,St. Pauli,de Bundesliga,28-211,1997,8.3,339,490,69.2,5378,1715,190,220,86.4,113,144,78.5,27,86,31.4,1,1.4,2.1,-0.4,18,45,16,1,54,Matches
1937,Lassine Sinayoko,ml MLI,FWMF,Auxerre,fr Ligue 1,25-329,1999,10.2,163,229,71.2,2032,431,97,125,77.6,44,61,72.1,6,10,60.0,1,1.5,0.7,-0.5,12,10,5,0,23,Matches
1938,Antonio Sivera,es ESP,GK,Alavés,es La Liga,29-083,1996,10.0,155,264,58.7,6564,5971,10,10,100.0,45,47,95.7,100,206,48.5,0,0.0,0.0,0.0,0,12,0,0,0,Matches
1939,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,20-323,2004,2.5,56,66,84.8,995,417,20,24,83.3,29,31,93.5,6,10,60.0,0,0.0,0.0,0.0,1,3,0,0,4,Matches
1940,Tim Skarke,de GER,MFDF,Union Berlin,de Bundesliga,29-056,1996,3.5,59,89,66.3,809,201,38,45,84.4,18,22,81.8,2,8,25.0,0,0.1,0.2,-0.1,4,2,2,1,4,Matches
1941,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,30-176,1995,4.1,222,255,87.1,3497,987,118,125,94.4,89,103,86.4,12,18,66.7,0,0.0,0.2,0.0,1,21,4,0,18,Matches
1942,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,25-339,1999,6.5,357,402,88.8,6865,2343,107,117,91.5,218,233,93.6,28,45,62.2,0,0.6,0.3,-0.6,2,20,0,0,16,Matches
1943,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34-181,1991,8.0,311,390,79.7,8159,5088,39,39,100.0,189,193,97.9,83,158,52.5,0,0.0,0.0,0.0,0,9,0,0,0,Matches
1944,Andreas Skov Olsen,dk DEN,FW,Wolfsburg,de Bundesliga,25-308,1999,4.0,110,131,84.0,1747,269,54,63,85.7,45,49,91.8,8,12,66.7,0,0.9,0.9,-0.9,7,3,4,1,10,Matches
1945,Robert Skov,dk DEN,DF,Union Berlin,de Bundesliga,29-166,1996,2.4,51,86,59.3,881,351,24,28,85.7,20,35,57.1,6,19,31.6,0,0.0,0.1,0.0,1,6,3,3,4,Matches
1946,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34-187,1991,2.3,69,87,79.3,1169,441,35,39,89.7,27,30,90.0,7,16,43.8,0,0.3,0.1,-0.3,1,7,0,0,6,Matches
1947,Eric Smith,se SWE,DF,St. Pauli,de Bundesliga,28-298,1997,9.0,555,638,87.0,11070,3778,181,191,94.8,296,313,94.6,68,117,58.1,0,0.0,0.3,0.0,2,44,4,0,34,Matches
1948,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,25-097,2000,2.5,124,143,86.7,1827,309,69,80,86.3,44,48,91.7,5,6,83.3,0,0.1,0.1,-0.1,3,8,3,0,13,Matches
1949,Ivan Smolčić,hr CRO,DF,Como,it Serie A,25-077,2000,5.6,246,297,82.8,4343,1374,101,111,91.0,116,130,89.2,24,41,58.5,0,0.3,0.2,-0.3,5,20,4,3,21,Matches
1950,Simon Sohm,ch SUI,MF,Fiorentina,it Serie A,24-205,2001,3.4,125,148,84.5,2025,467,55,64,85.9,60,65,92.3,7,11,63.6,0,1.1,0.8,-1.1,5,10,1,0,12,Matches
1951,Alex Sola,es ESP,FW,Getafe,es La Liga,26-146,1999,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1952,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,28-049,1997,0.4,2,2,100.0,19,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1953,Carlos Soler,es ESP,MF,Real Sociedad,es La Liga,28-304,1997,4.2,166,203,81.8,2767,838,89,103,86.4,60,67,89.6,16,29,55.2,0,0.4,0.5,-0.4,5,25,5,1,27,Matches
1954,Julio Soler,ar ARG,FW,Bournemouth,eng Premier League,20-259,2005,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1955,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25-268,2000,9.7,535,607,88.1,10809,3265,173,188,92.0,275,293,93.9,84,111,75.7,1,0.4,0.6,+0.6,6,45,8,0,50,Matches
1956,Jhon Solis,co COL,MF,Girona,es La Liga,21-030,2004,3.6,120,136,88.2,1811,402,64,72,88.9,48,50,96.0,5,10,50.0,0,0.0,0.1,0.0,1,10,1,0,9,Matches
1957,Manor Solomon,il ISR,MF,Villarreal,es La Liga,26-101,1999,1.2,28,40,70.0,442,170,17,18,94.4,9,15,60.0,2,6,33.3,1,0.3,0.4,+0.7,2,2,2,1,7,Matches
1958,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-320,1988,7.0,216,255,84.7,5283,3296,46,46,100.0,113,115,98.3,57,94,60.6,0,0.0,0.0,0.0,0,2,0,0,1,Matches
1959,Oliver Sonne,pe PER,DFFW,Burnley,eng Premier League,24-357,2000,1.2,19,29,65.5,247,88,14,17,82.4,3,7,42.9,1,3,33.3,0,0.0,0.1,0.0,1,1,2,1,4,Matches
1960,David Soria,es ESP,GK,Getafe,es La Liga,32-212,1993,11.0,125,312,40.1,5891,5279,7,7,100.0,20,21,95.2,98,278,35.3,0,0.0,0.0,0.0,1,13,0,0,0,Matches
1961,Borna Sosa,hr CRO,DF,Crystal Palace,eng Premier League,27-285,1998,0.0,2,5,40.0,12,2,2,3,66.7,0,0,,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1962,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-318,2003,6.8,434,498,87.1,7630,2771,182,193,94.3,208,226,92.0,35,60,58.3,1,1.1,1.2,-0.1,15,56,4,1,48,Matches
1963,Florian Sotoca,fr FRA,MFFW,Lens,fr Ligue 1,35-008,1990,0.3,5,11,45.5,61,15,2,5,40.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
1964,Riccardo Sottil,it ITA,FW,Lecce,it Serie A,26-152,1999,2.7,59,77,76.6,936,149,31,36,86.1,18,23,78.3,6,11,54.5,1,0.8,0.6,+0.2,3,2,2,1,5,Matches
1965,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,30-248,1995,4.1,114,155,73.5,1602,433,66,78,84.6,37,50,74.0,4,10,40.0,0,0.0,0.0,0.0,1,6,1,0,10,Matches
1966,Matìas Soulé,ar ARG,MFFW,Roma,it Serie A,22-201,2003,7.3,259,331,78.2,4198,1119,132,150,88.0,89,104,85.6,25,44,56.8,2,1.3,1.4,+0.7,16,31,7,2,36,Matches
1967,Aboubaka Soumahoro,fr FRA,DF,Hamburger SV,de Bundesliga,20-271,2005,0.5,18,20,90.0,276,61,8,8,100.0,10,10,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
1968,Sambou Soumano,sn SEN,FW,Lorient,fr Ligue 1,24-303,2001,3.8,47,64,73.4,704,94,30,40,75.0,13,17,76.5,3,5,60.0,2,0.6,0.1,+1.4,3,3,3,0,6,Matches
1969,Issa Soumaré,sn SEN,FWMF,Le Havre,fr Ligue 1,25-023,2000,10.0,165,237,69.6,2629,670,88,113,77.9,57,83,68.7,12,21,57.1,2,2.0,1.7,0.0,13,14,11,7,25,Matches
1970,Vinicius Souza,br BRA,MF,Wolfsburg,de Bundesliga,26-138,1999,6.7,168,205,82.0,2746,918,68,78,87.2,85,95,89.5,7,15,46.7,0,0.1,0.2,-0.1,3,15,0,0,24,Matches
1971,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-269,1997,5.4,192,225,85.3,3444,787,79,89,88.8,83,90,92.2,23,31,74.2,0,0.4,0.5,-0.4,3,20,2,0,31,Matches
1972,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,25-085,2000,7.4,297,374,79.4,5144,1499,135,147,91.8,135,162,83.3,22,42,52.4,0,0.1,0.2,-0.1,2,31,4,1,31,Matches
1973,Leonardo Spinazzola,it ITA,DFMF,Napoli,it Serie A,32-222,1993,5.9,240,315,76.2,4384,1487,96,109,88.1,120,145,82.8,22,45,48.9,2,1.2,0.8,+0.8,13,21,11,5,24,Matches
1974,Anton Stach,de GER,MF,Leeds United,eng Premier League,26-352,1998,7.9,259,342,75.7,3950,1057,141,167,84.4,81,99,81.8,20,39,51.3,1,1.0,0.7,0.0,13,25,6,2,42,Matches
1975,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28-359,1996,6.2,169,229,73.8,2954,941,68,87,78.2,87,105,82.9,10,19,52.6,0,0.2,0.2,-0.2,1,16,2,0,20,Matches
1976,Benjamin Stambouli,fr FRA,MF,Metz,fr Ligue 1,35-081,1990,5.9,215,272,79.0,3980,1344,85,92,92.4,92,102,90.2,27,55,49.1,0,0.9,0.7,-0.9,6,19,3,1,17,Matches
1977,Nicolae Stanciu,ro ROU,MFFW,Genoa,it Serie A,32-179,1993,1.9,60,88,68.2,944,264,36,42,85.7,12,21,57.1,8,16,50.0,0,0.1,0.2,-0.1,2,4,1,0,4,Matches
1978,Otto Stange,de GER,MF,Hamburger SV,de Bundesliga,18-266,2007,0.2,1,2,50.0,26,21,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1979,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,25-214,2000,3.1,169,195,86.7,2552,627,92,101,91.1,70,78,89.7,4,9,44.4,0,0.0,0.1,0.0,0,20,0,0,13,Matches
1980,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,30-154,1995,1.9,124,130,95.4,2231,636,35,36,97.2,83,87,95.4,3,4,75.0,0,0.0,0.0,0.0,0,9,0,0,3,Matches
1981,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,30-202,1995,1.6,75,81,92.6,1597,501,19,20,95.0,45,47,95.7,10,12,83.3,0,0.0,0.0,0.0,0,4,0,0,6,Matches
1982,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,21-065,2004,1.3,9,18,50.0,129,19,6,9,66.7,3,5,60.0,0,1,0.0,0,0.3,0.1,-0.3,1,0,0,0,1,Matches
1983,Calvin Stengs,nl NED,MF,Pisa,it Serie A,26-319,1998,0.1,13,18,72.2,221,85,3,3,100.0,9,11,81.8,0,3,0.0,0,0.0,0.0,0.0,0,2,2,0,5,Matches
1984,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,29-227,1996,0.7,30,46,65.2,596,74,13,15,86.7,11,17,64.7,6,12,50.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches
1985,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,24-212,2001,7.6,534,617,86.5,8792,2949,261,283,92.2,230,250,92.0,33,61,54.1,2,1.4,2.6,+0.6,13,57,17,6,59,Matches
1986,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,32-067,1993,4.5,169,221,76.5,2793,904,89,98,90.8,60,70,85.7,17,36,47.2,0,1.1,1.1,-1.1,10,18,4,1,20,Matches
1987,John Stones,eng ENG,DF,Manchester City,eng Premier League,31-158,1994,3.6,227,248,91.5,3714,1403,102,106,96.2,118,125,94.4,6,12,50.0,0,0.1,0.1,-0.1,1,12,1,0,15,Matches
1988,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25-269,2000,6.9,84,123,68.3,1064,201,57,77,74.0,16,25,64.0,4,6,66.7,0,0.4,0.4,-0.4,4,11,0,0,5,Matches
1989,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,26-083,1999,8.0,476,513,92.8,8600,2921,183,189,96.8,262,270,97.0,26,42,61.9,0,0.1,0.1,-0.1,2,41,1,0,23,Matches
1990,Cristhian Stuani,uy URU,FW,Girona,es La Liga,39-021,1986,1.9,15,24,62.5,172,17,12,18,66.7,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
1991,Nikola Štulić,rs SRB,FW,Lecce,it Serie A,24-055,2001,5.5,65,100,65.0,848,110,32,52,61.5,21,29,72.4,3,3,100.0,0,0.5,0.7,-0.5,8,3,1,0,6,Matches
1992,Denis Suárez,es ESP,MF,Alavés,es La Liga,31-300,1994,2.9,152,178,85.4,2201,727,84,88,95.5,54,60,90.0,6,14,42.9,0,0.1,0.1,-0.1,1,20,3,1,19,Matches
1993,Gabriel Suazo,cl CHI,DFMF,Sevilla,es La Liga,28-085,1997,8.3,380,475,80.0,6084,2464,203,222,91.4,133,169,78.7,33,55,60.0,1,0.8,1.3,+0.2,15,19,14,7,31,Matches
1994,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,23-055,2002,1.4,42,55,76.4,703,180,16,20,80.0,16,19,84.2,6,9,66.7,0,0.1,0.1,-0.1,1,4,1,0,7,Matches
1995,Petar Sucic,hr CRO,MF,Inter,it Serie A,22-008,2003,4.4,176,203,86.7,3156,726,77,85,90.6,73,79,92.4,22,27,81.5,2,0.7,0.4,+1.3,8,22,6,2,32,Matches
1996,Yukinari Sugawara,jp JPN,DF,Werder Bremen,de Bundesliga,25-127,2000,7.8,309,408,75.7,5089,1911,147,165,89.1,131,163,80.4,24,57,42.1,2,0.2,0.5,+1.8,5,24,5,3,32,Matches
1997,Pavel Šulc,cz CZE,FWMF,Lyon,fr Ligue 1,24-308,2000,4.5,74,96,77.1,982,175,50,58,86.2,18,26,69.2,2,3,66.7,1,1.3,0.6,-0.3,6,5,1,0,9,Matches
1998,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,30-060,1995,0.5,16,17,94.1,355,102,5,5,100.0,9,10,90.0,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1999,Kamaldeen Sulemana,gh GHA,MF,Atalanta,it Serie A,23-260,2002,5.3,128,153,83.7,2109,541,67,72,93.1,51,58,87.9,9,13,69.2,1,0.9,1.3,+0.1,4,12,8,1,25,Matches
2000,Crysencio Summerville,nl NED,MFFW,West Ham,eng Premier League,24-003,2001,5.3,125,149,83.9,1690,407,81,88,92.0,29,33,87.9,7,13,53.8,1,0.2,0.5,+0.8,3,5,4,1,16,Matches
2001,Yuito Suzuki,jp JPN,MF,Freiburg,de Bundesliga,24-008,2001,2.3,36,50,72.0,526,164,17,21,81.0,16,19,84.2,0,2,0.0,0,0.3,0.2,-0.3,4,3,0,0,5,Matches
2002,Zion Suzuki,jp JPN,GK,Parma,it Serie A,23-073,2002,9.0,238,365,65.2,8142,6035,29,29,100.0,106,106,100.0,102,228,44.7,0,0.0,0.1,0.0,0,12,0,0,0,Matches
2003,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,26-301,1999,3.5,63,84,75.0,1031,453,30,36,83.3,27,33,81.8,4,7,57.1,0,0.2,0.1,-0.2,3,10,2,0,15,Matches
2004,Daniel Svensson,se SWE,DFMF,Dortmund,de Bundesliga,23-263,2002,8.3,321,399,80.5,5300,1290,154,171,90.1,145,173,83.8,17,32,53.1,0,1.0,2.0,-1.0,11,16,11,4,30,Matches
2005,Mile Svilar,rs SRB,GK,Roma,it Serie A,26-067,1999,9.0,266,354,75.1,7756,4801,30,30,100.0,146,147,99.3,89,175,50.9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
2006,Williot Swedberg,se SWE,MFFW,Celta Vigo,es La Liga,21-274,2004,2.6,42,52,80.8,670,133,22,25,88.0,18,21,85.7,1,3,33.3,0,0.1,0.2,-0.1,1,4,2,0,4,Matches
2007,Lamine Sy,mr MTN,DF,Auxerre,fr Ligue 1,23-084,2002,0.4,20,27,74.1,366,120,8,10,80.0,9,11,81.8,3,4,75.0,0,0.4,0.2,-0.4,1,1,1,0,6,Matches
2008,Fodé Sylla,fr FRA,MF,Lens,fr Ligue 1,19-200,2006,0.7,33,41,80.5,491,101,18,23,78.3,9,10,90.0,3,4,75.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches
2009,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35-198,1990,4.0,115,133,86.5,2357,1330,32,32,100.0,72,72,100.0,11,28,39.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches
2010,Dominik Szoboszlai,hu HUN,MFDF,Liverpool,eng Premier League,25-008,2000,10.0,599,716,83.7,10669,2624,278,308,90.3,228,252,90.5,77,122,63.1,1,1.4,1.1,-0.4,16,67,13,5,76,Matches
2011,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29-332,1995,4.8,58,108,53.7,885,145,29,51,56.9,24,41,58.5,2,4,50.0,0,0.4,0.3,-0.4,4,8,2,1,6,Matches
2012,Musa Al-Taamari,jo JOR,FWDF,Rennes,fr Ligue 1,28-145,1997,4.7,105,145,72.4,1506,353,69,78,88.5,30,44,68.2,4,9,44.4,1,1.0,1.3,0.0,10,3,7,3,9,Matches
2013,Haris Tabakovic,ba BIH,FW,Gladbach,de Bundesliga,31-135,1994,5.3,52,78,66.7,593,96,34,47,72.3,12,18,66.7,0,0,,2,0.4,0.2,+1.6,2,3,0,0,3,Matches
2014,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,33-063,1992,5.1,234,281,83.3,3688,925,116,128,90.6,105,119,88.2,8,18,44.4,1,0.4,0.3,+0.6,3,13,3,1,19,Matches
2015,Jonathan Tah,de GER,DF,Bayern Munich,de Bundesliga,29-264,1996,7.7,517,540,95.7,8215,2802,239,245,97.6,242,245,98.8,21,32,65.6,0,0.0,0.4,0.0,0,39,1,0,30,Matches
2016,Chemsdine Talbi,ma MAR,FWMF,Sunderland,eng Premier League,20-177,2005,6.2,124,165,75.2,1964,317,72,88,81.8,39,50,78.0,9,18,50.0,1,0.3,0.3,+0.7,5,3,3,2,4,Matches
2017,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,27-160,1998,10.0,413,460,89.8,7274,2686,142,152,93.4,245,255,96.1,22,46,47.8,0,0.0,0.1,0.0,2,20,1,0,20,Matches
2018,Adrien Tameze,cm CMR,DFMF,Torino,it Serie A,31-271,1994,4.7,154,195,79.0,2968,1003,52,68,76.5,87,98,88.8,15,24,62.5,0,0.0,0.1,0.0,1,14,2,0,14,Matches
2019,Ao Tanaka,jp JPN,MF,Leeds United,eng Premier League,27-053,1998,3.6,176,205,85.9,2915,591,84,91,92.3,70,79,88.6,13,18,72.2,0,0.2,0.1,-0.2,4,20,2,1,22,Matches
2020,Axel Tapé,fr FRA,DF,Leverkusen,de Bundesliga,18-084,2007,1.8,61,66,92.4,962,145,29,31,93.5,30,31,96.8,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches
2021,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,26-273,1999,9.0,688,764,90.1,11731,4500,330,337,97.9,299,320,93.4,50,93,53.8,0,0.1,0.2,-0.1,3,42,0,0,34,Matches
2022,James Tarkowski,eng ENG,DF,Everton,eng Premier League,32-348,1992,9.0,327,405,80.7,6695,2412,101,112,90.2,177,199,88.9,44,79,55.7,0,0.4,0.5,-0.4,5,30,2,1,29,Matches
2023,César Tárrega,es ESP,DF,Valencia,es La Liga,23-249,2002,11.0,489,574,85.2,9198,3318,167,181,92.3,275,298,92.3,43,84,51.2,0,0.1,0.1,-0.1,2,17,1,0,20,Matches
2024,Tylel Tati,fr FRA,DF,Nantes,fr Ligue 1,17-287,2008,8.7,372,423,87.9,7329,1610,105,110,95.5,240,254,94.5,26,56,46.4,0,0.0,0.1,0.0,1,8,1,0,11,Matches
2025,Nuno Tavares,pt POR,DF,Lazio,it Serie A,25-280,2000,5.1,279,342,81.6,4606,1776,137,155,88.4,107,123,87.0,23,44,52.3,0,0.3,0.4,-0.3,7,28,2,2,26,Matches
2026,Marcus Tavernier,eng ENG,MFFW,Bournemouth,eng Premier League,26-225,1999,7.5,213,278,76.6,3354,772,110,123,89.4,77,94,81.9,15,38,39.5,1,1.4,1.2,-0.4,12,21,8,0,31,Matches
2027,Loum Tchaouna,fr FRA,MF,Burnley,eng Premier League,22-055,2003,4.2,63,92,68.5,819,236,44,52,84.6,17,25,68.0,0,2,0.0,0,0.1,0.2,-0.1,1,5,7,2,9,Matches
2028,Jackson Tchatchoua,cm CMR,DFMF,Wolves,eng Premier League,24-049,2001,4.8,154,216,71.3,2699,825,78,93,83.9,59,81,72.8,16,36,44.4,0,0.2,0.1,-0.2,5,6,6,6,6,Matches
2029,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,es La Liga,25-279,2000,9.7,512,559,91.6,8553,2509,249,261,95.4,213,228,93.4,37,50,74.0,0,0.5,0.7,-0.5,3,66,4,0,57,Matches
2030,Mathys Tel,fr FRA,FW,Tottenham,eng Premier League,20-189,2005,2.7,27,40,67.5,529,195,14,16,87.5,9,12,75.0,4,7,57.1,0,0.0,0.0,0.0,0,4,1,1,3,Matches
2031,Nathan Tella,ng NGA,MFFW,Leverkusen,de Bundesliga,26-120,1999,2.8,45,58,77.6,709,145,22,24,91.7,19,23,82.6,2,5,40.0,1,0.7,0.4,+0.3,5,1,2,0,9,Matches
2032,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,29-254,1996,9.0,265,323,82.0,5311,2016,78,83,94.0,156,173,90.2,30,54,55.6,0,0.0,0.0,0.0,1,19,0,0,24,Matches
2033,Arnau Tenas,es ESP,GK,Villarreal,es La Liga,24-156,2001,3.0,47,90,52.2,1319,979,11,11,100.0,22,23,95.7,14,56,25.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches
2034,Filippo Terracciano,it ITA,DF,Cremonese,it Serie A,22-267,2003,8.9,422,518,81.5,7540,2554,199,213,93.4,173,203,85.2,42,71,59.2,0,0.1,0.1,-0.1,2,24,1,0,26,Matches
2035,Pietro Terracciano,it ITA,GK,Milan,it Serie A,35-239,1990,1.4,33,36,91.7,1026,574,2,2,100.0,19,20,95.0,12,14,85.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
2036,Ramón Terrats,es ESP,MF,Espanyol,es La Liga,25-015,2000,1.1,25,34,73.5,407,101,10,12,83.3,13,16,81.3,1,3,33.3,0,0.3,0.1,-0.3,1,3,1,0,3,Matches
