,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
1771,Álvaro Rodríguez,uy URU,FW,Elche,es La Liga,21-111,2004,5.1,114,111,2,0,0,2,1,0,0,0,0,0,79,1,1,Matches
1772,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,22-230,2003,1.7,118,111,7,2,0,0,3,1,4,0,3,0,108,0,0,Matches
1773,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,37-149,1988,0.8,23,20,3,1,0,0,3,2,0,0,0,0,15,0,0,Matches
1774,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,31-204,1994,1.0,37,37,0,0,0,1,2,0,0,0,0,0,31,0,1,Matches
1775,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,22-129,2003,6.4,491,471,20,14,2,2,0,6,0,0,0,0,451,0,5,Matches
1776,Jesus Rodríguez,es ESP,FW,Como,it Serie A,19-346,2005,4.8,129,126,3,0,2,1,5,1,2,0,1,0,97,0,8,Matches
1777,Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,33-069,1992,5.0,248,218,29,8,0,1,9,21,0,0,0,0,211,1,2,Matches
1778,Rodrygo,br BRA,FWMF,Real Madrid,es La Liga,24-297,2001,2.8,176,160,15,2,2,0,12,6,7,3,2,0,147,1,3,Matches
1779,Robin Roefs,nl NED,GK,Sunderland,eng Premier League,22-289,2003,9.0,349,253,95,42,0,0,0,0,0,0,0,0,219,1,0,Matches
1780,Morgan Rogers,eng ENG,MFFW,Aston Villa,eng Premier League,23-099,2002,9.9,267,258,9,2,7,3,8,1,0,0,0,0,188,0,9,Matches
1781,Merlin Röhl,de GER,MFFW,Everton,eng Premier League,23-120,2002,0.8,34,34,0,0,0,0,0,0,0,0,0,0,26,0,2,Matches
1782,Merlin Röhl,de GER,FWMF,Freiburg,de Bundesliga,23-120,2002,0.7,29,29,0,0,0,0,1,0,0,0,0,0,25,0,2,Matches
1783,Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,28-160,1997,2.2,120,114,6,2,0,1,0,0,0,0,0,0,104,0,1,Matches
1784,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,30-294,1995,7.0,362,316,46,24,0,0,0,3,0,0,0,0,335,0,1,Matches
1785,Leo Román,es ESP,GK,Mallorca,es La Liga,25-119,2000,10.0,335,239,96,38,0,0,0,0,0,0,0,0,223,0,0,Matches
1786,Miguel Román,es ESP,MF,Celta Vigo,es La Liga,22-311,2002,1.8,89,89,0,0,1,1,0,0,0,0,0,0,79,0,2,Matches
1787,Carlos Romero,es ESP,DF,Espanyol,es La Liga,24-004,2001,9.7,359,284,73,5,0,1,29,68,0,0,0,0,282,2,8,Matches
1788,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,27-189,1998,7.3,447,419,28,19,0,2,0,1,0,0,0,0,397,0,1,Matches
1789,Isaac Romero,es ESP,FW,Sevilla,es La Liga,25-168,2000,7.0,138,124,11,0,1,1,2,0,0,0,0,0,102,3,7,Matches
1790,Iván Romero,es ESP,FW,Levante,es La Liga,24-206,2001,7.7,159,129,30,1,2,2,6,13,0,0,0,0,103,0,9,Matches
1791,Rômulo,br BRA,FW,RB Leipzig,de Bundesliga,23-267,2002,7.9,191,183,6,0,0,0,0,0,0,0,0,0,132,2,8,Matches
1792,Salomón Rondón,ve VEN,FW,Oviedo,es La Liga,36-047,1989,6.3,131,112,16,1,0,2,1,0,0,0,0,0,86,3,2,Matches
1793,Valentin Rongier,fr FRA,MF,Rennes,fr Ligue 1,30-330,1994,8.5,535,521,14,14,2,2,4,0,0,0,0,0,471,0,8,Matches
1794,Marten de Roon,nl NED,MF,Atalanta,it Serie A,34-218,1991,6.0,408,399,7,5,2,1,4,2,0,0,0,0,360,2,1,Matches
1795,Pablo Rosario,do DOM,MF,Nice,fr Ligue 1,28-299,1997,0.3,17,16,0,0,0,0,0,0,0,0,0,0,15,1,0,Matches
1796,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,22-265,2003,1.3,68,61,6,5,0,0,0,0,0,0,0,0,63,1,0,Matches
1797,Valentin Rosier,fr FRA,DFMF,Osasuna,es La Liga,29-075,1996,6.8,322,268,54,2,1,0,13,52,0,0,0,0,242,0,3,Matches
1798,Tom Rothe,de GER,DF,Union Berlin,de Bundesliga,21-004,2004,3.9,161,142,19,3,0,0,9,16,0,0,0,0,115,0,6,Matches
1799,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,24-157,2001,7.0,449,431,17,8,1,0,0,5,0,0,0,0,401,1,3,Matches
1800,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,23-333,2001,2.2,218,200,17,13,2,0,7,0,4,3,1,0,198,1,1,Matches
1801,Jonathan Rowe,eng ENG,FWMF,Bologna,it Serie A,22-186,2003,1.6,56,54,2,0,0,2,5,2,0,0,0,0,47,0,2,Matches
1802,Jonathan Rowe,eng ENG,FW,Marseille,fr Ligue 1,22-186,2003,0.7,29,27,2,0,0,0,4,1,1,1,0,0,20,0,2,Matches
1803,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,31-251,1994,3.0,261,254,7,5,0,0,1,1,0,0,0,0,237,0,1,Matches
1804,Rubén,es ESP,DF,Espanyol,es La Liga,24-271,2001,2.4,133,103,30,2,1,0,15,28,0,0,0,0,100,0,3,Matches
1805,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,32-244,1993,1.0,71,68,3,2,0,1,0,0,0,0,0,0,68,0,0,Matches
1806,Javier Rueda Garcia,es ESP,DFMF,Celta Vigo,es La Liga,23-178,2002,4.2,207,175,32,0,1,1,6,32,0,0,0,0,152,0,13,Matches
1807,Daniele Rugani,it ITA,DF,Juventus,it Serie A,31-096,1994,1.9,89,83,6,2,0,0,0,0,0,0,0,0,77,0,0,Matches
1808,Matteo Ruggeri,it ITA,DF,Atlético Madrid,es La Liga,23-114,2002,4.2,259,221,38,3,0,1,16,34,1,0,0,0,212,0,8,Matches
1809,Aitor Ruibal,es ESP,FWDF,Betis,es La Liga,29-225,1996,3.4,125,118,6,2,1,0,9,4,0,0,0,0,99,1,1,Matches
1810,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,29-213,1996,4.2,447,433,14,7,1,4,5,6,0,0,0,0,408,0,5,Matches
1811,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,33-166,1992,9.0,309,246,63,23,0,1,0,1,0,0,0,0,245,0,1,Matches
1812,Georginio Rutter,fr FRA,FWMF,Brighton,eng Premier League,23-196,2002,6.7,146,134,12,1,2,0,3,0,0,0,0,0,102,0,10,Matches
1813,Mathew Ryan,au AUS,GK,Levante,es La Liga,33-208,1992,8.0,261,175,86,19,0,0,0,0,0,0,0,0,184,0,0,Matches
1814,Julian Ryerson,no NOR,DFMF,Dortmund,de Bundesliga,27-350,1997,4.8,353,289,64,8,0,0,57,34,22,15,7,0,278,0,7,Matches
1815,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,33-090,1992,9.0,297,188,108,43,0,1,0,0,0,0,0,0,162,1,1,Matches
1816,Alexander Røssing-Lelesiit,no NOR,FWMF,Hamburger SV,de Bundesliga,18-286,2007,2.2,37,33,4,0,1,1,4,0,3,3,0,0,31,0,0,Matches
1817,José Sá,pt POR,GK,Wolves,eng Premier League,32-289,1993,4.0,131,100,31,8,0,0,0,0,0,0,0,0,89,0,0,Matches
1818,Elias Saad,tn TUN,MFFW,Augsburg,de Bundesliga,25-310,1999,5.1,156,145,9,1,0,1,9,3,2,2,0,0,115,2,10,Matches
1819,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,32-293,1993,2.8,142,113,28,4,0,0,3,24,0,0,0,0,94,1,4,Matches
1820,Abdelhamid Sabiri,ma MAR,MF,Fiorentina,it Serie A,28-339,1996,0.3,23,19,4,3,0,1,4,0,1,1,0,0,15,0,0,Matches
1821,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,31-230,1994,6.0,253,238,14,5,0,2,8,2,2,0,0,0,213,1,4,Matches
1822,Noah Sadiki,cd COD,MF,Sunderland,eng Premier League,20-320,2004,8.9,318,307,9,3,2,0,7,5,0,0,0,0,269,2,6,Matches
1823,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,28-273,1997,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1824,Alexis Saelemaekers,be BEL,DFFW,Milan,it Serie A,26-128,1999,8.6,455,407,46,8,2,5,21,35,1,0,0,0,369,2,13,Matches
1825,Emir Sahiti,xk KVX,FW,Hamburger SV,de Bundesliga,26-338,1998,1.3,33,32,1,0,0,0,1,1,0,0,0,0,23,0,2,Matches
1826,Osame Sahraoui,ma MAR,FWMF,Lille,fr Ligue 1,24-144,2001,1.7,102,96,3,1,2,0,2,2,0,0,0,0,76,3,4,Matches
1827,Wesley Saïd,fr FRA,MF,Lens,fr Ligue 1,30-197,1995,7.0,173,171,2,2,1,1,6,0,0,0,0,0,132,0,6,Matches
1828,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,24-058,2001,6.6,237,211,26,0,2,0,35,6,20,17,0,0,167,0,7,Matches
1829,Mathis Saka,fr FRA,MF,Toulouse,fr Ligue 1,19-043,2006,0.1,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1830,Álex Sala,es ESP,MF,Lecce,it Serie A,24-207,2001,1.2,43,42,1,0,0,1,3,0,0,0,0,0,37,0,0,Matches
1831,Ibrahim Salah,ma MAR,FW,Rennes,fr Ligue 1,24-064,2001,0.4,22,20,2,0,0,0,0,0,0,0,0,0,22,0,0,Matches
1832,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,33-140,1992,9.9,303,289,10,2,7,1,29,7,0,0,0,0,207,4,9,Matches
1833,Jan Salas,es ESP,MF,Mallorca,es La Liga,20-084,2005,0.2,10,10,0,0,0,0,0,0,0,0,0,0,6,0,2,Matches
1834,Kike Salas,es ESP,DF,Sevilla,es La Liga,23-193,2002,4.0,308,296,9,8,0,4,3,1,0,0,0,0,254,3,4,Matches
1835,Manolis Saliakas,gr GRE,DF,St. Pauli,de Bundesliga,29-051,1996,5.0,369,307,61,2,1,7,23,57,2,0,2,0,277,1,10,Matches
1836,William Saliba,fr FRA,DF,Arsenal,eng Premier League,24-223,2001,7.0,634,625,8,7,1,1,2,1,0,0,0,0,595,1,2,Matches
1837,José Salinas,es ESP,DFFW,Espanyol,es La Liga,25-033,2000,0.5,14,11,3,0,0,0,1,3,0,0,0,0,5,0,0,Matches
1838,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,26-199,1999,6.0,491,471,19,9,0,0,0,0,0,0,0,0,441,1,4,Matches
1839,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,23-251,2002,4.1,199,173,24,6,0,5,25,1,17,12,5,0,150,2,6,Matches
1840,Mbwana Samatta,tz TAN,FW,Le Havre,fr Ligue 1,32-314,1992,5.7,94,87,7,0,1,1,2,0,0,0,0,0,66,0,5,Matches
1841,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,29-361,1995,3.9,83,83,0,0,1,0,3,0,0,0,0,0,59,0,1,Matches
1842,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31-191,1994,10.0,434,342,92,38,1,1,0,0,0,0,0,0,333,0,0,Matches
1843,Albert Sambi Lokonga,be BEL,MF,Hamburger SV,de Bundesliga,26-011,1999,2.6,103,100,2,0,0,1,3,0,1,0,0,0,87,1,0,Matches
1844,Antonio Sanabria,py PAR,FW,Cremonese,it Serie A,29-243,1996,4.2,51,46,5,0,1,0,1,1,0,0,0,0,41,0,1,Matches
1845,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,25-191,2000,6.9,202,191,9,1,0,1,4,0,0,0,0,0,163,2,6,Matches
1846,Alexis Sánchez,cl CHI,FWMF,Sevilla,es La Liga,36-318,1988,4.4,139,128,10,2,0,2,8,0,4,0,2,0,95,1,5,Matches
1847,Antonio Sánchez,es ESP,MFDF,Mallorca,es La Liga,28-305,1997,3.1,108,98,10,3,0,1,4,7,0,0,0,0,92,0,3,Matches
1848,Juanlu Sánchez,es ESP,DFFW,Sevilla,es La Liga,22-079,2003,6.4,295,275,19,1,0,4,17,18,0,0,0,0,227,1,13,Matches
1849,Borja Sánchez Laborde,es ESP,MF,Oviedo,es La Liga,29-249,1996,0.2,13,12,1,0,1,1,0,1,0,0,0,0,11,0,1,Matches
1850,Manu Sánchez,es ESP,DF,Levante,es La Liga,25-070,2000,8.6,306,242,63,4,0,3,19,55,4,0,0,0,225,1,9,Matches
1851,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27-349,1997,9.0,389,335,52,17,0,1,0,0,0,0,0,0,262,2,0,Matches
1852,Jadon Sancho,eng ENG,FW,Aston Villa,eng Premier League,25-222,2000,0.8,49,46,3,0,0,0,3,2,1,0,0,0,42,0,3,Matches
1853,Álex Sancris,es ESP,FWMF,Getafe,es La Liga,28-288,1997,3.4,94,89,4,0,0,2,14,0,4,1,3,0,55,1,4,Matches
1854,Philipp Sander,de GER,MFDF,Gladbach,de Bundesliga,27-254,1998,6.7,366,348,16,8,1,0,4,8,0,0,0,0,316,2,3,Matches
1855,James Sands,us USA,MF,St. Pauli,de Bundesliga,25-119,2000,7.3,344,337,5,3,0,0,5,2,0,0,0,0,268,2,13,Matches
1856,Ibou Sané,sn SEN,FWMF,Metz,fr Ligue 1,20-219,2005,2.0,61,59,2,0,0,0,9,0,2,0,2,0,47,0,1,Matches
1857,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,21-145,2004,4.4,316,287,29,7,0,2,0,4,0,0,0,0,285,0,3,Matches
1858,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,23-204,2002,8.7,524,497,26,22,0,1,0,3,0,0,0,0,469,1,3,Matches
1859,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,27-335,1997,4.9,279,267,11,8,1,1,3,3,0,0,0,0,249,1,2,Matches
1860,Mamadou Sangare,ml MLI,MF,Lens,fr Ligue 1,23-129,2002,8.3,401,388,12,11,1,6,2,1,0,0,0,0,328,1,9,Matches
1861,Nhoa Sangui,fr FRA,DF,Paris FC,fr Ligue 1,19-248,2006,3.7,207,175,32,4,0,0,8,28,0,0,0,0,178,0,2,Matches
1862,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,24-274,2001,2.9,65,63,2,1,0,0,1,0,0,0,0,0,46,0,3,Matches
1863,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24-307,2000,9.0,361,357,3,1,1,3,7,2,0,0,0,0,287,1,6,Matches
1864,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,31-076,1994,2.2,57,56,1,0,1,1,5,1,0,0,0,0,46,0,0,Matches
1865,Baptiste Santamaria,fr FRA,MF,Valencia,es La Liga,30-238,1995,7.0,334,317,15,15,0,3,2,0,0,0,0,0,273,2,12,Matches
1866,Yellu Santiago,es ESP,MF,Hellas Verona,it Serie A,21-161,2004,0.1,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
1867,Andrey Santos,br BRA,MF,Chelsea,eng Premier League,21-183,2004,2.5,117,109,5,4,0,0,1,0,0,0,0,0,95,3,2,Matches
1868,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,22-205,2003,4.0,163,134,28,8,0,0,0,0,0,0,0,0,113,1,0,Matches
1869,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,23-102,2002,1.2,45,38,7,1,0,0,7,6,0,0,0,0,30,0,3,Matches
1870,Jeremy Sarmiento,ec ECU,MFFW,Cremonese,it Serie A,23-139,2002,1.4,50,45,5,0,0,1,2,2,1,1,0,0,43,0,1,Matches
1871,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,24-236,2001,3.0,72,67,5,0,0,0,1,0,0,0,0,0,49,0,3,Matches
1872,Ismaila Sarr,sn SEN,MFFW,Crystal Palace,eng Premier League,27-250,1998,7.8,152,150,0,0,1,0,4,0,0,0,0,0,103,2,7,Matches
1873,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26-283,1999,9.0,393,358,35,22,0,6,2,0,0,0,0,0,339,0,8,Matches
1874,Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,20-065,2005,8.0,539,500,38,20,0,1,0,8,0,0,0,0,509,1,0,Matches
1875,Martin Satriano,uy URU,FW,Lyon,fr Ligue 1,24-255,2001,3.1,69,60,8,0,0,0,3,0,0,0,0,0,63,1,1,Matches
1876,Mario Sauer,sk SVK,MF,Toulouse,fr Ligue 1,21-171,2004,4.6,153,141,12,3,0,0,5,0,3,1,1,0,122,0,4,Matches
1877,Razvan Sava,ro ROU,GK,Udinese,it Serie A,23-134,2002,6.0,172,124,48,16,0,0,0,1,0,0,0,0,135,0,0,Matches
1878,Sávio,br BRA,MF,Manchester City,eng Premier League,21-206,2004,3.7,160,156,4,0,3,0,9,4,0,0,0,0,127,0,9,Matches
1879,Nicolò Savona,it ITA,DFMF,Nott'ham Forest,eng Premier League,22-228,2003,3.8,180,133,47,6,0,0,8,41,0,0,0,0,134,0,5,Matches
1880,Joe Scally,us USA,DF,Gladbach,de Bundesliga,22-306,2002,7.0,288,241,45,4,0,0,17,41,0,0,0,0,238,2,7,Matches
1881,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21-326,2003,3.2,221,203,15,3,0,1,0,9,0,0,0,0,190,3,3,Matches
1882,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26-305,1999,2.5,63,57,6,1,0,1,0,0,0,0,0,0,47,0,2,Matches
1883,Oliver Scarles,eng ENG,DFMF,West Ham,eng Premier League,19-325,2005,0.8,24,16,8,1,0,0,1,7,0,0,0,0,20,0,0,Matches
1884,Kevin Schade,de GER,FW,Brentford,eng Premier League,23-340,2001,9.2,151,140,10,0,1,0,7,7,1,1,0,0,93,1,5,Matches
1885,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26-203,1999,3.4,96,90,6,1,0,0,3,1,0,0,0,0,65,0,6,Matches
1886,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,33-317,1991,4.2,252,243,9,8,0,4,2,0,0,0,0,0,209,0,0,Matches
1887,Derry Scherhant,de GER,FW,Freiburg,de Bundesliga,22-357,2002,3.1,75,57,18,11,0,0,23,0,7,6,1,0,44,0,1,Matches
1888,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29-282,1996,5.5,105,96,8,0,0,0,0,2,0,0,0,0,85,1,3,Matches
1889,Stefan Schimmer,de GER,FW,Heidenheim,de Bundesliga,31-188,1994,2.4,41,41,0,0,0,1,4,0,0,0,0,0,27,0,2,Matches
1890,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,28-035,1997,2.8,153,153,0,0,0,0,3,0,0,0,0,0,138,0,2,Matches
1891,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28-188,1997,4.5,237,213,22,16,0,4,5,0,0,0,0,0,186,2,3,Matches
1892,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25-336,1999,5.0,376,343,30,13,0,7,6,1,2,2,0,0,329,3,4,Matches
1893,Romano Schmid,at AUT,MFFW,Werder Bremen,de Bundesliga,25-279,2000,8.6,387,349,36,2,3,2,30,3,21,4,11,0,277,2,6,Matches
1894,Isaac Schmidt,ch SUI,DFMF,Werder Bremen,de Bundesliga,25-330,1999,1.3,76,66,10,0,0,0,1,10,0,0,0,0,62,0,2,Matches
1895,Joël Schmied,ch SUI,DF,Köln,de Bundesliga,27-040,1998,6.6,225,210,13,6,0,1,3,7,0,0,0,0,188,2,2,Matches
1896,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26-143,1999,7.4,207,202,3,2,1,3,4,1,0,0,0,0,137,2,7,Matches
1897,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30-191,1995,8.0,385,272,111,30,0,0,0,0,0,0,0,0,263,2,0,Matches
1898,Léo Scienza,br BRA,MFFW,Heidenheim,de Bundesliga,27-050,1998,2.0,52,37,15,6,1,0,13,2,5,0,4,0,32,0,1,Matches
1899,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,22-073,2003,6.6,315,289,26,7,1,2,20,1,14,11,1,0,256,0,6,Matches
1900,Sebastian Sebulonsen,no NOR,DF,Köln,de Bundesliga,25-279,2000,7.1,221,159,60,1,0,1,21,58,1,0,0,0,137,2,2,Matches
1901,Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22-163,2003,1.5,110,104,6,1,0,0,1,0,0,0,0,0,96,0,1,Matches
1902,Jenson Seelt,nl NED,DF,Wolfsburg,de Bundesliga,22-163,2003,1.1,41,41,0,0,0,0,0,0,0,0,0,0,35,0,0,Matches
1903,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25-151,2000,4.8,344,299,44,6,0,1,7,38,0,0,0,0,303,1,4,Matches
1904,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24-182,2001,8.2,302,297,5,5,1,0,2,0,0,0,0,0,261,0,3,Matches
1905,Ayumu Seko,jp JPN,MFDF,Le Havre,fr Ligue 1,25-148,2000,9.2,295,290,4,4,1,3,1,0,0,0,0,0,233,1,7,Matches
1906,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,33-249,1992,10.0,285,206,79,18,0,1,0,0,0,0,0,0,180,0,0,Matches
1907,Antoine Semenyo,gh GHA,FWMF,Bournemouth,eng Premier League,25-299,2000,9.0,281,250,30,0,0,1,10,30,0,0,0,0,191,1,5,Matches
1908,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,27-294,1998,9.0,298,224,72,25,0,0,0,0,0,0,0,0,195,2,0,Matches
1909,Marvin Senaya,tg TOG,DF,Auxerre,fr Ligue 1,24-278,2001,10.6,451,358,92,26,0,5,28,64,2,0,2,0,329,1,10,Matches
1910,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28-176,1997,8.9,565,525,32,21,2,0,9,5,0,0,0,0,439,8,8,Matches
1911,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28-205,1997,8.4,261,253,6,6,4,3,7,0,0,0,0,0,183,2,9,Matches
1912,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22-242,2003,1.3,56,49,7,1,0,0,12,1,5,4,0,0,42,0,2,Matches
1913,Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22-155,2003,6.5,114,111,1,0,2,0,0,0,0,0,0,0,72,2,0,Matches
1914,Ryan Sessegnon,eng ENG,DF,Fulham,eng Premier League,25-168,2000,8.3,404,316,85,4,2,1,24,81,0,0,0,0,297,3,14,Matches
1915,Stephan El Shaarawy,it ITA,MFFW,Roma,it Serie A,33-006,1992,1.4,64,59,5,3,0,0,5,2,0,0,0,0,47,0,2,Matches
1916,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30-113,1995,9.4,523,483,39,8,2,9,1,17,0,0,0,0,444,1,7,Matches
1917,Kwasi Sibo,gh GHA,MF,Oviedo,es La Liga,27-131,1998,3.6,133,132,0,0,0,0,0,0,0,0,0,0,117,1,0,Matches
1918,Djibril Sidibé,fr FRA,DFMF,Toulouse,fr Ligue 1,33-096,1992,6.1,261,231,29,6,2,0,16,23,0,0,0,0,188,1,6,Matches
1919,Armindo Sieb,de GER,FWMF,Mainz 05,de Bundesliga,22-258,2003,3.2,77,72,4,0,0,0,7,1,1,0,0,0,52,1,5,Matches
1920,Jamil Siebert,de GER,DF,Lecce,it Serie A,23-214,2002,0.9,38,29,9,1,0,1,0,0,0,0,0,0,37,0,0,Matches
1921,Francisco Sierralta,cl CHI,DF,Auxerre,fr Ligue 1,28-180,1997,8.6,366,351,14,11,0,1,0,0,0,0,0,0,328,1,3,Matches
1922,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-238,2000,6.0,250,228,21,5,0,4,4,3,0,0,0,0,187,1,0,Matches
1923,André Silva,pt POR,FW,Elche,es La Liga,29-361,1995,6.0,159,150,9,0,1,1,0,0,0,0,0,0,130,0,5,Matches
1924,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,31-084,1994,5.2,261,241,18,5,3,2,12,6,5,3,1,1,224,2,4,Matches
1925,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,28-094,1997,6.6,404,333,70,10,0,0,33,45,15,7,5,0,309,1,4,Matches
1926,Fábio Silva,pt POR,FWMF,Dortmund,de Bundesliga,23-106,2002,0.4,17,17,0,0,0,0,1,0,0,0,0,0,13,0,0,Matches
1927,Jota Silva,pt POR,FW,Nott'ham Forest,eng Premier League,26-093,1999,0.1,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0,Matches
1928,Marco Silvestri,it ITA,GK,Cremonese,it Serie A,34-245,1991,4.0,157,105,52,8,0,0,0,0,0,0,0,0,97,0,0,Matches
1929,Abdallah Sima,sn SEN,MF,Lens,fr Ligue 1,24-138,2001,1.4,35,35,0,0,1,0,1,0,0,0,0,0,23,0,3,Matches
1930,Giovanni Simeone,ar ARG,FW,Torino,it Serie A,30-120,1995,6.6,121,108,12,0,0,1,1,0,0,0,0,0,91,1,4,Matches
1931,Giuliano Simeone,ar ARG,MFFW,Atlético Madrid,es La Liga,22-319,2002,9.1,386,372,13,2,2,1,17,11,0,0,0,0,307,1,13,Matches
1932,Moses Simon,ng NGA,FWMF,Paris FC,fr Ligue 1,30-113,1995,9.2,232,206,24,5,1,1,56,8,11,8,0,0,158,2,14,Matches
1933,Unai Simón,es ESP,GK,Athletic Club,es La Liga,28-144,1997,11.0,358,261,96,47,0,1,0,0,0,0,0,0,232,1,1,Matches
1934,Xavi Simons,nl NED,FWMF,Tottenham,eng Premier League,22-195,2003,5.0,204,175,27,5,1,1,21,3,13,13,0,0,159,2,3,Matches
1935,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,22-195,2003,1.0,39,35,4,2,0,0,2,0,2,1,0,0,33,0,2,Matches
1936,Danel Sinani,lu LUX,MFFW,St. Pauli,de Bundesliga,28-211,1997,8.3,490,423,65,17,7,0,54,2,28,13,12,0,339,2,16,Matches
1937,Lassine Sinayoko,ml MLI,FWMF,Auxerre,fr Ligue 1,25-329,1999,10.2,229,213,14,1,4,0,9,1,0,0,0,0,163,2,9,Matches
1938,Antonio Sivera,es ESP,GK,Alavés,es La Liga,29-083,1996,10.0,264,147,116,43,0,0,0,0,0,0,0,0,155,1,0,Matches
1939,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,20-323,2004,2.5,66,63,3,3,0,0,0,0,0,0,0,0,56,0,0,Matches
1940,Tim Skarke,de GER,MFDF,Union Berlin,de Bundesliga,29-056,1996,3.5,89,85,4,0,0,0,5,4,0,0,0,0,59,0,6,Matches
1941,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,30-176,1995,4.1,255,248,7,7,0,0,0,0,0,0,0,0,222,0,1,Matches
1942,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,25-339,1999,6.5,402,385,17,11,0,1,0,2,0,0,0,0,357,0,1,Matches
1943,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34-181,1991,8.0,390,329,61,21,0,0,0,0,0,0,0,0,311,0,0,Matches
1944,Andreas Skov Olsen,dk DEN,FW,Wolfsburg,de Bundesliga,25-308,1999,4.0,131,129,2,0,0,1,6,1,1,1,0,0,110,0,3,Matches
1945,Robert Skov,dk DEN,DF,Union Berlin,de Bundesliga,29-166,1996,2.4,86,72,14,3,0,1,13,11,0,0,0,0,51,0,2,Matches
