,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,Receiving,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
48,Manuel Akanji,ch SUI,DF,Inter,it Serie A,30-106,1995,7.0,582,28,180,332,74,9,582,1,0,0.0,1,100.0,368,1488,781,11,12,2,3,1,411,6,Matches
49,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,30-257,1995,2.3,191,9,68,103,20,3,191,1,0,0.0,1,100.0,137,770,469,4,3,0,1,0,151,2,Matches
50,Ilias Akhomach,ma MAR,MFFW,Villarreal,es La Liga,21-200,2004,1.7,90,3,13,33,44,7,90,8,0,0.0,7,87.5,61,374,232,7,5,4,5,6,67,14,Matches
51,Ebenezer Akinsanmiro,ng NGA,MF,Pisa,it Serie A,20-342,2004,6.6,263,7,50,153,69,6,263,19,9,47.4,9,47.4,152,881,484,12,12,2,14,6,152,17,Matches
52,Maghnes Akliouche,fr FRA,MFFW,Monaco,fr Ligue 1,23-250,2002,8.8,512,9,48,230,243,35,512,16,2,12.5,13,81.3,296,1851,936,32,26,12,24,17,367,68,Matches
53,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,23-343,2001,9.0,589,56,275,278,42,2,589,7,5,71.4,0,0.0,368,1630,878,7,5,0,4,1,390,4,Matches
54,Jean-Daniel Akpa-Akpro,ci CIV,MF,Hellas Verona,it Serie A,33-022,1992,3.0,115,7,29,64,24,2,115,5,1,20.0,4,80.0,38,264,146,3,1,0,5,0,41,3,Matches
55,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,30-197,1995,0.3,14,3,12,2,0,0,14,0,0,,0,,4,24,4,0,0,0,0,0,5,0,Matches
56,David Alaba,at AUT,DF,Real Madrid,es La Liga,33-131,1992,0.6,58,6,27,30,1,0,58,0,0,,0,,23,155,108,1,0,0,0,0,43,0,Matches
57,Raúl Albiol,es ESP,DF,Pisa,it Serie A,40-059,1985,1.5,136,25,69,67,0,0,136,0,0,,0,,83,490,305,0,0,0,0,1,88,0,Matches
58,Carlos Alcaraz,ar ARG,FWMF,Everton,eng Premier League,22-337,2002,2.7,119,1,17,62,43,5,119,6,4,66.7,1,16.7,67,354,145,2,5,0,11,1,68,12,Matches
59,Omar Alderete,py PAR,DF,Sunderland,eng Premier League,28-311,1996,7.4,456,51,210,223,26,10,456,6,5,83.3,1,16.7,287,1687,1092,10,8,0,2,3,307,2,Matches
60,Alexandre Alemão,br BRA,FW,Rayo Vallecano,es La Liga,27-215,1998,5.6,144,7,13,65,67,18,144,3,2,66.7,1,33.3,62,207,45,0,1,0,24,3,98,24,Matches
61,Carles Aleñá,es ESP,MFFW,Alavés,es La Liga,27-301,1998,7.0,422,11,62,205,160,8,422,12,3,25.0,6,50.0,228,697,268,2,7,0,17,14,276,25,Matches
62,Trent Alexander-Arnold,eng ENG,DF,Real Madrid,es La Liga,27-026,1998,1.7,154,4,22,75,59,2,154,1,1,100.0,0,0.0,108,447,262,3,5,2,2,0,112,4,Matches
63,Alfon,es ESP,FWDF,Sevilla,es La Liga,26-182,1999,2.1,80,1,8,23,50,15,80,10,2,20.0,7,70.0,55,328,137,7,4,4,5,7,54,18,Matches
64,Mohamed Ali Cho,fr FRA,FW,Nice,fr Ligue 1,21-287,2004,2.5,80,1,11,29,42,12,80,7,0,0.0,6,85.7,54,496,259,10,6,5,10,4,54,20,Matches
65,Alisson,br BRA,GK,Liverpool,eng Premier League,33-031,1992,6.0,262,176,247,15,0,0,262,0,0,,0,,175,688,421,0,0,0,0,0,169,0,Matches
66,Jim Allevinah,ga GAB,FWDF,Angers,fr Ligue 1,30-248,1995,0.9,27,2,9,14,6,2,27,5,1,20.0,4,80.0,19,102,29,1,0,1,2,1,16,1,Matches
67,Thiago Almada,ar ARG,MFFW,Atlético Madrid,es La Liga,24-190,2001,3.0,194,5,32,87,77,9,194,9,7,77.8,2,22.2,115,675,342,9,6,2,9,1,136,10,Matches
68,Domingos André Ribeiro Almeida,pt POR,FWMF,Valencia,es La Liga,25-156,2000,1.8,120,3,18,62,42,1,120,6,3,50.0,2,33.3,91,614,298,7,5,0,1,3,99,7,Matches
69,Pontus Almqvist,se SWE,DFMF,Parma,it Serie A,26-115,1999,3.9,138,5,23,60,56,7,138,14,4,28.6,9,64.3,78,501,241,10,10,5,11,10,80,23,Matches
70,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,34-309,1990,6.3,569,58,219,270,84,7,569,6,4,66.7,2,33.3,343,2169,1412,23,20,2,4,4,395,9,Matches
71,Adrià Altimira,es ESP,DF,Villarreal,es La Liga,24-219,2001,0.1,9,2,5,5,0,0,9,0,0,,0,,6,22,16,1,0,0,0,0,6,1,Matches
72,Sergi Altimira,es ESP,MF,Betis,es La Liga,24-069,2001,5.0,336,11,101,209,33,2,336,3,2,66.7,1,33.3,181,989,484,7,8,1,4,2,221,2,Matches
73,Carlos Álvarez,es ESP,MF,Levante,es La Liga,22-088,2003,6.5,302,1,30,166,109,13,302,20,6,30.0,13,65.0,185,991,502,15,7,1,19,12,202,22,Matches
74,Hugo Álvarez,es ESP,FWMF,Celta Vigo,es La Liga,22-123,2003,3.8,205,6,33,79,95,9,205,7,2,28.6,4,57.1,112,554,207,7,5,5,15,2,150,24,Matches
75,Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,25-275,2000,9.4,405,1,23,156,230,35,402,20,7,35.0,11,55.0,230,1426,595,21,13,4,21,20,286,55,Matches
76,Skelly Alvero,fr FRA,DF,Werder Bremen,de Bundesliga,23-182,2002,0.4,31,7,13,17,1,0,31,0,0,,0,,22,86,44,1,0,0,0,0,21,0,Matches
77,Giuseppe Ambrosino,it ITA,FW,Napoli,it Serie A,22-053,2003,0.4,7,1,1,3,3,1,7,1,1,100.0,0,0.0,4,26,16,1,0,0,1,1,6,1,Matches
78,Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,22-094,2003,1.2,106,13,53,50,3,1,106,0,0,,0,,49,204,146,0,0,0,0,0,60,1,Matches
79,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,27-267,1998,10.0,568,52,236,252,84,6,568,3,1,33.3,1,33.3,275,1232,590,14,7,0,5,8,306,13,Matches
80,Mohamed Amine Sbai,fr FRA,FW,Angers,fr Ligue 1,24-362,2000,1.8,80,2,10,37,37,9,80,12,8,66.7,3,25.0,60,539,348,13,6,7,4,3,56,14,Matches
